subject_id,scenario_label,action_condition,intimacy_condition,stage,response
45a48815-1ed4-58cb-8e06-be2bddbf048e,birthday,action_3,100,prior,50
45a48815-1ed4-58cb-8e06-be2bddbf048e,birthday,action_3,100,posterior,88
45a48815-1ed4-58cb-8e06-be2bddbf048e,social,action_0,75,prior,67
45a48815-1ed4-58cb-8e06-be2bddbf048e,social,action_0,75,posterior,4
45a48815-1ed4-58cb-8e06-be2bddbf048e,driving,action_3,0,prior,50
45a48815-1ed4-58cb-8e06-be2bddbf048e,driving,action_3,0,posterior,91
45a48815-1ed4-58cb-8e06-be2bddbf048e,cooking,action_0,0,prior,60
45a48815-1ed4-58cb-8e06-be2bddbf048e,cooking,action_0,0,posterior,26
45a48815-1ed4-58cb-8e06-be2bddbf048e,basketball,action_3,75,prior,50
45a48815-1ed4-58cb-8e06-be2bddbf048e,basketball,action_3,75,posterior,81
45a48815-1ed4-58cb-8e06-be2bddbf048e,gala,action_1,50,prior,50
45a48815-1ed4-58cb-8e06-be2bddbf048e,gala,action_1,50,posterior,87
45a48815-1ed4-58cb-8e06-be2bddbf048e,wedding,action_1,75,prior,50
45a48815-1ed4-58cb-8e06-be2bddbf048e,wedding,action_1,75,posterior,89
45a48815-1ed4-58cb-8e06-be2bddbf048e,apples,action_2,50,prior,50
45a48815-1ed4-58cb-8e06-be2bddbf048e,apples,action_2,50,posterior,77
45a48815-1ed4-58cb-8e06-be2bddbf048e,takeout,action_1,100,prior,50
45a48815-1ed4-58cb-8e06-be2bddbf048e,takeout,action_1,100,posterior,86
45a48815-1ed4-58cb-8e06-be2bddbf048e,oysters,action_0,50,prior,50
45a48815-1ed4-58cb-8e06-be2bddbf048e,oysters,action_0,50,posterior,8
45a48815-1ed4-58cb-8e06-be2bddbf048e,drinks,action_2,0,prior,50
45a48815-1ed4-58cb-8e06-be2bddbf048e,drinks,action_2,0,posterior,94
45a48815-1ed4-58cb-8e06-be2bddbf048e,brunch,action_1,0,prior,50
45a48815-1ed4-58cb-8e06-be2bddbf048e,brunch,action_1,0,posterior,94
45a48815-1ed4-58cb-8e06-be2bddbf048e,soup,action_2,75,prior,50
45a48815-1ed4-58cb-8e06-be2bddbf048e,soup,action_2,75,posterior,83
45a48815-1ed4-58cb-8e06-be2bddbf048e,hike,action_0,100,prior,50
45a48815-1ed4-58cb-8e06-be2bddbf048e,hike,action_0,100,posterior,23
45a48815-1ed4-58cb-8e06-be2bddbf048e,fair,action_3,50,prior,50
45a48815-1ed4-58cb-8e06-be2bddbf048e,fair,action_3,50,posterior,89
45a48815-1ed4-58cb-8e06-be2bddbf048e,dip,action_2,100,prior,52
45a48815-1ed4-58cb-8e06-be2bddbf048e,dip,action_2,100,posterior,88
e901917a-1005-5ad7-b72d-02903d3e2251,oysters,action_1,0,prior,90
e901917a-1005-5ad7-b72d-02903d3e2251,oysters,action_1,0,posterior,81
e901917a-1005-5ad7-b72d-02903d3e2251,brunch,action_2,75,prior,6
e901917a-1005-5ad7-b72d-02903d3e2251,brunch,action_2,75,posterior,34
e901917a-1005-5ad7-b72d-02903d3e2251,basketball,action_2,0,prior,94
e901917a-1005-5ad7-b72d-02903d3e2251,basketball,action_2,0,posterior,80
e901917a-1005-5ad7-b72d-02903d3e2251,dip,action_3,75,prior,85
e901917a-1005-5ad7-b72d-02903d3e2251,dip,action_3,75,posterior,15
e901917a-1005-5ad7-b72d-02903d3e2251,takeout,action_2,100,prior,84
e901917a-1005-5ad7-b72d-02903d3e2251,takeout,action_2,100,posterior,82
e901917a-1005-5ad7-b72d-02903d3e2251,gala,action_0,75,prior,77
e901917a-1005-5ad7-b72d-02903d3e2251,gala,action_0,75,posterior,71
e901917a-1005-5ad7-b72d-02903d3e2251,social,action_1,50,prior,18
e901917a-1005-5ad7-b72d-02903d3e2251,social,action_1,50,posterior,78
e901917a-1005-5ad7-b72d-02903d3e2251,soup,action_1,75,prior,88
e901917a-1005-5ad7-b72d-02903d3e2251,soup,action_1,75,posterior,15
e901917a-1005-5ad7-b72d-02903d3e2251,hike,action_0,100,prior,19
e901917a-1005-5ad7-b72d-02903d3e2251,hike,action_0,100,posterior,85
e901917a-1005-5ad7-b72d-02903d3e2251,fair,action_0,50,prior,12
e901917a-1005-5ad7-b72d-02903d3e2251,fair,action_0,50,posterior,68
e901917a-1005-5ad7-b72d-02903d3e2251,wedding,action_1,100,prior,76
e901917a-1005-5ad7-b72d-02903d3e2251,wedding,action_1,100,posterior,71
e901917a-1005-5ad7-b72d-02903d3e2251,drinks,action_3,100,prior,12
e901917a-1005-5ad7-b72d-02903d3e2251,drinks,action_3,100,posterior,78
e901917a-1005-5ad7-b72d-02903d3e2251,birthday,action_2,50,prior,21
e901917a-1005-5ad7-b72d-02903d3e2251,birthday,action_2,50,posterior,23
e901917a-1005-5ad7-b72d-02903d3e2251,cooking,action_3,0,prior,80
e901917a-1005-5ad7-b72d-02903d3e2251,cooking,action_3,0,posterior,76
e901917a-1005-5ad7-b72d-02903d3e2251,driving,action_0,0,prior,80
e901917a-1005-5ad7-b72d-02903d3e2251,driving,action_0,0,posterior,80
e901917a-1005-5ad7-b72d-02903d3e2251,apples,action_3,50,prior,10
e901917a-1005-5ad7-b72d-02903d3e2251,apples,action_3,50,posterior,20
15e14378-9a5e-58a5-b38e-966e578b6fe9,fair,action_1,100,prior,49
15e14378-9a5e-58a5-b38e-966e578b6fe9,fair,action_1,100,posterior,71
15e14378-9a5e-58a5-b38e-966e578b6fe9,dip,action_1,0,prior,83
15e14378-9a5e-58a5-b38e-966e578b6fe9,dip,action_1,0,posterior,89
15e14378-9a5e-58a5-b38e-966e578b6fe9,wedding,action_3,50,prior,11
15e14378-9a5e-58a5-b38e-966e578b6fe9,wedding,action_3,50,posterior,63
15e14378-9a5e-58a5-b38e-966e578b6fe9,gala,action_2,0,prior,65
15e14378-9a5e-58a5-b38e-966e578b6fe9,gala,action_2,0,posterior,86
15e14378-9a5e-58a5-b38e-966e578b6fe9,cooking,action_0,75,prior,75
15e14378-9a5e-58a5-b38e-966e578b6fe9,cooking,action_0,75,posterior,30
15e14378-9a5e-58a5-b38e-966e578b6fe9,oysters,action_2,75,prior,83
15e14378-9a5e-58a5-b38e-966e578b6fe9,oysters,action_2,75,posterior,63
15e14378-9a5e-58a5-b38e-966e578b6fe9,birthday,action_3,100,prior,58
15e14378-9a5e-58a5-b38e-966e578b6fe9,birthday,action_3,100,posterior,91
15e14378-9a5e-58a5-b38e-966e578b6fe9,apples,action_0,100,prior,71
15e14378-9a5e-58a5-b38e-966e578b6fe9,apples,action_0,100,posterior,14
15e14378-9a5e-58a5-b38e-966e578b6fe9,drinks,action_1,50,prior,50
15e14378-9a5e-58a5-b38e-966e578b6fe9,drinks,action_1,50,posterior,86
15e14378-9a5e-58a5-b38e-966e578b6fe9,hike,action_2,50,prior,36
15e14378-9a5e-58a5-b38e-966e578b6fe9,hike,action_2,50,posterior,28
15e14378-9a5e-58a5-b38e-966e578b6fe9,soup,action_3,0,prior,50
15e14378-9a5e-58a5-b38e-966e578b6fe9,soup,action_3,0,posterior,75
15e14378-9a5e-58a5-b38e-966e578b6fe9,takeout,action_0,50,prior,50
15e14378-9a5e-58a5-b38e-966e578b6fe9,takeout,action_0,50,posterior,36
15e14378-9a5e-58a5-b38e-966e578b6fe9,driving,action_1,75,prior,50
15e14378-9a5e-58a5-b38e-966e578b6fe9,driving,action_1,75,posterior,49
15e14378-9a5e-58a5-b38e-966e578b6fe9,social,action_2,100,prior,52
15e14378-9a5e-58a5-b38e-966e578b6fe9,social,action_2,100,posterior,55
15e14378-9a5e-58a5-b38e-966e578b6fe9,brunch,action_0,0,prior,50
15e14378-9a5e-58a5-b38e-966e578b6fe9,brunch,action_0,0,posterior,24
15e14378-9a5e-58a5-b38e-966e578b6fe9,basketball,action_3,75,prior,53
15e14378-9a5e-58a5-b38e-966e578b6fe9,basketball,action_3,75,posterior,58
bfac9234-8d7a-54b0-bbbc-42de99785e13,brunch,action_3,75,prior,0
bfac9234-8d7a-54b0-bbbc-42de99785e13,brunch,action_3,75,posterior,0
bfac9234-8d7a-54b0-bbbc-42de99785e13,wedding,action_2,100,prior,100
bfac9234-8d7a-54b0-bbbc-42de99785e13,wedding,action_2,100,posterior,100
bfac9234-8d7a-54b0-bbbc-42de99785e13,social,action_2,50,prior,49
bfac9234-8d7a-54b0-bbbc-42de99785e13,social,action_2,50,posterior,100
bfac9234-8d7a-54b0-bbbc-42de99785e13,hike,action_1,100,prior,50
bfac9234-8d7a-54b0-bbbc-42de99785e13,hike,action_1,100,posterior,0
bfac9234-8d7a-54b0-bbbc-42de99785e13,birthday,action_3,50,prior,50
bfac9234-8d7a-54b0-bbbc-42de99785e13,birthday,action_3,50,posterior,95
bfac9234-8d7a-54b0-bbbc-42de99785e13,basketball,action_3,0,prior,50
bfac9234-8d7a-54b0-bbbc-42de99785e13,basketball,action_3,0,posterior,100
bfac9234-8d7a-54b0-bbbc-42de99785e13,gala,action_1,75,prior,100
bfac9234-8d7a-54b0-bbbc-42de99785e13,gala,action_1,75,posterior,100
bfac9234-8d7a-54b0-bbbc-42de99785e13,apples,action_0,50,prior,100
bfac9234-8d7a-54b0-bbbc-42de99785e13,apples,action_0,50,posterior,100
bfac9234-8d7a-54b0-bbbc-42de99785e13,cooking,action_0,0,prior,50
bfac9234-8d7a-54b0-bbbc-42de99785e13,cooking,action_0,0,posterior,50
bfac9234-8d7a-54b0-bbbc-42de99785e13,driving,action_1,0,prior,100
bfac9234-8d7a-54b0-bbbc-42de99785e13,driving,action_1,0,posterior,50
bfac9234-8d7a-54b0-bbbc-42de99785e13,soup,action_2,75,prior,100
bfac9234-8d7a-54b0-bbbc-42de99785e13,soup,action_2,75,posterior,100
bfac9234-8d7a-54b0-bbbc-42de99785e13,takeout,action_3,100,prior,50
bfac9234-8d7a-54b0-bbbc-42de99785e13,takeout,action_3,100,posterior,50
bfac9234-8d7a-54b0-bbbc-42de99785e13,dip,action_0,75,prior,50
bfac9234-8d7a-54b0-bbbc-42de99785e13,dip,action_0,75,posterior,50
bfac9234-8d7a-54b0-bbbc-42de99785e13,oysters,action_2,0,prior,51
bfac9234-8d7a-54b0-bbbc-42de99785e13,oysters,action_2,0,posterior,50
bfac9234-8d7a-54b0-bbbc-42de99785e13,drinks,action_0,100,prior,50
bfac9234-8d7a-54b0-bbbc-42de99785e13,drinks,action_0,100,posterior,50
bfac9234-8d7a-54b0-bbbc-42de99785e13,fair,action_1,50,prior,50
bfac9234-8d7a-54b0-bbbc-42de99785e13,fair,action_1,50,posterior,50
e7fe3685-574d-53ea-bb9e-9228e646fe92,fair,action_1,0,prior,18
e7fe3685-574d-53ea-bb9e-9228e646fe92,fair,action_1,0,posterior,79
e7fe3685-574d-53ea-bb9e-9228e646fe92,hike,action_1,75,prior,50
e7fe3685-574d-53ea-bb9e-9228e646fe92,hike,action_1,75,posterior,83
e7fe3685-574d-53ea-bb9e-9228e646fe92,cooking,action_3,100,prior,96
e7fe3685-574d-53ea-bb9e-9228e646fe92,cooking,action_3,100,posterior,100
e7fe3685-574d-53ea-bb9e-9228e646fe92,drinks,action_0,75,prior,50
e7fe3685-574d-53ea-bb9e-9228e646fe92,drinks,action_0,75,posterior,50
e7fe3685-574d-53ea-bb9e-9228e646fe92,wedding,action_2,75,prior,50
e7fe3685-574d-53ea-bb9e-9228e646fe92,wedding,action_2,75,posterior,100
e7fe3685-574d-53ea-bb9e-9228e646fe92,soup,action_2,50,prior,50
e7fe3685-574d-53ea-bb9e-9228e646fe92,soup,action_2,50,posterior,50
e7fe3685-574d-53ea-bb9e-9228e646fe92,oysters,action_1,100,prior,19
e7fe3685-574d-53ea-bb9e-9228e646fe92,oysters,action_1,100,posterior,93
e7fe3685-574d-53ea-bb9e-9228e646fe92,gala,action_1,50,prior,21
e7fe3685-574d-53ea-bb9e-9228e646fe92,gala,action_1,50,posterior,100
e7fe3685-574d-53ea-bb9e-9228e646fe92,apples,action_0,0,prior,50
e7fe3685-574d-53ea-bb9e-9228e646fe92,apples,action_0,0,posterior,50
e7fe3685-574d-53ea-bb9e-9228e646fe92,social,action_2,0,prior,50
e7fe3685-574d-53ea-bb9e-9228e646fe92,social,action_2,0,posterior,94
e7fe3685-574d-53ea-bb9e-9228e646fe92,basketball,action_2,100,prior,50
e7fe3685-574d-53ea-bb9e-9228e646fe92,basketball,action_2,100,posterior,95
e7fe3685-574d-53ea-bb9e-9228e646fe92,takeout,action_3,75,prior,50
e7fe3685-574d-53ea-bb9e-9228e646fe92,takeout,action_3,75,posterior,50
e7fe3685-574d-53ea-bb9e-9228e646fe92,dip,action_0,50,prior,50
e7fe3685-574d-53ea-bb9e-9228e646fe92,dip,action_0,50,posterior,0
e7fe3685-574d-53ea-bb9e-9228e646fe92,birthday,action_3,0,prior,50
e7fe3685-574d-53ea-bb9e-9228e646fe92,birthday,action_3,0,posterior,100
e7fe3685-574d-53ea-bb9e-9228e646fe92,driving,action_0,100,prior,50
e7fe3685-574d-53ea-bb9e-9228e646fe92,driving,action_0,100,posterior,70
e7fe3685-574d-53ea-bb9e-9228e646fe92,brunch,action_3,50,prior,50
e7fe3685-574d-53ea-bb9e-9228e646fe92,brunch,action_3,50,posterior,100
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,soup,action_0,50,prior,6
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,soup,action_0,50,posterior,6
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,wedding,action_0,75,prior,85
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,wedding,action_0,75,posterior,18
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,brunch,action_1,50,prior,41
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,brunch,action_1,50,posterior,79
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,driving,action_2,100,prior,2
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,driving,action_2,100,posterior,9
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,fair,action_3,0,prior,15
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,fair,action_3,0,posterior,14
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,dip,action_2,50,prior,100
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,dip,action_2,50,posterior,100
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,social,action_0,0,prior,98
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,social,action_0,0,posterior,99
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,takeout,action_1,75,prior,100
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,takeout,action_1,75,posterior,98
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,drinks,action_2,75,prior,90
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,drinks,action_2,75,posterior,86
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,cooking,action_1,100,prior,98
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,cooking,action_1,100,posterior,100
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,apples,action_2,0,prior,11
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,apples,action_2,0,posterior,86
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,basketball,action_0,100,prior,80
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,basketball,action_0,100,posterior,92
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,hike,action_3,75,prior,92
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,hike,action_3,75,posterior,91
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,gala,action_3,50,prior,2
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,gala,action_3,50,posterior,99
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,oysters,action_3,100,prior,100
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,oysters,action_3,100,posterior,100
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,birthday,action_1,0,prior,31
148ee7a6-adb2-5a5a-b9b9-ff38ee9e6d69,birthday,action_1,0,posterior,9
18e8a2ed-3f84-59d1-b327-a41f555774fd,driving,action_1,50,prior,93
18e8a2ed-3f84-59d1-b327-a41f555774fd,driving,action_1,50,posterior,92
18e8a2ed-3f84-59d1-b327-a41f555774fd,social,action_2,75,prior,93
18e8a2ed-3f84-59d1-b327-a41f555774fd,social,action_2,75,posterior,100
18e8a2ed-3f84-59d1-b327-a41f555774fd,wedding,action_3,0,prior,4
18e8a2ed-3f84-59d1-b327-a41f555774fd,wedding,action_3,0,posterior,97
18e8a2ed-3f84-59d1-b327-a41f555774fd,takeout,action_0,0,prior,5
18e8a2ed-3f84-59d1-b327-a41f555774fd,takeout,action_0,0,posterior,2
18e8a2ed-3f84-59d1-b327-a41f555774fd,hike,action_2,0,prior,50
18e8a2ed-3f84-59d1-b327-a41f555774fd,hike,action_2,0,posterior,51
18e8a2ed-3f84-59d1-b327-a41f555774fd,apples,action_0,75,prior,50
18e8a2ed-3f84-59d1-b327-a41f555774fd,apples,action_0,75,posterior,3
18e8a2ed-3f84-59d1-b327-a41f555774fd,brunch,action_3,100,prior,50
18e8a2ed-3f84-59d1-b327-a41f555774fd,brunch,action_3,100,posterior,99
18e8a2ed-3f84-59d1-b327-a41f555774fd,dip,action_0,100,prior,100
18e8a2ed-3f84-59d1-b327-a41f555774fd,dip,action_0,100,posterior,2
18e8a2ed-3f84-59d1-b327-a41f555774fd,birthday,action_3,75,prior,50
18e8a2ed-3f84-59d1-b327-a41f555774fd,birthday,action_3,75,posterior,50
18e8a2ed-3f84-59d1-b327-a41f555774fd,oysters,action_2,50,prior,100
18e8a2ed-3f84-59d1-b327-a41f555774fd,oysters,action_2,50,posterior,100
18e8a2ed-3f84-59d1-b327-a41f555774fd,soup,action_2,100,prior,50
18e8a2ed-3f84-59d1-b327-a41f555774fd,soup,action_2,100,posterior,100
18e8a2ed-3f84-59d1-b327-a41f555774fd,basketball,action_3,50,prior,99
18e8a2ed-3f84-59d1-b327-a41f555774fd,basketball,action_3,50,posterior,99
18e8a2ed-3f84-59d1-b327-a41f555774fd,cooking,action_0,50,prior,99
18e8a2ed-3f84-59d1-b327-a41f555774fd,cooking,action_0,50,posterior,2
18e8a2ed-3f84-59d1-b327-a41f555774fd,drinks,action_1,0,prior,50
18e8a2ed-3f84-59d1-b327-a41f555774fd,drinks,action_1,0,posterior,98
18e8a2ed-3f84-59d1-b327-a41f555774fd,fair,action_1,75,prior,100
18e8a2ed-3f84-59d1-b327-a41f555774fd,fair,action_1,75,posterior,98
18e8a2ed-3f84-59d1-b327-a41f555774fd,gala,action_1,100,prior,0
18e8a2ed-3f84-59d1-b327-a41f555774fd,gala,action_1,100,posterior,100
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,driving,action_3,50,prior,85
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,driving,action_3,50,posterior,75
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,cooking,action_2,50,prior,100
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,cooking,action_2,50,posterior,82
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,brunch,action_1,100,prior,70
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,brunch,action_1,100,posterior,100
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,takeout,action_2,0,prior,20
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,takeout,action_2,0,posterior,84
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,gala,action_3,100,prior,100
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,gala,action_3,100,posterior,100
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,wedding,action_1,0,prior,50
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,wedding,action_1,0,posterior,100
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,basketball,action_1,50,prior,100
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,basketball,action_1,50,posterior,100
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,birthday,action_1,75,prior,79
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,birthday,action_1,75,posterior,100
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,apples,action_2,75,prior,62
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,apples,action_2,75,posterior,100
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,oysters,action_0,50,prior,89
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,oysters,action_0,50,posterior,50
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,fair,action_3,75,prior,50
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,fair,action_3,75,posterior,81
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,social,action_0,75,prior,50
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,social,action_0,75,posterior,13
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,drinks,action_3,0,prior,40
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,drinks,action_3,0,posterior,100
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,hike,action_0,0,prior,36
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,hike,action_0,0,posterior,0
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,soup,action_0,100,prior,100
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,soup,action_0,100,posterior,29
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,dip,action_2,100,prior,100
e59eb9b2-3ba9-50bb-8f72-5014d9db0647,dip,action_2,100,posterior,100
