experiment,variant,fold,held_out_scenario,alpha_observer,train_nll,test_nll,n_train,n_test,param_w_v,param_w_d,param_w_e,param_gamma
food_inv_desire,full,0,apples,7.6839070320129395,1291.283447265625,85.89174728966208,300,20,0.6348599791526794,11.578348159790039,13.163837432861328,9.999999974752427e-07
food_inv_desire,full,1,basketball,7.186202526092529,1289.851318359375,87.15347471921076,300,20,0.7109884023666382,14.349217414855957,16.582378387451172,9.999999974752427e-07
food_inv_desire,full,2,birthday,6.975680351257324,1289.29052734375,87.600764001879,300,20,0.6894204020500183,14.782598495483398,17.050304412841797,9.999999974752427e-07
food_inv_desire,full,3,brunch,6.994180679321289,1292.55322265625,84.26245537538944,300,20,0.7104317545890808,15.254470825195312,17.902175903320312,9.999999974752427e-07
food_inv_desire,full,4,cooking,6.381328582763672,1288.301025390625,88.78222095193762,300,20,0.7597995400428772,13.319645881652832,15.0562162399292,9.999999974752427e-07
food_inv_desire,full,5,dip,6.649491786956787,1293.405517578125,83.78533669311479,300,20,0.7127349376678467,12.879044532775879,14.454657554626465,9.999999974752427e-07
food_inv_desire,full,6,drinks,7.05716609954834,1289.948486328125,86.93022406394395,300,20,0.7077047228813171,14.760302543640137,17.12278938293457,9.999999974752427e-07
food_inv_desire,full,7,driving,7.148648262023926,1288.6715087890625,88.25625023191344,300,20,0.7045525312423706,14.495356559753418,16.733970642089844,9.999999974752427e-07
food_inv_desire,full,8,fair,7.094378471374512,1293.0894775390625,83.76210004871436,300,20,0.6747155785560608,15.184632301330566,17.660324096679688,9.999999974752427e-07
food_inv_desire,full,9,gala,7.205704212188721,1289.853759765625,86.58004277326599,300,20,0.6882045269012451,19.0339298248291,19.85723876953125,9.999999974752427e-07
food_inv_desire,full,10,hike,6.942493915557861,1287.17041015625,89.76141317832067,300,20,0.7313780188560486,14.90133285522461,17.312719345092773,9.999999974752427e-07
food_inv_desire,full,11,oysters,5.3294548988342285,1284.0308837890625,93.2942389820438,300,20,0.9367656111717224,8.491915702819824,19.636991500854492,9.999999974752427e-07
food_inv_desire,full,12,social,7.139780044555664,1294.5970458984375,82.23101160456407,300,20,0.6880960464477539,14.999584197998047,17.425535202026367,9.999999974752427e-07
food_inv_desire,full,13,soup,7.062447547912598,1294.0537109375,82.7917379974356,300,20,0.691537082195282,14.907096862792969,17.26190948486328,9.999999974752427e-07
food_inv_desire,full,14,takeout,6.691328525543213,1293.81591796875,83.07196519933305,300,20,0.7158001065254211,15.075372695922852,17.485713958740234,9.999999974752427e-07
food_inv_desire,full,15,wedding,6.813155174255371,1291.7275390625,85.02280105466726,300,20,0.7046006917953491,16.3013973236084,19.110485076904297,9.999999974752427e-07
food_inv_desire,discomfort_only,0,apples,1.2774196863174438,1384.5361328125,92.30240933658492,300,20,,1.164501667022705,,0.8366295099258423
food_inv_desire,discomfort_only,1,basketball,0.2980889678001404,1384.535888671875,92.30240595029655,300,20,,0.8004338145256042,,0.5513080358505249
food_inv_desire,discomfort_only,2,birthday,1.1773995161056519,1384.5360107421875,92.30240679686857,300,20,,1.041808009147644,,0.7745206356048584
food_inv_desire,discomfort_only,3,brunch,1.0,1384.5361328125,92.30240660874144,300,20,,1.0,,1.0
food_inv_desire,discomfort_only,4,cooking,0.6775000691413879,1384.5360107421875,92.30240689093203,300,20,,1.2019025087356567,,1.0893150568008423
food_inv_desire,discomfort_only,5,dip,0.07751931995153427,1384.535888671875,92.30240312838978,300,20,,1.3544139862060547,,1.320981502532959
food_inv_desire,discomfort_only,6,drinks,1.0,1384.5361328125,92.30240801969484,300,20,,1.0,,1.0
food_inv_desire,discomfort_only,7,driving,0.6772329211235046,1384.5360107421875,92.30240453934307,300,20,,0.9397851824760437,,1.5396639108657837
food_inv_desire,discomfort_only,8,fair,0.27691641449928284,1384.5360107421875,92.30240764344059,300,20,,0.6665239930152893,,1.1937841176986694
food_inv_desire,discomfort_only,9,gala,0.09973010420799255,1384.5361328125,92.30240877220388,300,20,,1.54225754737854,,0.615042507648468
food_inv_desire,discomfort_only,10,hike,0.2981785535812378,1384.535888671875,92.30240651467788,300,20,,1.5608415603637695,,1.0969629287719727
food_inv_desire,discomfort_only,11,oysters,0.8981522917747498,1384.5360107421875,92.3024058562329,300,20,,0.9974507689476013,,0.5657206177711487
food_inv_desire,discomfort_only,12,social,0.6999544501304626,1384.5360107421875,92.30240425715249,300,20,,1.1933324337005615,,1.2540055513381958
food_inv_desire,discomfort_only,13,soup,0.4999665915966034,1384.5360107421875,92.30240463340672,300,20,,0.6161372661590576,,1.0762481689453125
food_inv_desire,discomfort_only,14,takeout,1.0,1384.5361328125,92.30240736124983,300,20,,1.0,,1.0
food_inv_desire,discomfort_only,15,wedding,0.5771076083183289,1384.5360107421875,92.30240472747019,300,20,,0.7312255501747131,,1.1573832035064697
food_inv_desire,base,0,apples,10.005576133728027,1305.5960693359375,85.88033657729018,300,20,0.5120458006858826,,13.27127742767334,
food_inv_desire,base,1,basketball,10.013341903686523,1306.68212890625,84.62172026454189,300,20,0.5136392712593079,,13.783451080322266,
food_inv_desire,base,2,birthday,10.00497055053711,1303.7333984375,87.45353392598355,300,20,0.504106342792511,,14.29117488861084,
food_inv_desire,base,3,brunch,10.011235237121582,1306.635009765625,84.52238191835738,300,20,0.5204794406890869,,14.30409049987793,
food_inv_desire,base,4,cooking,10.01208782196045,1300.1453857421875,90.85729850492021,300,20,0.5114403367042542,,14.866599082946777,
food_inv_desire,base,5,dip,10.00696086883545,1303.701416015625,87.39628127889897,300,20,0.5048261880874634,,14.58564567565918,
food_inv_desire,base,6,drinks,10.01149845123291,1304.78076171875,86.31708754021636,300,20,0.5132964849472046,,14.501450538635254,
food_inv_desire,base,7,driving,10.002520561218262,1303.051025390625,88.20637935297394,300,20,0.532720148563385,,14.148124694824219,
