subject_id,scenario_label,action_condition,effort_condition,intimacy_condition,stage,response
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,apples,action_1,high,100,prior,24
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,apples,action_1,high,100,posterior,50
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,driving,action_2,high,100,prior,67
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,driving,action_2,high,100,posterior,100
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,dip,action_2,low,0,prior,64
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,dip,action_2,low,0,posterior,89
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,basketball,action_1,low,50,prior,50
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,basketball,action_1,low,50,posterior,100
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,social,action_0,low,50,prior,62
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,social,action_0,low,50,posterior,0
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,gala,action_2,low,100,prior,73
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,gala,action_2,low,100,posterior,100
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,hike,action_1,high,50,prior,66
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,hike,action_1,high,50,posterior,21
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,drinks,action_2,high,50,prior,13
b1e8aa5b-1c05-5e44-b8fa-6452c15a253e,drinks,action_2,high,50,posterior,100
7f25404f-39ab-5861-becb-72ca91a63442,basketball,action_0,high,100,prior,100
7f25404f-39ab-5861-becb-72ca91a63442,basketball,action_0,high,100,posterior,0
7f25404f-39ab-5861-becb-72ca91a63442,gala,action_1,high,50,prior,13
7f25404f-39ab-5861-becb-72ca91a63442,gala,action_1,high,50,posterior,0
7f25404f-39ab-5861-becb-72ca91a63442,hike,action_2,high,0,prior,20
7f25404f-39ab-5861-becb-72ca91a63442,hike,action_2,high,0,posterior,50
7f25404f-39ab-5861-becb-72ca91a63442,birthday,action_0,high,75,prior,100
7f25404f-39ab-5861-becb-72ca91a63442,birthday,action_0,high,75,posterior,0
7f25404f-39ab-5861-becb-72ca91a63442,dip,action_2,high,50,prior,100
7f25404f-39ab-5861-becb-72ca91a63442,dip,action_2,high,50,posterior,79
7f25404f-39ab-5861-becb-72ca91a63442,wedding,action_1,low,50,prior,100
7f25404f-39ab-5861-becb-72ca91a63442,wedding,action_1,low,50,posterior,100
7f25404f-39ab-5861-becb-72ca91a63442,driving,action_2,low,75,prior,50
7f25404f-39ab-5861-becb-72ca91a63442,driving,action_2,low,75,posterior,100
7f25404f-39ab-5861-becb-72ca91a63442,brunch,action_0,high,0,prior,100
7f25404f-39ab-5861-becb-72ca91a63442,brunch,action_0,high,0,posterior,0
7f25404f-39ab-5861-becb-72ca91a63442,drinks,action_2,high,100,prior,50
7f25404f-39ab-5861-becb-72ca91a63442,drinks,action_2,high,100,posterior,100
7f25404f-39ab-5861-becb-72ca91a63442,cooking,action_1,high,100,prior,58
7f25404f-39ab-5861-becb-72ca91a63442,cooking,action_1,high,100,posterior,100
7f25404f-39ab-5861-becb-72ca91a63442,fair,action_2,low,100,prior,50
7f25404f-39ab-5861-becb-72ca91a63442,fair,action_2,low,100,posterior,100
7f25404f-39ab-5861-becb-72ca91a63442,soup,action_1,low,0,prior,100
7f25404f-39ab-5861-becb-72ca91a63442,soup,action_1,low,0,posterior,100
7f25404f-39ab-5861-becb-72ca91a63442,social,action_1,low,75,prior,50
7f25404f-39ab-5861-becb-72ca91a63442,social,action_1,low,75,posterior,100
7f25404f-39ab-5861-becb-72ca91a63442,apples,action_2,low,0,prior,50
7f25404f-39ab-5861-becb-72ca91a63442,apples,action_2,low,0,posterior,100
7f25404f-39ab-5861-becb-72ca91a63442,oysters,action_0,low,50,prior,100
7f25404f-39ab-5861-becb-72ca91a63442,oysters,action_0,low,50,posterior,20
7f25404f-39ab-5861-becb-72ca91a63442,takeout,action_2,low,50,prior,50
7f25404f-39ab-5861-becb-72ca91a63442,takeout,action_2,low,50,posterior,100
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,drinks,action_0,low,0,prior,74
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,drinks,action_0,low,0,posterior,39
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,dip,action_2,high,100,prior,28
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,dip,action_2,high,100,posterior,78
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,cooking,action_2,low,0,prior,60
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,cooking,action_2,low,0,posterior,63
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,gala,action_2,low,50,prior,75
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,gala,action_2,low,50,posterior,35
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,oysters,action_1,high,50,prior,69
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,oysters,action_1,high,50,posterior,66
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,wedding,action_2,high,50,prior,80
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,wedding,action_2,high,50,posterior,66
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,social,action_2,high,75,prior,66
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,social,action_2,high,75,posterior,69
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,hike,action_0,low,100,prior,64
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,hike,action_0,low,100,posterior,68
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,basketball,action_0,high,50,prior,74
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,basketball,action_0,high,50,posterior,36
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,fair,action_1,high,0,prior,37
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,fair,action_1,high,0,posterior,59
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,takeout,action_2,high,0,prior,41
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,takeout,action_2,high,0,posterior,65
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,brunch,action_0,high,100,prior,69
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,brunch,action_0,high,100,posterior,34
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,driving,action_1,low,75,prior,56
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,driving,action_1,low,75,posterior,63
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,apples,action_0,low,50,prior,68
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,apples,action_0,low,50,posterior,86
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,soup,action_1,low,100,prior,34
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,soup,action_1,low,100,posterior,83
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,birthday,action_0,high,75,prior,63
9f3c932b-6a27-5d2a-bb8f-b7992d2f9a35,birthday,action_0,high,75,posterior,70
9bf92d07-2ccb-5021-b12a-93c64332bf06,soup,action_1,high,100,prior,97
9bf92d07-2ccb-5021-b12a-93c64332bf06,soup,action_1,high,100,posterior,84
9bf92d07-2ccb-5021-b12a-93c64332bf06,gala,action_0,low,75,prior,67
9bf92d07-2ccb-5021-b12a-93c64332bf06,gala,action_0,low,75,posterior,74
9bf92d07-2ccb-5021-b12a-93c64332bf06,apples,action_2,high,0,prior,65
9bf92d07-2ccb-5021-b12a-93c64332bf06,apples,action_2,high,0,posterior,93
9bf92d07-2ccb-5021-b12a-93c64332bf06,drinks,action_1,high,75,prior,63
9bf92d07-2ccb-5021-b12a-93c64332bf06,drinks,action_1,high,75,posterior,83
9bf92d07-2ccb-5021-b12a-93c64332bf06,hike,action_2,low,50,prior,67
9bf92d07-2ccb-5021-b12a-93c64332bf06,hike,action_2,low,50,posterior,74
9bf92d07-2ccb-5021-b12a-93c64332bf06,basketball,action_0,high,0,prior,69
9bf92d07-2ccb-5021-b12a-93c64332bf06,basketball,action_0,high,0,posterior,81
9bf92d07-2ccb-5021-b12a-93c64332bf06,driving,action_0,high,75,prior,71
9bf92d07-2ccb-5021-b12a-93c64332bf06,driving,action_0,high,75,posterior,75
9bf92d07-2ccb-5021-b12a-93c64332bf06,brunch,action_0,low,50,prior,70
9bf92d07-2ccb-5021-b12a-93c64332bf06,brunch,action_0,low,50,posterior,82
9bf92d07-2ccb-5021-b12a-93c64332bf06,fair,action_2,low,75,prior,72
9bf92d07-2ccb-5021-b12a-93c64332bf06,fair,action_2,low,75,posterior,82
9bf92d07-2ccb-5021-b12a-93c64332bf06,wedding,action_1,low,50,prior,75
9bf92d07-2ccb-5021-b12a-93c64332bf06,wedding,action_1,low,50,posterior,88
9bf92d07-2ccb-5021-b12a-93c64332bf06,social,action_1,high,50,prior,74
9bf92d07-2ccb-5021-b12a-93c64332bf06,social,action_1,high,50,posterior,85
9bf92d07-2ccb-5021-b12a-93c64332bf06,cooking,action_1,low,0,prior,89
9bf92d07-2ccb-5021-b12a-93c64332bf06,cooking,action_1,low,0,posterior,88
9bf92d07-2ccb-5021-b12a-93c64332bf06,dip,action_2,low,100,prior,82
9bf92d07-2ccb-5021-b12a-93c64332bf06,dip,action_2,low,100,posterior,96
9bf92d07-2ccb-5021-b12a-93c64332bf06,birthday,action_2,low,0,prior,82
9bf92d07-2ccb-5021-b12a-93c64332bf06,birthday,action_2,low,0,posterior,88
9bf92d07-2ccb-5021-b12a-93c64332bf06,takeout,action_1,low,75,prior,74
9bf92d07-2ccb-5021-b12a-93c64332bf06,takeout,action_1,low,75,posterior,80
9bf92d07-2ccb-5021-b12a-93c64332bf06,oysters,action_2,high,100,prior,86
9bf92d07-2ccb-5021-b12a-93c64332bf06,oysters,action_2,high,100,posterior,96
05d6c88f-16a8-5124-9210-d610d8caaa25,apples,action_1,high,50,prior,91
05d6c88f-16a8-5124-9210-d610d8caaa25,apples,action_1,high,50,posterior,100
05d6c88f-16a8-5124-9210-d610d8caaa25,basketball,action_2,low,0,prior,72
05d6c88f-16a8-5124-9210-d610d8caaa25,basketball,action_2,low,0,posterior,100
05d6c88f-16a8-5124-9210-d610d8caaa25,soup,action_0,low,50,prior,62
05d6c88f-16a8-5124-9210-d610d8caaa25,soup,action_0,low,50,posterior,54
05d6c88f-16a8-5124-9210-d610d8caaa25,social,action_2,high,50,prior,42
05d6c88f-16a8-5124-9210-d610d8caaa25,social,action_2,high,50,posterior,100
05d6c88f-16a8-5124-9210-d610d8caaa25,cooking,action_1,high,0,prior,78
05d6c88f-16a8-5124-9210-d610d8caaa25,cooking,action_1,high,0,posterior,75
05d6c88f-16a8-5124-9210-d610d8caaa25,dip,action_0,low,100,prior,26
05d6c88f-16a8-5124-9210-d610d8caaa25,dip,action_0,low,100,posterior,3
05d6c88f-16a8-5124-9210-d610d8caaa25,wedding,action_0,high,75,prior,67
05d6c88f-16a8-5124-9210-d610d8caaa25,wedding,action_0,high,75,posterior,16
05d6c88f-16a8-5124-9210-d610d8caaa25,drinks,action_2,high,0,prior,41
05d6c88f-16a8-5124-9210-d610d8caaa25,drinks,action_2,high,0,posterior,94
05d6c88f-16a8-5124-9210-d610d8caaa25,oysters,action_1,low,75,prior,69
05d6c88f-16a8-5124-9210-d610d8caaa25,oysters,action_1,low,75,posterior,89
05d6c88f-16a8-5124-9210-d610d8caaa25,takeout,action_0,high,0,prior,43
05d6c88f-16a8-5124-9210-d610d8caaa25,takeout,action_0,high,0,posterior,34
05d6c88f-16a8-5124-9210-d610d8caaa25,driving,action_2,low,50,prior,77
05d6c88f-16a8-5124-9210-d610d8caaa25,driving,action_2,low,50,posterior,79
05d6c88f-16a8-5124-9210-d610d8caaa25,gala,action_2,high,100,prior,77
05d6c88f-16a8-5124-9210-d610d8caaa25,gala,action_2,high,100,posterior,82
05d6c88f-16a8-5124-9210-d610d8caaa25,birthday,action_1,high,100,prior,50
05d6c88f-16a8-5124-9210-d610d8caaa25,birthday,action_1,high,100,posterior,56
05d6c88f-16a8-5124-9210-d610d8caaa25,brunch,action_0,high,100,prior,45
05d6c88f-16a8-5124-9210-d610d8caaa25,brunch,action_0,high,100,posterior,20
05d6c88f-16a8-5124-9210-d610d8caaa25,hike,action_1,low,100,prior,45
05d6c88f-16a8-5124-9210-d610d8caaa25,hike,action_1,low,100,posterior,56
05d6c88f-16a8-5124-9210-d610d8caaa25,fair,action_0,high,50,prior,45
05d6c88f-16a8-5124-9210-d610d8caaa25,fair,action_0,high,50,posterior,37
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,takeout,action_1,high,0,prior,67
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,takeout,action_1,high,0,posterior,77
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,oysters,action_1,low,50,prior,70
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,oysters,action_1,low,50,posterior,89
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,cooking,action_0,high,0,prior,56
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,cooking,action_0,high,0,posterior,7
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,soup,action_2,low,100,prior,83
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,soup,action_2,low,100,posterior,100
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,dip,action_1,high,100,prior,36
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,dip,action_1,high,100,posterior,82
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,drinks,action_0,low,0,prior,42
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,drinks,action_0,low,0,posterior,25
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,gala,action_0,low,100,prior,97
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,gala,action_0,low,100,posterior,19
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,wedding,action_2,high,75,prior,62
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,wedding,action_2,high,75,posterior,77
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,apples,action_2,high,50,prior,41
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,apples,action_2,high,50,posterior,76
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,brunch,action_0,low,75,prior,77
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,brunch,action_0,low,75,posterior,33
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,driving,action_1,high,75,prior,33
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,driving,action_1,high,75,posterior,75
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,fair,action_0,high,100,prior,65
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,fair,action_0,high,100,posterior,34
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,hike,action_1,low,0,prior,37
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,hike,action_1,low,0,posterior,75
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,social,action_1,low,100,prior,58
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,social,action_1,low,100,posterior,73
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,basketball,action_2,low,75,prior,61
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,basketball,action_2,low,75,posterior,62
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,birthday,action_0,high,50,prior,39
dab4c4e3-1594-5fdc-afe8-dfdbe7053939,birthday,action_0,high,50,posterior,27
08b84579-987e-5497-9cf6-a6d75aa0894a,cooking,action_2,high,75,prior,81
08b84579-987e-5497-9cf6-a6d75aa0894a,cooking,action_2,high,75,posterior,50
08b84579-987e-5497-9cf6-a6d75aa0894a,birthday,action_0,low,100,prior,45
08b84579-987e-5497-9cf6-a6d75aa0894a,birthday,action_0,low,100,posterior,33
08b84579-987e-5497-9cf6-a6d75aa0894a,drinks,action_1,high,100,prior,60
08b84579-987e-5497-9cf6-a6d75aa0894a,drinks,action_1,high,100,posterior,50
08b84579-987e-5497-9cf6-a6d75aa0894a,oysters,action_0,low,75,prior,38
08b84579-987e-5497-9cf6-a6d75aa0894a,oysters,action_0,low,75,posterior,38
08b84579-987e-5497-9cf6-a6d75aa0894a,soup,action_1,high,50,prior,50
08b84579-987e-5497-9cf6-a6d75aa0894a,soup,action_1,high,50,posterior,83
08b84579-987e-5497-9cf6-a6d75aa0894a,wedding,action_2,low,75,prior,60
08b84579-987e-5497-9cf6-a6d75aa0894a,wedding,action_2,low,75,posterior,72
08b84579-987e-5497-9cf6-a6d75aa0894a,basketball,action_2,high,0,prior,77
08b84579-987e-5497-9cf6-a6d75aa0894a,basketball,action_2,high,0,posterior,95
08b84579-987e-5497-9cf6-a6d75aa0894a,social,action_0,high,50,prior,50
08b84579-987e-5497-9cf6-a6d75aa0894a,social,action_0,high,50,posterior,8
08b84579-987e-5497-9cf6-a6d75aa0894a,brunch,action_1,low,0,prior,67
08b84579-987e-5497-9cf6-a6d75aa0894a,brunch,action_1,low,0,posterior,74
08b84579-987e-5497-9cf6-a6d75aa0894a,fair,action_0,high,0,prior,11
08b84579-987e-5497-9cf6-a6d75aa0894a,fair,action_0,high,0,posterior,52
08b84579-987e-5497-9cf6-a6d75aa0894a,hike,action_1,low,100,prior,56
08b84579-987e-5497-9cf6-a6d75aa0894a,hike,action_1,low,100,posterior,48
08b84579-987e-5497-9cf6-a6d75aa0894a,takeout,action_2,low,100,prior,51
08b84579-987e-5497-9cf6-a6d75aa0894a,takeout,action_2,low,100,posterior,91
08b84579-987e-5497-9cf6-a6d75aa0894a,dip,action_0,low,0,prior,85
08b84579-987e-5497-9cf6-a6d75aa0894a,dip,action_0,low,0,posterior,25
08b84579-987e-5497-9cf6-a6d75aa0894a,apples,action_1,high,75,prior,38
08b84579-987e-5497-9cf6-a6d75aa0894a,apples,action_1,high,75,posterior,17
08b84579-987e-5497-9cf6-a6d75aa0894a,driving,action_1,low,50,prior,82
08b84579-987e-5497-9cf6-a6d75aa0894a,driving,action_1,low,50,posterior,13
08b84579-987e-5497-9cf6-a6d75aa0894a,gala,action_1,high,0,prior,0
08b84579-987e-5497-9cf6-a6d75aa0894a,gala,action_1,high,0,posterior,93
a0605845-b062-553a-b153-fcb2ba3347c1,gala,action_2,high,75,prior,100
a0605845-b062-553a-b153-fcb2ba3347c1,gala,action_2,high,75,posterior,100
a0605845-b062-553a-b153-fcb2ba3347c1,takeout,action_0,high,100,prior,100
a0605845-b062-553a-b153-fcb2ba3347c1,takeout,action_0,high,100,posterior,0
a0605845-b062-553a-b153-fcb2ba3347c1,drinks,action_2,low,50,prior,100
a0605845-b062-553a-b153-fcb2ba3347c1,drinks,action_2,low,50,posterior,100
a0605845-b062-553a-b153-fcb2ba3347c1,fair,action_2,low,0,prior,1
a0605845-b062-553a-b153-fcb2ba3347c1,fair,action_2,low,0,posterior,100
a0605845-b062-553a-b153-fcb2ba3347c1,birthday,action_0,low,75,prior,100
a0605845-b062-553a-b153-fcb2ba3347c1,birthday,action_0,low,75,posterior,0
a0605845-b062-553a-b153-fcb2ba3347c1,apples,action_0,high,75,prior,100
a0605845-b062-553a-b153-fcb2ba3347c1,apples,action_0,high,75,posterior,0
a0605845-b062-553a-b153-fcb2ba3347c1,dip,action_1,low,100,prior,100
a0605845-b062-553a-b153-fcb2ba3347c1,dip,action_1,low,100,posterior,100
a0605845-b062-553a-b153-fcb2ba3347c1,cooking,action_2,high,100,prior,100
a0605845-b062-553a-b153-fcb2ba3347c1,cooking,action_2,high,100,posterior,100
a0605845-b062-553a-b153-fcb2ba3347c1,oysters,action_0,low,0,prior,0
a0605845-b062-553a-b153-fcb2ba3347c1,oysters,action_0,low,0,posterior,50
a0605845-b062-553a-b153-fcb2ba3347c1,hike,action_1,high,75,prior,76
a0605845-b062-553a-b153-fcb2ba3347c1,hike,action_1,high,75,posterior,100
a0605845-b062-553a-b153-fcb2ba3347c1,driving,action_0,high,50,prior,66
a0605845-b062-553a-b153-fcb2ba3347c1,driving,action_0,high,50,posterior,48
a0605845-b062-553a-b153-fcb2ba3347c1,brunch,action_0,low,100,prior,8
a0605845-b062-553a-b153-fcb2ba3347c1,brunch,action_0,low,100,posterior,0
a0605845-b062-553a-b153-fcb2ba3347c1,soup,action_1,high,0,prior,0
a0605845-b062-553a-b153-fcb2ba3347c1,soup,action_1,high,0,posterior,100
a0605845-b062-553a-b153-fcb2ba3347c1,wedding,action_0,low,50,prior,100
a0605845-b062-553a-b153-fcb2ba3347c1,wedding,action_0,low,50,posterior,0
a0605845-b062-553a-b153-fcb2ba3347c1,social,action_1,low,75,prior,100
a0605845-b062-553a-b153-fcb2ba3347c1,social,action_1,low,75,posterior,100
a0605845-b062-553a-b153-fcb2ba3347c1,basketball,action_2,high,50,prior,27
a0605845-b062-553a-b153-fcb2ba3347c1,basketball,action_2,high,50,posterior,100
5d32c809-2dc0-5adf-a01b-031f107be91f,brunch,action_0,high,100,prior,96
5d32c809-2dc0-5adf-a01b-031f107be91f,brunch,action_0,high,100,posterior,4
5d32c809-2dc0-5adf-a01b-031f107be91f,soup,action_0,low,75,prior,6
5d32c809-2dc0-5adf-a01b-031f107be91f,soup,action_0,low,75,posterior,3
5d32c809-2dc0-5adf-a01b-031f107be91f,dip,action_2,low,0,prior,94
5d32c809-2dc0-5adf-a01b-031f107be91f,dip,action_2,low,0,posterior,95
5d32c809-2dc0-5adf-a01b-031f107be91f,social,action_0,low,100,prior,94
5d32c809-2dc0-5adf-a01b-031f107be91f,social,action_0,low,100,posterior,4
5d32c809-2dc0-5adf-a01b-031f107be91f,cooking,action_0,high,75,prior,100
5d32c809-2dc0-5adf-a01b-031f107be91f,cooking,action_0,high,75,posterior,4
5d32c809-2dc0-5adf-a01b-031f107be91f,wedding,action_2,high,75,prior,96
5d32c809-2dc0-5adf-a01b-031f107be91f,wedding,action_2,high,75,posterior,92
5d32c809-2dc0-5adf-a01b-031f107be91f,apples,action_1,low,75,prior,4
5d32c809-2dc0-5adf-a01b-031f107be91f,apples,action_1,low,75,posterior,7
5d32c809-2dc0-5adf-a01b-031f107be91f,oysters,action_1,low,100,prior,95
5d32c809-2dc0-5adf-a01b-031f107be91f,oysters,action_1,low,100,posterior,97
5d32c809-2dc0-5adf-a01b-031f107be91f,drinks,action_2,high,50,prior,3
5d32c809-2dc0-5adf-a01b-031f107be91f,drinks,action_2,high,50,posterior,99
5d32c809-2dc0-5adf-a01b-031f107be91f,driving,action_2,low,50,prior,96
5d32c809-2dc0-5adf-a01b-031f107be91f,driving,action_2,low,50,posterior,95
5d32c809-2dc0-5adf-a01b-031f107be91f,basketball,action_2,high,100,prior,95
5d32c809-2dc0-5adf-a01b-031f107be91f,basketball,action_2,high,100,posterior,98
5d32c809-2dc0-5adf-a01b-031f107be91f,takeout,action_1,high,75,prior,93
5d32c809-2dc0-5adf-a01b-031f107be91f,takeout,action_1,high,75,posterior,98
5d32c809-2dc0-5adf-a01b-031f107be91f,hike,action_0,low,50,prior,96
5d32c809-2dc0-5adf-a01b-031f107be91f,hike,action_0,low,50,posterior,94
5d32c809-2dc0-5adf-a01b-031f107be91f,birthday,action_0,high,50,prior,2
5d32c809-2dc0-5adf-a01b-031f107be91f,birthday,action_0,high,50,posterior,50
5d32c809-2dc0-5adf-a01b-031f107be91f,gala,action_0,low,0,prior,4
5d32c809-2dc0-5adf-a01b-031f107be91f,gala,action_0,low,0,posterior,2
5d32c809-2dc0-5adf-a01b-031f107be91f,fair,action_1,high,0,prior,5
5d32c809-2dc0-5adf-a01b-031f107be91f,fair,action_1,high,0,posterior,92
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,dip,action_0,low,75,prior,76
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,dip,action_0,low,75,posterior,69
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,oysters,action_2,low,100,prior,65
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,oysters,action_2,low,100,posterior,41
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,takeout,action_0,low,50,prior,37
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,takeout,action_0,low,50,posterior,61
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,basketball,action_2,high,75,prior,69
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,basketball,action_2,high,75,posterior,40
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,fair,action_1,high,50,prior,85
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,fair,action_1,high,50,posterior,46
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,birthday,action_2,high,100,prior,67
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,birthday,action_2,high,100,posterior,66
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,apples,action_0,high,75,prior,65
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,apples,action_0,high,75,posterior,73
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,social,action_0,high,0,prior,67
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,social,action_0,high,0,posterior,71
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,gala,action_1,high,75,prior,30
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,gala,action_1,high,75,posterior,38
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,drinks,action_2,low,0,prior,82
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,drinks,action_2,low,0,posterior,68
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,soup,action_0,low,0,prior,34
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,soup,action_0,low,0,posterior,37
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,hike,action_1,low,0,prior,75
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,hike,action_1,low,0,posterior,61
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,cooking,action_2,high,0,prior,34
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,cooking,action_2,high,0,posterior,73
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,brunch,action_2,low,75,prior,28
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,brunch,action_2,low,75,posterior,32
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,wedding,action_1,low,50,prior,33
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,wedding,action_1,low,50,posterior,42
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,driving,action_1,high,100,prior,63
a9bc858d-ae8c-5548-a9c8-90fccd50fb60,driving,action_1,high,100,posterior,39
