scenario_label,closeness_condition,closeness,action,n,empirical_stat,ci_lower,mean,ci_upper
social,not_close,0,3,25,6.04,5.5,6.044940520594319,6.5
social,somewhat_close,1,0,23,1.173913043478261,1,1.1647272590980033,1.5
social,somewhat_close,1,1,23,2.782608695652174,2.071309523809524,2.7887562671622987,3.5835227272727272
social,somewhat_close,1,2,23,3.652173913043478,3,3.6565146329984763,4.381043956043957
social,somewhat_close,1,3,23,4.782608695652174,3.9043650793650793,4.793541702166299,5.571428571428571
social,close,2,0,19,1.1578947368421053,1,1.1619275761391041,1.4167763157894735
social,close,2,1,19,2.5789473684210527,1.8330882352941176,2.5687625481459624,3.5
social,close,2,2,19,3.6842105263157894,2.866428571428571,3.6789031850745335,4.632456140350876
social,close,2,3,19,5.052631578947368,4.111111111111111,5.05599806029053,5.823774509803921
social,extremely_close,3,0,22,1.1363636363636362,1,1.137070426028095,1.4285714285714284
social,extremely_close,3,1,22,2.2272727272727275,1.5555555555555556,2.2142207619476864,3.04352766798419
social,extremely_close,3,2,22,2.6818181818181817,1.9229166666666666,2.6613487459452214,3.5297181372549016
social,extremely_close,3,3,22,4.090909090909091,3.2271464646464643,4.090840905561249,5.043478260869565
soup,not_close,0,0,20,1.15,1,1.1440496738998485,1.5
soup,not_close,0,1,20,1.6,1.2142857142857142,1.60087063311033,2.067083333333333
soup,not_close,0,2,20,4.3,3.624652777777778,4.31253234954613,5
soup,not_close,0,3,20,5.6,4.846052631578948,5.599701311145885,6.235294117647059
soup,somewhat_close,1,0,21,1.2380952380952381,1,1.2478102177913382,1.8008333333333328
soup,somewhat_close,1,1,21,1.5238095238095237,1.0769230769230769,1.5353161974380591,2.1002777777777775
soup,somewhat_close,1,2,21,3.4285714285714284,2.6666666666666665,3.429338944075338,4.230882352941176
soup,somewhat_close,1,3,21,4.428571428571429,3.733,4.424327474988818,5.133571428571429
soup,close,2,0,24,1.0416666666666667,1,1.0393418068791898,1.1304347826086956
soup,close,2,1,24,1.5,1.1378918495297805,1.4929875641354835,1.9655172413793103
soup,close,2,2,24,3.2916666666666665,2.666346153846154,3.2860516785153204,3.888888888888889
soup,close,2,3,24,4.208333333333333,3.4735087719298243,4.200437438756908,4.888988095238096
soup,extremely_close,3,0,24,1.2916666666666667,1,1.3005483531485937,1.6428571428571428
soup,extremely_close,3,1,24,1.5416666666666665,1.1,1.555575331426108,2.1
soup,extremely_close,3,2,24,2.833333333333333,2,2.8362520233562716,3.619047619047619
soup,extremely_close,3,3,24,3.583333333333333,2.7036111111111114,3.5844348072430665,4.4375625
wedding,not_close,0,0,23,1.0434782608695652,1,1.0438869580383543,1.15
wedding,not_close,0,1,23,1.434782608695652,1.148015873015873,1.4344064383939008,1.7778985507246374
wedding,not_close,0,2,23,2.8260869565217392,2.2,2.818519392824096,3.5004310344827583
wedding,not_close,0,3,23,5.782608695652174,5.151477272727273,5.774816764338046,6.352941176470588
wedding,somewhat_close,1,0,22,1.2272727272727273,1,1.237445357160667,1.636704545454545
wedding,somewhat_close,1,1,22,1.5909090909090908,1.1176470588235294,1.581480343998824,2.176470588235294
wedding,somewhat_close,1,2,22,2.5,1.949861111111111,2.487518675755531,3.1054093567251457
wedding,somewhat_close,1,3,22,4.7727272727272725,3.999,4.766522937640942,5.5272883295194495
wedding,close,2,0,22,1.1818181818181819,1,1.1859138817879429,1.5
wedding,close,2,1,22,1.5454545454545454,1.1,1.5558020560577779,2.176470588235294
wedding,close,2,2,22,1.9545454545454544,1.3888888888888888,1.9543684934995027,2.5559523809523803
wedding,close,2,3,22,3.4545454545454546,2.7222222222222223,3.4543638985879546,4.1670454545454545
wedding,extremely_close,3,0,22,1.2272727272727273,1,1.224282822745076,1.5264912280701755
wedding,extremely_close,3,1,22,1.4545454545454546,1.1428571428571428,1.4546645137726781,1.85
wedding,extremely_close,3,2,22,2,1.5,1.9999124781511057,2.5
wedding,extremely_close,3,3,22,3.0454545454545454,2.249702380952381,3.0362450942547925,3.8335526315789474
