subject_id,scenario_label,intimacy,motivation,action,p_action
367dcae5-5607-5a12-a236-2b4a06b8efef,chapstick,0,high,0,0.78
367dcae5-5607-5a12-a236-2b4a06b8efef,chapstick,0,high,1,0.13
367dcae5-5607-5a12-a236-2b4a06b8efef,chapstick,0,high,2,0.09
367dcae5-5607-5a12-a236-2b4a06b8efef,chapstick,0,high,3,0.0
367dcae5-5607-5a12-a236-2b4a06b8efef,gossip,0,low,0,0.71
367dcae5-5607-5a12-a236-2b4a06b8efef,gossip,0,low,1,0.11
367dcae5-5607-5a12-a236-2b4a06b8efef,gossip,0,low,2,0.08
367dcae5-5607-5a12-a236-2b4a06b8efef,gossip,0,low,3,0.1
367dcae5-5607-5a12-a236-2b4a06b8efef,hairbrush,50,high,0,0.26
367dcae5-5607-5a12-a236-2b4a06b8efef,hairbrush,50,high,1,0.31
367dcae5-5607-5a12-a236-2b4a06b8efef,hairbrush,50,high,2,0.24
367dcae5-5607-5a12-a236-2b4a06b8efef,hairbrush,50,high,3,0.19
367dcae5-5607-5a12-a236-2b4a06b8efef,harmonica,50,high,0,0.93
367dcae5-5607-5a12-a236-2b4a06b8efef,harmonica,50,high,1,0.07
367dcae5-5607-5a12-a236-2b4a06b8efef,harmonica,50,high,2,0.0
367dcae5-5607-5a12-a236-2b4a06b8efef,harmonica,50,high,3,0.0
367dcae5-5607-5a12-a236-2b4a06b8efef,hat,50,low,0,0.73
367dcae5-5607-5a12-a236-2b4a06b8efef,hat,50,low,1,0.23
367dcae5-5607-5a12-a236-2b4a06b8efef,hat,50,low,2,0.02
367dcae5-5607-5a12-a236-2b4a06b8efef,hat,50,low,3,0.02
367dcae5-5607-5a12-a236-2b4a06b8efef,home,0,low,0,0.88
367dcae5-5607-5a12-a236-2b4a06b8efef,home,0,low,1,0.12
367dcae5-5607-5a12-a236-2b4a06b8efef,home,0,low,2,0.0
367dcae5-5607-5a12-a236-2b4a06b8efef,home,0,low,3,0.0
367dcae5-5607-5a12-a236-2b4a06b8efef,locker-room,100,low,0,0.25
367dcae5-5607-5a12-a236-2b4a06b8efef,locker-room,100,low,1,0.3
367dcae5-5607-5a12-a236-2b4a06b8efef,locker-room,100,low,2,0.21
367dcae5-5607-5a12-a236-2b4a06b8efef,locker-room,100,low,3,0.24
367dcae5-5607-5a12-a236-2b4a06b8efef,navigation,0,high,0,0.07
367dcae5-5607-5a12-a236-2b4a06b8efef,navigation,0,high,1,0.47
367dcae5-5607-5a12-a236-2b4a06b8efef,navigation,0,high,2,0.28
367dcae5-5607-5a12-a236-2b4a06b8efef,navigation,0,high,3,0.18
367dcae5-5607-5a12-a236-2b4a06b8efef,payment,100,high,0,0.31
367dcae5-5607-5a12-a236-2b4a06b8efef,payment,100,high,1,0.22
367dcae5-5607-5a12-a236-2b4a06b8efef,payment,100,high,2,0.16
367dcae5-5607-5a12-a236-2b4a06b8efef,payment,100,high,3,0.31
367dcae5-5607-5a12-a236-2b4a06b8efef,sauna,100,low,0,0.89
367dcae5-5607-5a12-a236-2b4a06b8efef,sauna,100,low,1,0.0
367dcae5-5607-5a12-a236-2b4a06b8efef,sauna,100,low,2,0.05
367dcae5-5607-5a12-a236-2b4a06b8efef,sauna,100,low,3,0.06
367dcae5-5607-5a12-a236-2b4a06b8efef,sleeping-bag,75,high,0,0.09
367dcae5-5607-5a12-a236-2b4a06b8efef,sleeping-bag,75,high,1,0.75
367dcae5-5607-5a12-a236-2b4a06b8efef,sleeping-bag,75,high,2,0.11
367dcae5-5607-5a12-a236-2b4a06b8efef,sleeping-bag,75,high,3,0.05
367dcae5-5607-5a12-a236-2b4a06b8efef,sunscreen,75,low,0,0.03
367dcae5-5607-5a12-a236-2b4a06b8efef,sunscreen,75,low,1,0.42
367dcae5-5607-5a12-a236-2b4a06b8efef,sunscreen,75,low,2,0.23
367dcae5-5607-5a12-a236-2b4a06b8efef,sunscreen,75,low,3,0.32
367dcae5-5607-5a12-a236-2b4a06b8efef,towel,50,low,0,1.0
367dcae5-5607-5a12-a236-2b4a06b8efef,towel,50,low,1,0.0
367dcae5-5607-5a12-a236-2b4a06b8efef,towel,50,low,2,0.0
367dcae5-5607-5a12-a236-2b4a06b8efef,towel,50,low,3,0.0
40bd5b02-b879-5f02-8ba6-1776564b4b04,bed,100,low,0,0.0
40bd5b02-b879-5f02-8ba6-1776564b4b04,bed,100,low,1,0.0
40bd5b02-b879-5f02-8ba6-1776564b4b04,bed,100,low,2,0.5
40bd5b02-b879-5f02-8ba6-1776564b4b04,bed,100,low,3,0.5
40bd5b02-b879-5f02-8ba6-1776564b4b04,blanket,100,low,0,0.03
40bd5b02-b879-5f02-8ba6-1776564b4b04,blanket,100,low,1,0.14
40bd5b02-b879-5f02-8ba6-1776564b4b04,blanket,100,low,2,0.31
40bd5b02-b879-5f02-8ba6-1776564b4b04,blanket,100,low,3,0.52
40bd5b02-b879-5f02-8ba6-1776564b4b04,breakup,50,low,0,0.25
40bd5b02-b879-5f02-8ba6-1776564b4b04,breakup,50,low,1,0.59
40bd5b02-b879-5f02-8ba6-1776564b4b04,breakup,50,low,2,0.11
40bd5b02-b879-5f02-8ba6-1776564b4b04,breakup,50,low,3,0.05
40bd5b02-b879-5f02-8ba6-1776564b4b04,chapstick,100,high,0,0.0
40bd5b02-b879-5f02-8ba6-1776564b4b04,chapstick,100,high,1,0.06
40bd5b02-b879-5f02-8ba6-1776564b4b04,chapstick,100,high,2,0.09
40bd5b02-b879-5f02-8ba6-1776564b4b04,chapstick,100,high,3,0.85
40bd5b02-b879-5f02-8ba6-1776564b4b04,gossip,0,high,0,0.39
40bd5b02-b879-5f02-8ba6-1776564b4b04,gossip,0,high,1,0.47
40bd5b02-b879-5f02-8ba6-1776564b4b04,gossip,0,high,2,0.14
40bd5b02-b879-5f02-8ba6-1776564b4b04,gossip,0,high,3,0.0
40bd5b02-b879-5f02-8ba6-1776564b4b04,hairbrush,75,low,0,0.21
40bd5b02-b879-5f02-8ba6-1776564b4b04,hairbrush,75,low,1,0.06
40bd5b02-b879-5f02-8ba6-1776564b4b04,hairbrush,75,low,2,0.28
40bd5b02-b879-5f02-8ba6-1776564b4b04,hairbrush,75,low,3,0.45
40bd5b02-b879-5f02-8ba6-1776564b4b04,harmonica,0,low,0,0.45
40bd5b02-b879-5f02-8ba6-1776564b4b04,harmonica,0,low,1,0.08
40bd5b02-b879-5f02-8ba6-1776564b4b04,harmonica,0,low,2,0.33
40bd5b02-b879-5f02-8ba6-1776564b4b04,harmonica,0,low,3,0.14
40bd5b02-b879-5f02-8ba6-1776564b4b04,hat,50,low,0,0.73
40bd5b02-b879-5f02-8ba6-1776564b4b04,hat,50,low,1,0.09
40bd5b02-b879-5f02-8ba6-1776564b4b04,hat,50,low,2,0.09
40bd5b02-b879-5f02-8ba6-1776564b4b04,hat,50,low,3,0.09
40bd5b02-b879-5f02-8ba6-1776564b4b04,home,75,high,0,0.14
40bd5b02-b879-5f02-8ba6-1776564b4b04,home,75,high,1,0.18
40bd5b02-b879-5f02-8ba6-1776564b4b04,home,75,high,2,0.36
40bd5b02-b879-5f02-8ba6-1776564b4b04,home,75,high,3,0.32
40bd5b02-b879-5f02-8ba6-1776564b4b04,locker-room,100,high,0,0.05
40bd5b02-b879-5f02-8ba6-1776564b4b04,locker-room,100,high,1,0.14
40bd5b02-b879-5f02-8ba6-1776564b4b04,locker-room,100,high,2,0.3
40bd5b02-b879-5f02-8ba6-1776564b4b04,locker-room,100,high,3,0.51
40bd5b02-b879-5f02-8ba6-1776564b4b04,navigation,50,high,0,0.17
40bd5b02-b879-5f02-8ba6-1776564b4b04,navigation,50,high,1,0.51
40bd5b02-b879-5f02-8ba6-1776564b4b04,navigation,50,high,2,0.23
40bd5b02-b879-5f02-8ba6-1776564b4b04,navigation,50,high,3,0.09
40bd5b02-b879-5f02-8ba6-1776564b4b04,payment,0,high,0,0.55
40bd5b02-b879-5f02-8ba6-1776564b4b04,payment,0,high,1,0.28
40bd5b02-b879-5f02-8ba6-1776564b4b04,payment,0,high,2,0.17
40bd5b02-b879-5f02-8ba6-1776564b4b04,payment,0,high,3,0.0
40bd5b02-b879-5f02-8ba6-1776564b4b04,sauna,50,high,0,0.26
40bd5b02-b879-5f02-8ba6-1776564b4b04,sauna,50,high,1,0.09
40bd5b02-b879-5f02-8ba6-1776564b4b04,sauna,50,high,2,0.49
40bd5b02-b879-5f02-8ba6-1776564b4b04,sauna,50,high,3,0.16
40bd5b02-b879-5f02-8ba6-1776564b4b04,sleeping-bag,75,low,0,0.07
40bd5b02-b879-5f02-8ba6-1776564b4b04,sleeping-bag,75,low,1,0.22
40bd5b02-b879-5f02-8ba6-1776564b4b04,sleeping-bag,75,low,2,0.31
40bd5b02-b879-5f02-8ba6-1776564b4b04,sleeping-bag,75,low,3,0.4
40bd5b02-b879-5f02-8ba6-1776564b4b04,sunscreen,75,high,0,0.08
40bd5b02-b879-5f02-8ba6-1776564b4b04,sunscreen,75,high,1,0.42
40bd5b02-b879-5f02-8ba6-1776564b4b04,sunscreen,75,high,2,0.34
40bd5b02-b879-5f02-8ba6-1776564b4b04,sunscreen,75,high,3,0.16
40bd5b02-b879-5f02-8ba6-1776564b4b04,towel,0,low,0,0.85
40bd5b02-b879-5f02-8ba6-1776564b4b04,towel,0,low,1,0.08
40bd5b02-b879-5f02-8ba6-1776564b4b04,towel,0,low,2,0.07
40bd5b02-b879-5f02-8ba6-1776564b4b04,towel,0,low,3,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,bed,50,low,0,1.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,bed,50,low,1,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,bed,50,low,2,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,bed,50,low,3,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,blanket,0,high,0,0.51
5f70cbd5-2cc1-521e-9464-87016bc694c8,blanket,0,high,1,0.49
5f70cbd5-2cc1-521e-9464-87016bc694c8,blanket,0,high,2,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,blanket,0,high,3,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,breakup,50,high,0,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,breakup,50,high,1,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,breakup,50,high,2,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,breakup,50,high,3,1.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,chapstick,100,low,0,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,chapstick,100,low,1,1.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,chapstick,100,low,2,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,chapstick,100,low,3,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,gossip,75,low,0,0.27
5f70cbd5-2cc1-521e-9464-87016bc694c8,gossip,75,low,1,0.25
5f70cbd5-2cc1-521e-9464-87016bc694c8,gossip,75,low,2,0.24
5f70cbd5-2cc1-521e-9464-87016bc694c8,gossip,75,low,3,0.24
5f70cbd5-2cc1-521e-9464-87016bc694c8,hairbrush,100,high,0,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,hairbrush,100,high,1,1.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,hairbrush,100,high,2,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,hairbrush,100,high,3,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,harmonica,0,low,0,1.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,harmonica,0,low,1,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,harmonica,0,low,2,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,harmonica,0,low,3,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,hat,100,high,0,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,hat,100,high,1,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,hat,100,high,2,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,hat,100,high,3,1.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,home,75,high,0,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,home,75,high,1,1.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,home,75,high,2,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,home,75,high,3,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,locker-room,50,low,0,0.25
5f70cbd5-2cc1-521e-9464-87016bc694c8,locker-room,50,low,1,0.25
5f70cbd5-2cc1-521e-9464-87016bc694c8,locker-room,50,low,2,0.25
5f70cbd5-2cc1-521e-9464-87016bc694c8,locker-room,50,low,3,0.25
5f70cbd5-2cc1-521e-9464-87016bc694c8,navigation,75,high,0,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,navigation,75,high,1,0.5
5f70cbd5-2cc1-521e-9464-87016bc694c8,navigation,75,high,2,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,navigation,75,high,3,0.5
5f70cbd5-2cc1-521e-9464-87016bc694c8,payment,75,low,0,0.23
5f70cbd5-2cc1-521e-9464-87016bc694c8,payment,75,low,1,0.23
5f70cbd5-2cc1-521e-9464-87016bc694c8,payment,75,low,2,0.26
5f70cbd5-2cc1-521e-9464-87016bc694c8,payment,75,low,3,0.28
5f70cbd5-2cc1-521e-9464-87016bc694c8,sauna,50,high,0,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,sauna,50,high,1,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,sauna,50,high,2,1.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,sauna,50,high,3,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,sleeping-bag,0,high,0,0.25
5f70cbd5-2cc1-521e-9464-87016bc694c8,sleeping-bag,0,high,1,0.25
5f70cbd5-2cc1-521e-9464-87016bc694c8,sleeping-bag,0,high,2,0.25
5f70cbd5-2cc1-521e-9464-87016bc694c8,sleeping-bag,0,high,3,0.25
5f70cbd5-2cc1-521e-9464-87016bc694c8,sunscreen,0,low,0,0.28
5f70cbd5-2cc1-521e-9464-87016bc694c8,sunscreen,0,low,1,0.24
5f70cbd5-2cc1-521e-9464-87016bc694c8,sunscreen,0,low,2,0.24
5f70cbd5-2cc1-521e-9464-87016bc694c8,sunscreen,0,low,3,0.24
5f70cbd5-2cc1-521e-9464-87016bc694c8,towel,100,low,0,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,towel,100,low,1,0.55
5f70cbd5-2cc1-521e-9464-87016bc694c8,towel,100,low,2,0.0
5f70cbd5-2cc1-521e-9464-87016bc694c8,towel,100,low,3,0.45
61123e76-0a91-5ece-9403-c4e0f1b45b87,bed,100,low,0,0.47
61123e76-0a91-5ece-9403-c4e0f1b45b87,bed,100,low,1,0.04
61123e76-0a91-5ece-9403-c4e0f1b45b87,bed,100,low,2,0.04
61123e76-0a91-5ece-9403-c4e0f1b45b87,bed,100,low,3,0.45
61123e76-0a91-5ece-9403-c4e0f1b45b87,blanket,75,high,0,0.0
61123e76-0a91-5ece-9403-c4e0f1b45b87,blanket,75,high,1,0.12
61123e76-0a91-5ece-9403-c4e0f1b45b87,blanket,75,high,2,0.34
61123e76-0a91-5ece-9403-c4e0f1b45b87,blanket,75,high,3,0.54
61123e76-0a91-5ece-9403-c4e0f1b45b87,breakup,100,high,0,0.0
61123e76-0a91-5ece-9403-c4e0f1b45b87,breakup,100,high,1,0.08
61123e76-0a91-5ece-9403-c4e0f1b45b87,breakup,100,high,2,0.47
61123e76-0a91-5ece-9403-c4e0f1b45b87,breakup,100,high,3,0.45
61123e76-0a91-5ece-9403-c4e0f1b45b87,chapstick,50,low,0,0.22
61123e76-0a91-5ece-9403-c4e0f1b45b87,chapstick,50,low,1,0.34
61123e76-0a91-5ece-9403-c4e0f1b45b87,chapstick,50,low,2,0.3
61123e76-0a91-5ece-9403-c4e0f1b45b87,chapstick,50,low,3,0.14
61123e76-0a91-5ece-9403-c4e0f1b45b87,gossip,0,low,0,0.54
61123e76-0a91-5ece-9403-c4e0f1b45b87,gossip,0,low,1,0.17
61123e76-0a91-5ece-9403-c4e0f1b45b87,gossip,0,low,2,0.29
61123e76-0a91-5ece-9403-c4e0f1b45b87,gossip,0,low,3,0.0
61123e76-0a91-5ece-9403-c4e0f1b45b87,hairbrush,50,high,0,0.06
61123e76-0a91-5ece-9403-c4e0f1b45b87,hairbrush,50,high,1,0.11
61123e76-0a91-5ece-9403-c4e0f1b45b87,hairbrush,50,high,2,0.41
61123e76-0a91-5ece-9403-c4e0f1b45b87,hairbrush,50,high,3,0.42
61123e76-0a91-5ece-9403-c4e0f1b45b87,harmonica,75,low,0,0.08
61123e76-0a91-5ece-9403-c4e0f1b45b87,harmonica,75,low,1,0.06
61123e76-0a91-5ece-9403-c4e0f1b45b87,harmonica,75,low,2,0.53
61123e76-0a91-5ece-9403-c4e0f1b45b87,harmonica,75,low,3,0.33
61123e76-0a91-5ece-9403-c4e0f1b45b87,hat,50,high,0,0.11
61123e76-0a91-5ece-9403-c4e0f1b45b87,hat,50,high,1,0.2
61123e76-0a91-5ece-9403-c4e0f1b45b87,hat,50,high,2,0.28
61123e76-0a91-5ece-9403-c4e0f1b45b87,hat,50,high,3,0.41
61123e76-0a91-5ece-9403-c4e0f1b45b87,home,0,high,0,0.51
61123e76-0a91-5ece-9403-c4e0f1b45b87,home,0,high,1,0.0
61123e76-0a91-5ece-9403-c4e0f1b45b87,home,0,high,2,0.49
61123e76-0a91-5ece-9403-c4e0f1b45b87,home,0,high,3,0.0
61123e76-0a91-5ece-9403-c4e0f1b45b87,locker-room,100,low,0,0.13
61123e76-0a91-5ece-9403-c4e0f1b45b87,locker-room,100,low,1,0.18
61123e76-0a91-5ece-9403-c4e0f1b45b87,locker-room,100,low,2,0.31
61123e76-0a91-5ece-9403-c4e0f1b45b87,locker-room,100,low,3,0.38
61123e76-0a91-5ece-9403-c4e0f1b45b87,navigation,0,high,0,0.16
61123e76-0a91-5ece-9403-c4e0f1b45b87,navigation,0,high,1,0.5
61123e76-0a91-5ece-9403-c4e0f1b45b87,navigation,0,high,2,0.23
61123e76-0a91-5ece-9403-c4e0f1b45b87,navigation,0,high,3,0.11
61123e76-0a91-5ece-9403-c4e0f1b45b87,payment,0,low,0,0.62
61123e76-0a91-5ece-9403-c4e0f1b45b87,payment,0,low,1,0.38
61123e76-0a91-5ece-9403-c4e0f1b45b87,payment,0,low,2,0.0
61123e76-0a91-5ece-9403-c4e0f1b45b87,payment,0,low,3,0.0
61123e76-0a91-5ece-9403-c4e0f1b45b87,sauna,100,high,0,0.0
61123e76-0a91-5ece-9403-c4e0f1b45b87,sauna,100,high,1,0.0
61123e76-0a91-5ece-9403-c4e0f1b45b87,sauna,100,high,2,0.25
61123e76-0a91-5ece-9403-c4e0f1b45b87,sauna,100,high,3,0.75
61123e76-0a91-5ece-9403-c4e0f1b45b87,sleeping-bag,75,high,0,0.08
61123e76-0a91-5ece-9403-c4e0f1b45b87,sleeping-bag,75,high,1,0.28
61123e76-0a91-5ece-9403-c4e0f1b45b87,sleeping-bag,75,high,2,0.42
61123e76-0a91-5ece-9403-c4e0f1b45b87,sleeping-bag,75,high,3,0.22
61123e76-0a91-5ece-9403-c4e0f1b45b87,sunscreen,75,low,0,0.0
61123e76-0a91-5ece-9403-c4e0f1b45b87,sunscreen,75,low,1,0.52
61123e76-0a91-5ece-9403-c4e0f1b45b87,sunscreen,75,low,2,0.32
61123e76-0a91-5ece-9403-c4e0f1b45b87,sunscreen,75,low,3,0.16
61123e76-0a91-5ece-9403-c4e0f1b45b87,towel,50,low,0,0.5
61123e76-0a91-5ece-9403-c4e0f1b45b87,towel,50,low,1,0.0
61123e76-0a91-5ece-9403-c4e0f1b45b87,towel,50,low,2,0.5
61123e76-0a91-5ece-9403-c4e0f1b45b87,towel,50,low,3,0.0
62300955-42a5-5d2d-914c-9d1d01f9a0a1,bed,50,low,0,0.97
62300955-42a5-5d2d-914c-9d1d01f9a0a1,bed,50,low,1,0.03
62300955-42a5-5d2d-914c-9d1d01f9a0a1,bed,50,low,2,0.0
62300955-42a5-5d2d-914c-9d1d01f9a0a1,bed,50,low,3,0.0
62300955-42a5-5d2d-914c-9d1d01f9a0a1,blanket,0,high,0,0.97
62300955-42a5-5d2d-914c-9d1d01f9a0a1,blanket,0,high,1,0.03
62300955-42a5-5d2d-914c-9d1d01f9a0a1,blanket,0,high,2,0.0
62300955-42a5-5d2d-914c-9d1d01f9a0a1,blanket,0,high,3,0.0
62300955-42a5-5d2d-914c-9d1d01f9a0a1,breakup,75,low,0,0.1
62300955-42a5-5d2d-914c-9d1d01f9a0a1,breakup,75,low,1,0.81
62300955-42a5-5d2d-914c-9d1d01f9a0a1,breakup,75,low,2,0.09
62300955-42a5-5d2d-914c-9d1d01f9a0a1,breakup,75,low,3,0.0
62300955-42a5-5d2d-914c-9d1d01f9a0a1,chapstick,100,low,0,0.08
62300955-42a5-5d2d-914c-9d1d01f9a0a1,chapstick,100,low,1,0.05
62300955-42a5-5d2d-914c-9d1d01f9a0a1,chapstick,100,low,2,0.45
62300955-42a5-5d2d-914c-9d1d01f9a0a1,chapstick,100,low,3,0.42
62300955-42a5-5d2d-914c-9d1d01f9a0a1,gossip,75,high,0,0.04
62300955-42a5-5d2d-914c-9d1d01f9a0a1,gossip,75,high,1,0.42
62300955-42a5-5d2d-914c-9d1d01f9a0a1,gossip,75,high,2,0.33
62300955-42a5-5d2d-914c-9d1d01f9a0a1,gossip,75,high,3,0.21
62300955-42a5-5d2d-914c-9d1d01f9a0a1,hairbrush,0,low,0,1.0
