experiment,variant,fold,held_out_scenario,alpha_observer,train_nll,test_nll,n_train,n_test
intimacy,full,0,apples,2.598230361938477,7417.2294921875,486.4795079231262,1710,114
intimacy,full,1,basketball,2.5933210849761963,7425.6044921875,478.0602412223816,1710,114
intimacy,full,2,birthday,2.5911359786987305,7418.75146484375,484.89507842063904,1710,114
intimacy,full,3,brunch,2.6055054664611816,7385.6923828125,518.0852341651917,1710,114
intimacy,full,4,cooking,2.603672504425049,7405.7197265625,498.0397913455963,1710,114
intimacy,full,5,dip,2.610922574996948,7407.0478515625,496.78613686561584,1710,114
intimacy,full,6,drinks,2.6759119033813477,7393.51171875,511.23440313339233,1710,114
intimacy,full,7,driving,2.5975778102874756,7416.0302734375,487.6722500324249,1710,114
intimacy,full,8,fair,2.5464320182800293,7429.5390625,473.84454584121704,1710,114
intimacy,full,9,gala,2.670752763748169,7393.875,510.78154468536377,1710,114
intimacy,full,10,hike,2.5894813537597656,7418.22021484375,485.4114956855774,1710,114
intimacy,full,11,oysters,2.6028149127960205,7405.220703125,498.53097915649414,1710,114
intimacy,full,12,social,2.593106985092163,7421.4365234375,482.22648787498474,1710,114
intimacy,full,13,soup,2.6586201190948486,7402.7783203125,501.6811602115631,1710,114
intimacy,full,14,takeout,2.596972942352295,7423.5458984375,480.1509428024292,1710,114
intimacy,full,15,wedding,2.6645328998565674,7392.36328125,512.1907148361206,1710,114
intimacy,discomfort_only,0,apples,3.169166803359986,7384.89013671875,487.0330250263214,1710,114
intimacy,discomfort_only,1,basketball,3.1301071643829346,7394.029296875,477.6813220977783,1710,114
intimacy,discomfort_only,2,birthday,3.122373580932617,7388.20263671875,483.481565952301,1710,114
intimacy,discomfort_only,3,brunch,3.170252799987793,7353.388671875,518.5420649051666,1710,114
intimacy,discomfort_only,4,cooking,3.122175693511963,7377.3935546875,494.2895641326904,1710,114
intimacy,discomfort_only,5,dip,3.174592971801758,7375.24853515625,496.7137403488159,1710,114
intimacy,discomfort_only,6,drinks,3.1853017807006836,7370.0078125,502.038512468338,1710,114
intimacy,discomfort_only,7,driving,3.132307291030884,7383.94873046875,487.7715268135071,1710,114
intimacy,discomfort_only,8,fair,3.1131327152252197,7401.4833984375,470.1742105484009,1710,114
intimacy,discomfort_only,9,gala,3.1822240352630615,7369.02734375,502.9939622879028,1710,114
intimacy,discomfort_only,10,hike,3.1187028884887695,7387.2451171875,484.4282248020172,1710,114
intimacy,discomfort_only,11,oysters,3.1657114028930664,7375.90673828125,495.9926791191101,1710,114
intimacy,discomfort_only,12,social,3.1188313961029053,7394.34765625,477.325603723526,1710,114
intimacy,discomfort_only,13,soup,3.2318997383117676,7367.56982421875,504.94631123542786,1710,114
intimacy,discomfort_only,14,takeout,3.116783380508423,7394.8828125,476.78324604034424,1710,114
intimacy,discomfort_only,15,wedding,3.229031801223755,7358.982421875,513.4994184970856,1710,114
intimacy,base,0,apples,1.068496584892273,7891.85546875,526.1237268447876,1710,114
intimacy,base,1,basketball,0.7008374333381653,7891.85546875,526.1237268447876,1710,114
intimacy,base,2,birthday,0.7084555625915527,7891.85546875,526.1237201690674,1710,114
intimacy,base,3,brunch,0.8017697930335999,7891.85546875,526.1237268447876,1710,114
intimacy,base,4,cooking,0.8163718581199646,7891.85595703125,526.123740196228,1710,114
intimacy,base,5,dip,0.6070871949195862,7891.85546875,526.1236996650696,1710,114
intimacy,base,6,drinks,0.8081098198890686,7891.85595703125,526.1237411499023,1710,114
intimacy,base,7,driving,0.7254942059516907,7891.85595703125,526.1237268447876,1710,114
intimacy,base,8,fair,0.8173906207084656,7891.85546875,526.1237077713013,1710,114
intimacy,base,9,gala,0.6137099266052246,7891.85595703125,526.1237268447876,1710,114
intimacy,base,10,hike,0.6051503419876099,7891.85595703125,526.1237268447876,1710,114
intimacy,base,11,oysters,0.7128587365150452,7891.85546875,526.12371301651,1710,114
intimacy,base,12,social,0.8000079393386841,7891.85595703125,526.1237330436707,1710,114
intimacy,base,13,soup,0.8025134801864624,7891.85595703125,526.1237678527832,1710,114
intimacy,base,14,takeout,0.6023052334785461,7891.85595703125,526.1237268447876,1710,114
intimacy,base,15,wedding,0.800806999206543,7891.85595703125,526.1237268447876,1710,114
