subject_id,scenario_label,intimacy,motivation,action,p_action,intimacy_scaled,reward_condition,scenario_idx,pred_full,pred_vanilla,pred_discomfort_only,pred_full_lm,pred_vanilla_lm,pred_discomfort_only_lm
7ab54605-0b7e-5466-b6df-1eb11e01cf88,fair,0,low,0,0.52,0.0,0,8,0.6455648,0.54962945,0.439189,0.61790556,0.50677854,0.48437223
7ab54605-0b7e-5466-b6df-1eb11e01cf88,fair,0,low,1,0.41,0.0,0,8,0.2694817,0.2275344,0.439189,0.32037207,0.27793825,0.43868816
7ab54605-0b7e-5466-b6df-1eb11e01cf88,fair,0,low,2,0.06,0.0,0,8,0.067863524,0.13851412,0.099210754,0.04620049,0.14156029,0.052138027
7ab54605-0b7e-5466-b6df-1eb11e01cf88,fair,0,low,3,0.01,0.0,0,8,0.01709006,0.084322006,0.022411248,0.01552187,0.07372297,0.024801606
7ab54605-0b7e-5466-b6df-1eb11e01cf88,gala,0,low,0,0.96,0.0,0,9,0.6455648,0.54962945,0.439189,0.5747677,0.4755793,0.43284258
7ab54605-0b7e-5466-b6df-1eb11e01cf88,gala,0,low,1,0.04,0.0,0,9,0.2694817,0.2275344,0.439189,0.32643646,0.26942658,0.43284258
7ab54605-0b7e-5466-b6df-1eb11e01cf88,gala,0,low,2,0.0,0.0,0,9,0.067863524,0.13851412,0.099210754,0.062005695,0.123254605,0.09794454
7ab54605-0b7e-5466-b6df-1eb11e01cf88,gala,0,low,3,0.0,0.0,0,9,0.01709006,0.084322006,0.022411248,0.03679013,0.13173948,0.036370326
7ab54605-0b7e-5466-b6df-1eb11e01cf88,hike,0,high,0,0.78,0.0,1,10,0.3699196,0.19011483,0.439189,0.35349324,0.18448983,0.47224724
7ab54605-0b7e-5466-b6df-1eb11e01cf88,hike,0,high,1,0.13,0.0,1,10,0.47905827,0.40916693,0.439189,0.54596174,0.45103177,0.45841882
7ab54605-0b7e-5466-b6df-1eb11e01cf88,hike,0,high,2,0.08,0.0,1,10,0.12064114,0.24908495,0.099210754,0.075500846,0.24714832,0.04491234
7ab54605-0b7e-5466-b6df-1eb11e01cf88,hike,0,high,3,0.01,0.0,1,10,0.030381043,0.15163323,0.022411248,0.025044207,0.11733003,0.0244215
7ab54605-0b7e-5466-b6df-1eb11e01cf88,oysters,0,high,0,0.84,0.0,1,11,0.3699196,0.19011483,0.439189,0.34302008,0.1787442,0.41279
7ab54605-0b7e-5466-b6df-1eb11e01cf88,oysters,0,high,1,0.16,0.0,1,11,0.47905827,0.40916693,0.439189,0.39490855,0.33971512,0.41279
7ab54605-0b7e-5466-b6df-1eb11e01cf88,oysters,0,high,2,0.0,0.0,1,11,0.12064114,0.24908495,0.099210754,0.24021862,0.37229407,0.15328372
7ab54605-0b7e-5466-b6df-1eb11e01cf88,oysters,0,high,3,0.0,0.0,1,11,0.030381043,0.15163323,0.022411248,0.021852782,0.1092466,0.021136338
7ab54605-0b7e-5466-b6df-1eb11e01cf88,social,50,low,0,0.77,0.5,0,12,0.57735443,0.54962945,0.3702086,0.6654528,0.6285082,0.402064
7ab54605-0b7e-5466-b6df-1eb11e01cf88,social,50,low,1,0.05,0.5,0,12,0.24100827,0.2275344,0.3702086,0.18774804,0.1794143,0.37699017
7ab54605-0b7e-5466-b6df-1eb11e01cf88,social,50,low,2,0.14,0.5,0,12,0.120944336,0.13851412,0.1759544,0.09988605,0.12676428,0.1299659
7ab54605-0b7e-5466-b6df-1eb11e01cf88,social,50,low,3,0.04,0.5,0,12,0.060693063,0.084322006,0.0836284,0.046913184,0.06531311,0.090979904
7ab54605-0b7e-5466-b6df-1eb11e01cf88,soup,50,low,0,0.64,0.5,0,13,0.57735443,0.54962945,0.3702086,0.6160528,0.5798393,0.386319
7ab54605-0b7e-5466-b6df-1eb11e01cf88,soup,50,low,1,0.26,0.5,0,13,0.24100827,0.2275344,0.3702086,0.22252013,0.20849666,0.386319
7ab54605-0b7e-5466-b6df-1eb11e01cf88,soup,50,low,2,0.08,0.5,0,13,0.120944336,0.13851412,0.1759544,0.07809075,0.09570878,0.13994491
7ab54605-0b7e-5466-b6df-1eb11e01cf88,soup,50,low,3,0.02,0.5,0,13,0.060693063,0.084322006,0.0836284,0.08333638,0.11595526,0.08741709
7ab54605-0b7e-5466-b6df-1eb11e01cf88,takeout,75,high,0,0.11,0.75,1,14,0.13002345,0.19011483,0.3159864,0.17575236,0.2389215,0.33201784
7ab54605-0b7e-5466-b6df-1eb11e01cf88,takeout,75,high,1,0.22,0.75,1,14,0.3936147,0.40916693,0.3159864,0.40564954,0.41451442,0.3155818
7ab54605-0b7e-5466-b6df-1eb11e01cf88,takeout,75,high,2,0.36,0.75,1,14,0.27883554,0.24908495,0.21784379,0.30445877,0.25776908,0.19446234
7ab54605-0b7e-5466-b6df-1eb11e01cf88,takeout,75,high,3,0.31,0.75,1,14,0.19752628,0.15163323,0.15018342,0.1141393,0.088795036,0.15793797
7ab54605-0b7e-5466-b6df-1eb11e01cf88,wedding,50,high,0,0.37,0.5,1,15,0.19999585,0.19011483,0.3702086,0.15141143,0.15073934,0.32809028
7ab54605-0b7e-5466-b6df-1eb11e01cf88,wedding,50,high,1,0.21,0.5,1,15,0.4561921,0.40916693,0.3702086,0.38379997,0.35314143,0.32809028
7ab54605-0b7e-5466-b6df-1eb11e01cf88,wedding,50,high,2,0.27,0.5,1,15,0.2289293,0.24908495,0.1759544,0.34776613,0.33848298,0.2658085
7ab54605-0b7e-5466-b6df-1eb11e01cf88,wedding,50,high,3,0.15,0.5,1,15,0.114882775,0.15163323,0.0836284,0.117022455,0.15763623,0.07801091
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,apples,50,low,0,0.1,0.5,0,0,0.57735443,0.54962945,0.3702086,0.62064856,0.56759655,0.45310557
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,apples,50,low,1,0.26,0.5,0,0,0.24100827,0.2275344,0.3702086,0.19645593,0.20422892,0.27611044
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,apples,50,low,2,0.54,0.5,0,0,0.120944336,0.13851412,0.1759544,0.11378509,0.1348213,0.16825432
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,apples,50,low,3,0.1,0.5,0,0,0.060693063,0.084322006,0.0836284,0.06911046,0.09335324,0.1025297
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,basketball,0,low,0,0.08,0.0,0,1,0.6455648,0.54962945,0.439189,0.7116048,0.6263912,0.4727702
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,basketball,0,low,1,0.76,0.0,0,1,0.2694817,0.2275344,0.439189,0.2570338,0.22523564,0.4727702
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,basketball,0,low,2,0.08,0.0,0,1,0.067863524,0.13851412,0.099210754,0.017981151,0.080252655,0.030251931
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,basketball,0,low,3,0.08,0.0,0,1,0.01709006,0.084322006,0.022411248,0.013380292,0.06812047,0.024207542
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,birthday,75,high,0,0.45,0.75,1,2,0.13002345,0.19011483,0.3159864,0.1279025,0.19127162,0.31042632
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,birthday,75,high,1,0.29,0.75,1,2,0.3936147,0.40916693,0.3159864,0.35828155,0.36767924,0.31042632
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,birthday,75,high,2,0.13,0.75,1,2,0.27883554,0.24908495,0.21784379,0.31575534,0.28739306,0.22777742
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,birthday,75,high,3,0.13,0.75,1,2,0.19752628,0.15163323,0.15018342,0.19806056,0.15365607,0.1513699
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,brunch,100,low,0,0.33,1.0,0,3,0.44398928,0.54962945,0.25,0.30867672,0.36972126,0.25
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,brunch,100,low,1,0.51,1.0,0,3,0.1853369,0.2275344,0.25,0.1615959,0.1929991,0.25
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,brunch,100,low,2,0.08,1.0,0,3,0.1853369,0.13851412,0.25,0.24065708,0.2655044,0.25
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,brunch,100,low,3,0.08,1.0,0,3,0.1853369,0.084322006,0.25,0.28907025,0.1717753,0.25
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,cooking,75,high,0,0.73,0.75,1,4,0.13002345,0.19011483,0.3159864,0.095998436,0.15145747,0.33190057
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,cooking,75,high,1,0.09,0.75,1,4,0.3936147,0.40916693,0.3159864,0.37844312,0.3777359,0.2756381
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,cooking,75,high,2,0.09,0.75,1,4,0.27883554,0.24908495,0.21784379,0.37124908,0.34588808,0.23062018
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,cooking,75,high,3,0.09,0.75,1,4,0.19752628,0.15163323,0.15018342,0.15430935,0.124918476,0.16184115
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,dip,50,high,0,0.49,0.5,1,5,0.19999585,0.19011483,0.3702086,0.14543739,0.1446035,0.36020824
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,dip,50,high,1,0.17,0.5,1,5,0.4561921,0.40916693,0.3702086,0.5391734,0.4962937,0.36020824
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,dip,50,high,2,0.17,0.5,1,5,0.2289293,0.24908495,0.1759544,0.24829045,0.26904067,0.1939358
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,dip,50,high,3,0.17,0.5,1,5,0.114882775,0.15163323,0.0836284,0.06709867,0.09006219,0.08564767
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,drinks,0,high,0,0.28,0.0,1,6,0.3699196,0.19011483,0.439189,0.2969242,0.16299511,0.40727186
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,drinks,0,high,1,0.44,0.0,1,6,0.47905827,0.40916693,0.439189,0.51344556,0.4548892,0.40727186
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,drinks,0,high,2,0.14,0.0,1,6,0.12064114,0.24908495,0.099210754,0.15381408,0.24474011,0.15123463
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,drinks,0,high,3,0.14,0.0,1,6,0.030381043,0.15163323,0.022411248,0.035816144,0.1373756,0.0342217
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,driving,0,high,0,0.04,0.0,1,7,0.3699196,0.19011483,0.439189,0.30104434,0.16953488,0.41279
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,driving,0,high,1,0.87,0.0,1,7,0.47905827,0.40916693,0.439189,0.49433944,0.43303886,0.41279
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,driving,0,high,2,0.07,0.0,1,7,0.12064114,0.24908495,0.099210754,0.18319255,0.2884806,0.15328372
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,driving,0,high,3,0.02,0.0,1,7,0.030381043,0.15163323,0.022411248,0.021423768,0.108945645,0.021136338
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,fair,50,high,0,0.25,0.5,1,8,0.19999585,0.19011483,0.3702086,0.16899562,0.16121322,0.39903557
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,fair,50,high,1,0.53,0.5,1,8,0.4561921,0.40916693,0.3702086,0.5307672,0.47266984,0.3797519
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,fair,50,high,2,0.11,0.5,1,8,0.2289293,0.24908495,0.1759544,0.20385149,0.24074152,0.13091798
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,fair,50,high,3,0.11,0.5,1,8,0.114882775,0.15163323,0.0836284,0.09638576,0.12537542,0.09029462
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,gala,100,high,0,0.08,1.0,1,9,0.07661096,0.19011483,0.25,0.056212123,0.1450326,0.25
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,gala,100,high,1,0.31,1.0,1,9,0.30779636,0.40916693,0.25,0.33175334,0.4392484,0.25
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,gala,100,high,2,0.53,1.0,1,9,0.30779636,0.24908495,0.25,0.24720347,0.20094302,0.25
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,gala,100,high,3,0.08,1.0,1,9,0.30779636,0.15163323,0.25,0.36483106,0.214776,0.25
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,hike,75,low,0,0.16,0.75,0,10,0.52012193,0.54962945,0.3159864,0.4657499,0.49642327,0.33060083
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,hike,75,low,1,0.52,0.75,0,10,0.2171174,0.2275344,0.3159864,0.26271874,0.27851167,0.32815364
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,hike,75,low,2,0.16,0.75,0,10,0.15380535,0.13851412,0.21784379,0.18041976,0.15261383,0.18359168
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,hike,75,low,3,0.16,0.75,0,10,0.108955264,0.084322006,0.15018342,0.09111157,0.07245119,0.15765388
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,oysters,100,high,0,0.57,1.0,1,11,0.07661096,0.19011483,0.25,0.07414665,0.1787442,0.25
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,oysters,100,high,1,0.29,1.0,1,11,0.30779636,0.40916693,0.25,0.27517435,0.33971512,0.25
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,oysters,100,high,2,0.07,1.0,1,11,0.30779636,0.24908495,0.25,0.4163473,0.37229407,0.25
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,oysters,100,high,3,0.07,1.0,1,11,0.30779636,0.15163323,0.25,0.23433168,0.1092466,0.25
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,social,100,low,0,0.1,1.0,0,12,0.44398928,0.54962945,0.25,0.49998337,0.6285082,0.25
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,social,100,low,1,0.24,1.0,0,12,0.1853369,0.2275344,0.25,0.14967066,0.1794143,0.25
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,social,100,low,2,0.56,1.0,0,12,0.1853369,0.13851412,0.25,0.21207231,0.12676428,0.25
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,social,100,low,3,0.1,1.0,0,12,0.1853369,0.084322006,0.25,0.13827369,0.06531311,0.25
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,soup,50,low,0,0.52,0.5,0,13,0.57735443,0.54962945,0.3702086,0.6160528,0.5798393,0.386319
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,soup,50,low,1,0.3,0.5,0,13,0.24100827,0.2275344,0.3702086,0.22252013,0.20849666,0.386319
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,soup,50,low,2,0.09,0.5,0,13,0.120944336,0.13851412,0.1759544,0.07809075,0.09570878,0.13994491
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,soup,50,low,3,0.09,0.5,0,13,0.060693063,0.084322006,0.0836284,0.08333638,0.11595526,0.08741709
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,takeout,75,low,0,0.47,0.75,0,14,0.52012193,0.54962945,0.3159864,0.47588104,0.506776,0.33201784
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,takeout,75,low,1,0.33,0.75,0,14,0.2171174,0.2275344,0.3159864,0.25794265,0.26862994,0.3155818
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,takeout,75,low,2,0.1,0.75,0,14,0.15380535,0.13851412,0.21784379,0.19359788,0.16704968,0.19446234
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,takeout,75,low,3,0.1,0.75,0,14,0.108955264,0.084322006,0.15018342,0.07257841,0.05754445,0.15793797
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,wedding,0,low,0,0.3,0.0,0,15,0.6455648,0.54962945,0.439189,0.5341422,0.4664897,0.368608
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,wedding,0,low,1,0.5,0.0,0,15,0.2694817,0.2275344,0.439189,0.2548529,0.22184545,0.368608
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,wedding,0,low,2,0.1,0.0,0,15,0.067863524,0.13851412,0.099210754,0.19027323,0.21263695,0.24194445
7b82c4d7-835d-5d63-a6a0-eaf0e94283d4,wedding,0,low,3,0.1,0.0,0,15,0.01709006,0.084322006,0.022411248,0.02073167,0.09902796,0.020839563
7c21b186-a369-517c-886a-cc1e6dbda63d,apples,100,low,0,1.0,1.0,0,0,0.44398928,0.54962945,0.25,0.41805136,0.56759655,0.25
7c21b186-a369-517c-886a-cc1e6dbda63d,apples,100,low,1,0.0,1.0,0,0,0.1853369,0.2275344,0.25,0.20869778,0.20422892,0.25
7c21b186-a369-517c-886a-cc1e6dbda63d,apples,100,low,2,0.0,1.0,0,0,0.1853369,0.13851412,0.25,0.19063684,0.1348213,0.25
7c21b186-a369-517c-886a-cc1e6dbda63d,apples,100,low,3,0.0,1.0,0,0,0.1853369,0.084322006,0.25,0.18261401,0.09335324,0.25
7c21b186-a369-517c-886a-cc1e6dbda63d,basketball,0,low,0,0.0,0.0,0,1,0.6455648,0.54962945,0.439189,0.7116048,0.6263912,0.4727702
7c21b186-a369-517c-886a-cc1e6dbda63d,basketball,0,low,1,1.0,0.0,0,1,0.2694817,0.2275344,0.439189,0.2570338,0.22523564,0.4727702
7c21b186-a369-517c-886a-cc1e6dbda63d,basketball,0,low,2,0.0,0.0,0,1,0.067863524,0.13851412,0.099210754,0.017981151,0.080252655,0.030251931
7c21b186-a369-517c-886a-cc1e6dbda63d,basketball,0,low,3,0.0,0.0,0,1,0.01709006,0.084322006,0.022411248,0.013380292,0.06812047,0.024207542
7c21b186-a369-517c-886a-cc1e6dbda63d,birthday,50,high,0,0.0,0.5,1,2,0.19999585,0.19011483,0.3702086,0.1971088,0.19127162,0.36020824
7c21b186-a369-517c-886a-cc1e6dbda63d,birthday,50,high,1,0.5,0.5,1,2,0.4561921,0.40916693,0.3702086,0.41206583,0.36767924,0.36020824
7c21b186-a369-517c-886a-cc1e6dbda63d,birthday,50,high,2,0.5,0.5,1,2,0.2289293,0.24908495,0.1759544,0.2731649,0.28739306,0.1939358
7c21b186-a369-517c-886a-cc1e6dbda63d,birthday,50,high,3,0.0,0.5,1,2,0.114882775,0.15163323,0.0836284,0.117660426,0.15365607,0.08564767
7c21b186-a369-517c-886a-cc1e6dbda63d,brunch,50,low,0,0.7,0.5,0,3,0.57735443,0.54962945,0.3702086,0.38921884,0.36972126,0.30992648
7c21b186-a369-517c-886a-cc1e6dbda63d,brunch,50,low,1,0.3,0.5,0,3,0.24100827,0.2275344,0.3702086,0.20376064,0.1929991,0.30992648
7c21b186-a369-517c-886a-cc1e6dbda63d,brunch,50,low,2,0.0,0.5,0,3,0.120944336,0.13851412,0.1759544,0.27078304,0.2655044,0.27382904
7c21b186-a369-517c-886a-cc1e6dbda63d,brunch,50,low,3,0.0,0.5,0,3,0.060693063,0.084322006,0.0836284,0.13623755,0.1717753,0.106318004
7c21b186-a369-517c-886a-cc1e6dbda63d,cooking,50,high,0,0.0,0.5,1,4,0.19999585,0.19011483,0.3702086,0.16338782,0.15145747,0.414888
7c21b186-a369-517c-886a-cc1e6dbda63d,cooking,50,high,1,0.43,0.5,1,4,0.4561921,0.40916693,0.3702086,0.40174544,0.3777359,0.2861498
7c21b186-a369-517c-886a-cc1e6dbda63d,cooking,50,high,2,0.57,0.5,1,4,0.2289293,0.24908495,0.1759544,0.33448988,0.34588808,0.20031317
7c21b186-a369-517c-886a-cc1e6dbda63d,cooking,50,high,3,0.0,0.5,1,4,0.114882775,0.15163323,0.0836284,0.100376874,0.124918476,0.098649025
7c21b186-a369-517c-886a-cc1e6dbda63d,dip,100,high,0,0.0,1.0,1,5,0.07661096,0.19011483,0.25,0.0634877,0.1446035,0.25
7c21b186-a369-517c-886a-cc1e6dbda63d,dip,100,high,1,1.0,1.0,1,5,0.30779636,0.40916693,0.25,0.4106892,0.4962937,0.25
7c21b186-a369-517c-886a-cc1e6dbda63d,dip,100,high,2,0.0,1.0,1,5,0.30779636,0.24908495,0.25,0.33425722,0.2690407,0.25
7c21b186-a369-517c-886a-cc1e6dbda63d,dip,100,high,3,0.0,1.0,1,5,0.30779636,0.15163323,0.25,0.19156592,0.09006219,0.25
7c21b186-a369-517c-886a-cc1e6dbda63d,drinks,75,high,0,0.0,0.75,1,6,0.13002345,0.19011483,0.3159864,0.11254217,0.16299511,0.30129352
7c21b186-a369-517c-886a-cc1e6dbda63d,drinks,75,high,1,0.75,0.75,1,6,0.3936147,0.40916693,0.3159864,0.44856027,0.4548892,0.30129352
7c21b186-a369-517c-886a-cc1e6dbda63d,drinks,75,high,2,0.0,0.75,1,6,0.27883554,0.24908495,0.21784379,0.26614952,0.24474011,0.23519684
7c21b186-a369-517c-886a-cc1e6dbda63d,drinks,75,high,3,0.25,0.75,1,6,0.19752628,0.15163323,0.15018342,0.17274804,0.1373756,0.16221616
7c21b186-a369-517c-886a-cc1e6dbda63d,driving,50,low,0,0.0,0.5,0,7,0.57735443,0.54962945,0.3702086,0.49240613,0.4707796,0.35265216
7c21b186-a369-517c-886a-cc1e6dbda63d,driving,50,low,1,1.0,0.5,0,7,0.24100827,0.2275344,0.3702086,0.28931528,0.27595744,0.35265216
7c21b186-a369-517c-886a-cc1e6dbda63d,driving,50,low,2,0.0,0.5,0,7,0.120944336,0.13851412,0.1759544,0.16909185,0.18383652,0.21489681
7c21b186-a369-517c-886a-cc1e6dbda63d,driving,50,low,3,0.0,0.5,0,7,0.060693063,0.084322006,0.0836284,0.049186777,0.06942646,0.079798885
7c21b186-a369-517c-886a-cc1e6dbda63d,fair,100,high,0,0.0,1.0,1,8,0.07661096,0.19011483,0.25,0.058976844,0.1612132,0.25
7c21b186-a369-517c-886a-cc1e6dbda63d,fair,100,high,1,1.0,1.0,1,8,0.30779636,0.40916693,0.25,0.34807017,0.4726698,0.25
7c21b186-a369-517c-886a-cc1e6dbda63d,fair,100,high,2,0.0,1.0,1,8,0.30779636,0.24908495,0.25,0.35603657,0.24074152,0.25
7c21b186-a369-517c-886a-cc1e6dbda63d,fair,100,high,3,0.0,1.0,1,8,0.30779636,0.15163323,0.25,0.2369164,0.12537542,0.25
7c21b186-a369-517c-886a-cc1e6dbda63d,gala,0,low,0,1.0,0.0,0,9,0.6455648,0.54962945,0.439189,0.5747677,0.4755793,0.43284258
7c21b186-a369-517c-886a-cc1e6dbda63d,gala,0,low,1,0.0,0.0,0,9,0.2694817,0.2275344,0.439189,0.32643646,0.26942658,0.43284258
7c21b186-a369-517c-886a-cc1e6dbda63d,gala,0,low,2,0.0,0.0,0,9,0.067863524,0.13851412,0.099210754,0.062005695,0.123254605,0.09794454
7c21b186-a369-517c-886a-cc1e6dbda63d,gala,0,low,3,0.0,0.0,0,9,0.01709006,0.084322006,0.022411248,0.03679013,0.13173948,0.036370326
7c21b186-a369-517c-886a-cc1e6dbda63d,hike,0,high,0,0.0,0.0,1,10,0.3699196,0.19011483,0.439189,0.35349324,0.18448983,0.47224724
7c21b186-a369-517c-886a-cc1e6dbda63d,hike,0,high,1,1.0,0.0,1,10,0.47905827,0.40916693,0.439189,0.54596174,0.45103177,0.45841882
7c21b186-a369-517c-886a-cc1e6dbda63d,hike,0,high,2,0.0,0.0,1,10,0.12064114,0.24908495,0.099210754,0.075500846,0.24714832,0.04491234
7c21b186-a369-517c-886a-cc1e6dbda63d,hike,0,high,3,0.0,0.0,1,10,0.030381043,0.15163323,0.022411248,0.025044207,0.11733003,0.0244215
7c21b186-a369-517c-886a-cc1e6dbda63d,oysters,75,high,0,0.1,0.75,1,11,0.13002345,0.19011483,0.3159864,0.12051909,0.1787442,0.3070956
7c21b186-a369-517c-886a-cc1e6dbda63d,oysters,75,high,1,0.38,0.75,1,11,0.3936147,0.40916693,0.3159864,0.33380082,0.33971512,0.3070956
7c21b186-a369-517c-886a-cc1e6dbda63d,oysters,75,high,2,0.1,0.75,1,11,0.27883554,0.24908495,0.21784379,0.40216178,0.37229407,0.2397261
7c21b186-a369-517c-886a-cc1e6dbda63d,oysters,75,high,3,0.42,0.75,1,11,0.19752628,0.15163323,0.15018342,0.1435183,0.1092466,0.14608268
7c21b186-a369-517c-886a-cc1e6dbda63d,social,0,high,0,1.0,0.0,1,12,0.3699196,0.19011483,0.439189,0.5149758,0.27967188,0.49143535
7c21b186-a369-517c-886a-cc1e6dbda63d,social,0,high,1,0.0,0.0,1,12,0.47905827,0.40916693,0.439189,0.3827092,0.34788707,0.43205208
7c21b186-a369-517c-886a-cc1e6dbda63d,social,0,high,2,0.0,0.0,1,12,0.12064114,0.24908495,0.099210754,0.07645052,0.24579787,0.051349334
7c21b186-a369-517c-886a-cc1e6dbda63d,social,0,high,3,0.0,0.0,1,12,0.030381043,0.15163323,0.022411248,0.025864553,0.12664309,0.025163263
7c21b186-a369-517c-886a-cc1e6dbda63d,soup,100,low,0,1.0,1.0,0,13,0.44398928,0.54962945,0.25,0.4515829,0.5798393,0.25
7c21b186-a369-517c-886a-cc1e6dbda63d,soup,100,low,1,0.0,1.0,0,13,0.1853369,0.2275344,0.25,0.16311312,0.20849666,0.25
7c21b186-a369-517c-886a-cc1e6dbda63d,soup,100,low,2,0.0,1.0,0,13,0.1853369,0.13851412,0.25,0.14566332,0.09570878,0.25
7c21b186-a369-517c-886a-cc1e6dbda63d,soup,100,low,3,0.0,1.0,0,13,0.1853369,0.084322006,0.25,0.23964073,0.11595526,0.25
7c21b186-a369-517c-886a-cc1e6dbda63d,takeout,75,low,0,0.0,0.75,0,14,0.52012193,0.54962945,0.3159864,0.47588104,0.506776,0.33201784
7c21b186-a369-517c-886a-cc1e6dbda63d,takeout,75,low,1,0.47,0.75,0,14,0.2171174,0.2275344,0.3159864,0.25794265,0.26862994,0.3155818
7c21b186-a369-517c-886a-cc1e6dbda63d,takeout,75,low,2,0.34,0.75,0,14,0.15380535,0.13851412,0.21784379,0.19359788,0.16704968,0.19446234
7c21b186-a369-517c-886a-cc1e6dbda63d,takeout,75,low,3,0.19,0.75,0,14,0.108955264,0.084322006,0.15018342,0.07257841,0.05754445,0.15793797
7c21b186-a369-517c-886a-cc1e6dbda63d,wedding,75,low,0,0.0,0.75,0,15,0.52012193,0.54962945,0.3159864,0.44741663,0.4664897,0.29518437
7c21b186-a369-517c-886a-cc1e6dbda63d,wedding,75,low,1,0.0,0.75,0,15,0.2171174,0.2275344,0.3159864,0.2134739,0.22184545,0.29518437
7c21b186-a369-517c-886a-cc1e6dbda63d,wedding,75,low,2,0.5,0.75,0,15,0.15380535,0.13851412,0.21784379,0.21309547,0.21263695,0.2656936
7c21b186-a369-517c-886a-cc1e6dbda63d,wedding,75,low,3,0.5,0.75,0,15,0.108955264,0.084322006,0.15018342,0.126014,0.09902796,0.14393763
8242eb8d-345b-54ce-bb2a-653a4d6da22b,apples,0,high,0,0.0,0.0,1,0,0.3699196,0.19011483,0.439189,0.5060528,0.19713584,0.6408491
8242eb8d-345b-54ce-bb2a-653a4d6da22b,apples,0,high,1,0.8,0.0,1,0,0.47905827,0.40916693,0.439189,0.32740545,0.37920165,0.23797022
8242eb8d-345b-54ce-bb2a-653a4d6da22b,apples,0,high,2,0.2,0.0,1,0,0.12064114,0.24908495,0.099210754,0.120236784,0.25032914,0.08836687
8242eb8d-345b-54ce-bb2a-653a4d6da22b,apples,0,high,3,0.0,0.0,1,0,0.030381043,0.15163323,0.022411248,0.04630491,0.17333344,0.032813787
