subject_id,scenario_label,intimacy,motivation,action,p_action,intimacy_scaled,reward_condition,scenario_idx,pred_full,pred_vanilla,pred_discomfort_only,pred_full_lm,pred_vanilla_lm,pred_discomfort_only_lm
15832765-d793-5df5-beb5-7ac8603e0ce0,soup,0,high,2,0.05,0.0,1,13,0.12064114,0.24908495,0.099210754,0.056448814,0.16023056,0.060128685
15832765-d793-5df5-beb5-7ac8603e0ce0,soup,0,high,3,0.22,0.0,1,13,0.030381043,0.15163323,0.022411248,0.039076403,0.19412616,0.023461739
15832765-d793-5df5-beb5-7ac8603e0ce0,takeout,50,low,0,0.51,0.5,0,14,0.57735443,0.54962945,0.3702086,0.5425878,0.506776,0.40440503
15832765-d793-5df5-beb5-7ac8603e0ce0,takeout,50,low,1,0.23,0.5,0,14,0.24100827,0.2275344,0.3702086,0.28068116,0.26862994,0.36535716
15832765-d793-5df5-beb5-7ac8603e0ce0,takeout,50,low,2,0.18,0.5,0,14,0.120944336,0.13851412,0.1759544,0.13495035,0.16704968,0.13872817
15832765-d793-5df5-beb5-7ac8603e0ce0,takeout,50,low,3,0.08,0.5,0,14,0.060693063,0.084322006,0.0836284,0.041780718,0.05754445,0.09150963
15832765-d793-5df5-beb5-7ac8603e0ce0,wedding,0,high,0,0.44,0.0,1,15,0.3699196,0.19011483,0.439189,0.27356377,0.15073934,0.368608
15832765-d793-5df5-beb5-7ac8603e0ce0,wedding,0,high,1,0.17,0.0,1,15,0.47905827,0.40916693,0.439189,0.39740533,0.35314143,0.368608
15832765-d793-5df5-beb5-7ac8603e0ce0,wedding,0,high,2,0.34,0.0,1,15,0.12064114,0.24908495,0.099210754,0.29670286,0.33848298,0.24194445
15832765-d793-5df5-beb5-7ac8603e0ce0,wedding,0,high,3,0.05,0.0,1,15,0.030381043,0.15163323,0.022411248,0.03232798,0.15763623,0.020839563
19b70ddd-31f8-5660-b10c-1d21450bb331,apples,0,low,0,0.62,0.0,0,0,0.6455648,0.54962945,0.439189,0.76758194,0.56759655,0.6408491
19b70ddd-31f8-5660-b10c-1d21450bb331,apples,0,low,1,0.14,0.0,0,0,0.2694817,0.2275344,0.439189,0.15405482,0.20422892,0.23797022
19b70ddd-31f8-5660-b10c-1d21450bb331,apples,0,low,2,0.14,0.0,0,0,0.067863524,0.13851412,0.099210754,0.056575283,0.1348213,0.08836687
19b70ddd-31f8-5660-b10c-1d21450bb331,apples,0,low,3,0.1,0.0,0,0,0.01709006,0.084322006,0.022411248,0.021787953,0.09335324,0.032813787
19b70ddd-31f8-5660-b10c-1d21450bb331,basketball,75,high,0,0.2,0.75,1,1,0.13002345,0.19011483,0.3159864,0.19209482,0.27295566,0.3357234
19b70ddd-31f8-5660-b10c-1d21450bb331,basketball,75,high,1,0.58,0.75,1,1,0.3936147,0.40916693,0.3159864,0.4319092,0.4383096,0.3357234
19b70ddd-31f8-5660-b10c-1d21450bb331,basketball,75,high,2,0.11,0.75,1,1,0.27883554,0.24908495,0.21784379,0.20130223,0.15617202,0.16885245
19b70ddd-31f8-5660-b10c-1d21450bb331,basketball,75,high,3,0.11,0.75,1,1,0.19752628,0.15163323,0.15018342,0.17469373,0.13256274,0.15970068
19b70ddd-31f8-5660-b10c-1d21450bb331,birthday,50,high,0,0.27,0.5,1,2,0.19999585,0.19011483,0.3702086,0.1971088,0.19127162,0.36020824
19b70ddd-31f8-5660-b10c-1d21450bb331,birthday,50,high,1,0.34,0.5,1,2,0.4561921,0.40916693,0.3702086,0.41206583,0.36767924,0.36020824
19b70ddd-31f8-5660-b10c-1d21450bb331,birthday,50,high,2,0.32,0.5,1,2,0.2289293,0.24908495,0.1759544,0.2731649,0.28739306,0.1939358
19b70ddd-31f8-5660-b10c-1d21450bb331,birthday,50,high,3,0.07,0.5,1,2,0.114882775,0.15163323,0.0836284,0.117660426,0.15365607,0.08564767
19b70ddd-31f8-5660-b10c-1d21450bb331,brunch,50,high,0,0.18,0.5,1,3,0.19999585,0.19011483,0.3702086,0.09918265,0.0988777,0.30992648
19b70ddd-31f8-5660-b10c-1d21450bb331,brunch,50,high,1,0.51,0.5,1,3,0.4561921,0.40916693,0.3702086,0.30051857,0.27593467,0.30992648
19b70ddd-31f8-5660-b10c-1d21450bb331,brunch,50,high,2,0.17,0.5,1,3,0.2289293,0.24908495,0.1759544,0.39936727,0.379597,0.27382904
19b70ddd-31f8-5660-b10c-1d21450bb331,brunch,50,high,3,0.14,0.5,1,3,0.114882775,0.15163323,0.0836284,0.20093143,0.2455906,0.106318004
19b70ddd-31f8-5660-b10c-1d21450bb331,cooking,50,low,0,0.08,0.5,0,4,0.57735443,0.54962945,0.3702086,0.54336476,0.50054824,0.414888
19b70ddd-31f8-5660-b10c-1d21450bb331,cooking,50,low,1,0.41,0.5,0,4,0.24100827,0.2275344,0.3702086,0.21927859,0.2223352,0.2861498
19b70ddd-31f8-5660-b10c-1d21450bb331,cooking,50,low,2,0.33,0.5,0,4,0.120944336,0.13851412,0.1759544,0.1825695,0.20358959,0.20031317
19b70ddd-31f8-5660-b10c-1d21450bb331,cooking,50,low,3,0.18,0.5,0,4,0.060693063,0.084322006,0.0836284,0.054787166,0.07352696,0.098649025
19b70ddd-31f8-5660-b10c-1d21450bb331,dip,100,high,0,0.05,1.0,1,5,0.07661096,0.19011483,0.25,0.0634877,0.1446035,0.25
19b70ddd-31f8-5660-b10c-1d21450bb331,dip,100,high,1,0.62,1.0,1,5,0.30779636,0.40916693,0.25,0.4106892,0.4962937,0.25
19b70ddd-31f8-5660-b10c-1d21450bb331,dip,100,high,2,0.05,1.0,1,5,0.30779636,0.24908495,0.25,0.33425722,0.2690407,0.25
19b70ddd-31f8-5660-b10c-1d21450bb331,dip,100,high,3,0.28,1.0,1,5,0.30779636,0.15163323,0.25,0.19156592,0.09006219,0.25
19b70ddd-31f8-5660-b10c-1d21450bb331,drinks,75,low,0,0.5,0.75,0,6,0.52012193,0.54962945,0.3159864,0.47088614,0.48961693,0.30129352
19b70ddd-31f8-5660-b10c-1d21450bb331,drinks,75,low,1,0.31,0.75,0,6,0.2171174,0.2275344,0.3159864,0.26743746,0.27737924,0.30129352
19b70ddd-31f8-5660-b10c-1d21450bb331,drinks,75,low,2,0.14,0.75,0,6,0.15380535,0.13851412,0.21784379,0.15868181,0.14923593,0.23519684
19b70ddd-31f8-5660-b10c-1d21450bb331,drinks,75,low,3,0.05,0.75,0,6,0.108955264,0.084322006,0.15018342,0.10299463,0.08376794,0.16221616
19b70ddd-31f8-5660-b10c-1d21450bb331,driving,75,high,0,0.17,0.75,1,7,0.13002345,0.19011483,0.3159864,0.11976358,0.16953488,0.3070956
19b70ddd-31f8-5660-b10c-1d21450bb331,driving,75,high,1,0.49,0.75,1,7,0.3936147,0.40916693,0.3159864,0.42508888,0.43303886,0.3070956
19b70ddd-31f8-5660-b10c-1d21450bb331,driving,75,high,2,0.22,0.75,1,7,0.27883554,0.24908495,0.21784379,0.31200784,0.2884806,0.2397261
19b70ddd-31f8-5660-b10c-1d21450bb331,driving,75,high,3,0.12,0.75,1,7,0.19752628,0.15163323,0.15018342,0.14313965,0.108945645,0.14608268
19b70ddd-31f8-5660-b10c-1d21450bb331,fair,100,low,0,0.26,1.0,0,8,0.44398928,0.54962945,0.25,0.3944051,0.50677854,0.25
19b70ddd-31f8-5660-b10c-1d21450bb331,fair,100,low,1,0.58,1.0,0,8,0.1853369,0.2275344,0.25,0.22400042,0.27793825,0.25
19b70ddd-31f8-5660-b10c-1d21450bb331,fair,100,low,2,0.08,1.0,0,8,0.1853369,0.13851412,0.25,0.22912715,0.14156029,0.25
19b70ddd-31f8-5660-b10c-1d21450bb331,fair,100,low,3,0.08,1.0,0,8,0.1853369,0.084322006,0.25,0.15246746,0.07372297,0.25
19b70ddd-31f8-5660-b10c-1d21450bb331,gala,0,high,0,0.12,0.0,1,9,0.3699196,0.19011483,0.439189,0.29542816,0.1450326,0.43284258
19b70ddd-31f8-5660-b10c-1d21450bb331,gala,0,high,1,0.49,0.0,1,9,0.47905827,0.40916693,0.439189,0.540876,0.4392484,0.43284258
19b70ddd-31f8-5660-b10c-1d21450bb331,gala,0,high,2,0.22,0.0,1,9,0.12064114,0.24908495,0.099210754,0.10273789,0.20094302,0.09794454
19b70ddd-31f8-5660-b10c-1d21450bb331,gala,0,high,3,0.17,0.0,1,9,0.030381043,0.15163323,0.022411248,0.060957946,0.214776,0.036370326
19b70ddd-31f8-5660-b10c-1d21450bb331,hike,0,high,0,0.25,0.0,1,10,0.3699196,0.19011483,0.439189,0.35349324,0.18448983,0.47224724
19b70ddd-31f8-5660-b10c-1d21450bb331,hike,0,high,1,0.62,0.0,1,10,0.47905827,0.40916693,0.439189,0.54596174,0.45103177,0.45841882
19b70ddd-31f8-5660-b10c-1d21450bb331,hike,0,high,2,0.06,0.0,1,10,0.12064114,0.24908495,0.099210754,0.075500846,0.24714832,0.04491234
19b70ddd-31f8-5660-b10c-1d21450bb331,hike,0,high,3,0.07,0.0,1,10,0.030381043,0.15163323,0.022411248,0.025044207,0.11733003,0.0244215
19b70ddd-31f8-5660-b10c-1d21450bb331,oysters,75,low,0,0.35,0.75,0,11,0.52012193,0.54962945,0.3159864,0.5152059,0.5377941,0.3070956
19b70ddd-31f8-5660-b10c-1d21450bb331,oysters,75,low,1,0.34,0.75,0,11,0.2171174,0.2275344,0.3159864,0.18400021,0.19119295,0.3070956
19b70ddd-31f8-5660-b10c-1d21450bb331,oysters,75,low,2,0.15,0.75,0,11,0.15380535,0.13851412,0.21784379,0.22168267,0.20952849,0.2397261
19b70ddd-31f8-5660-b10c-1d21450bb331,oysters,75,low,3,0.16,0.75,0,11,0.108955264,0.084322006,0.15018342,0.07911124,0.0614844,0.14608268
19b70ddd-31f8-5660-b10c-1d21450bb331,social,50,low,0,0.68,0.5,0,12,0.57735443,0.54962945,0.3702086,0.6654528,0.6285082,0.402064
19b70ddd-31f8-5660-b10c-1d21450bb331,social,50,low,1,0.17,0.5,0,12,0.24100827,0.2275344,0.3702086,0.18774804,0.1794143,0.37699017
19b70ddd-31f8-5660-b10c-1d21450bb331,social,50,low,2,0.07,0.5,0,12,0.120944336,0.13851412,0.1759544,0.09988605,0.12676428,0.1299659
19b70ddd-31f8-5660-b10c-1d21450bb331,social,50,low,3,0.08,0.5,0,12,0.060693063,0.084322006,0.0836284,0.046913184,0.06531311,0.090979904
19b70ddd-31f8-5660-b10c-1d21450bb331,soup,100,high,0,0.19,1.0,1,13,0.07661096,0.19011483,0.25,0.13586123,0.29658917,0.25
19b70ddd-31f8-5660-b10c-1d21450bb331,soup,100,high,1,0.32,1.0,1,13,0.30779636,0.40916693,0.25,0.25701672,0.34905407,0.25
19b70ddd-31f8-5660-b10c-1d21450bb331,soup,100,high,2,0.17,1.0,1,13,0.30779636,0.24908495,0.25,0.22952111,0.16023058,0.25
19b70ddd-31f8-5660-b10c-1d21450bb331,soup,100,high,3,0.32,1.0,1,13,0.30779636,0.15163323,0.25,0.37760094,0.19412619,0.25
19b70ddd-31f8-5660-b10c-1d21450bb331,takeout,100,low,0,0.33,1.0,0,14,0.44398928,0.54962945,0.25,0.39440802,0.506776,0.25
19b70ddd-31f8-5660-b10c-1d21450bb331,takeout,100,low,1,0.29,1.0,0,14,0.1853369,0.2275344,0.25,0.22400208,0.26862994,0.25
19b70ddd-31f8-5660-b10c-1d21450bb331,takeout,100,low,2,0.28,1.0,0,14,0.1853369,0.13851412,0.25,0.26244983,0.16704968,0.25
19b70ddd-31f8-5660-b10c-1d21450bb331,takeout,100,low,3,0.1,1.0,0,14,0.1853369,0.084322006,0.25,0.119140096,0.05754445,0.25
19b70ddd-31f8-5660-b10c-1d21450bb331,wedding,0,low,0,0.5,0.0,0,15,0.6455648,0.54962945,0.439189,0.5341422,0.4664897,0.368608
19b70ddd-31f8-5660-b10c-1d21450bb331,wedding,0,low,1,0.19,0.0,0,15,0.2694817,0.2275344,0.439189,0.2548529,0.22184545,0.368608
19b70ddd-31f8-5660-b10c-1d21450bb331,wedding,0,low,2,0.19,0.0,0,15,0.067863524,0.13851412,0.099210754,0.19027323,0.21263695,0.24194445
19b70ddd-31f8-5660-b10c-1d21450bb331,wedding,0,low,3,0.12,0.0,0,15,0.01709006,0.084322006,0.022411248,0.02073167,0.09902796,0.020839563
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,apples,75,low,0,0.97,0.75,0,0,0.52012193,0.54962945,0.3159864,0.5243282,0.56759655,0.34895632
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,apples,75,low,1,0.01,0.75,0,0,0.2171174,0.2275344,0.3159864,0.20842844,0.20422892,0.27240354
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,apples,75,low,2,0.01,0.75,0,0,0.15380535,0.13851412,0.21784379,0.15160432,0.1348213,0.21264467
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,apples,75,low,3,0.01,0.75,0,0,0.108955264,0.084322006,0.15018342,0.115639046,0.09335324,0.16599545
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,basketball,100,low,0,0.84,1.0,0,1,0.44398928,0.54962945,0.25,0.508301,0.6263912,0.25
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,basketball,100,low,1,0.0,1.0,0,1,0.1853369,0.2275344,0.25,0.18359986,0.22523564,0.25
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,basketball,100,low,2,0.0,1.0,0,1,0.1853369,0.13851412,0.25,0.16101688,0.080252655,0.25
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,basketball,100,low,3,0.16,1.0,0,1,0.1853369,0.084322006,0.25,0.14708231,0.06812047,0.25
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,birthday,100,low,0,0.17,1.0,0,2,0.44398928,0.54962945,0.25,0.46062177,0.5583765,0.25
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,birthday,100,low,1,0.01,1.0,0,2,0.1853369,0.2275344,0.25,0.16637798,0.20077915,0.25
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,birthday,100,low,2,0.38,1.0,0,2,0.1853369,0.13851412,0.25,0.19493511,0.15693714,0.25
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,birthday,100,low,3,0.44,1.0,0,2,0.1853369,0.084322006,0.25,0.17806523,0.08390719,0.25
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,brunch,50,high,0,0.06,0.5,1,3,0.19999585,0.19011483,0.3702086,0.09918265,0.0988777,0.30992648
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,brunch,50,high,1,0.09,0.5,1,3,0.4561921,0.40916693,0.3702086,0.30051857,0.27593467,0.30992648
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,brunch,50,high,2,0.62,0.5,1,3,0.2289293,0.24908495,0.1759544,0.39936727,0.379597,0.27382904
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,brunch,50,high,3,0.23,0.5,1,3,0.114882775,0.15163323,0.0836284,0.20093143,0.2455906,0.106318004
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,cooking,100,high,0,0.0,1.0,1,4,0.07661096,0.19011483,0.25,0.053102743,0.15145747,0.25
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,cooking,100,high,1,0.74,1.0,1,4,0.30779636,0.40916693,0.25,0.33562842,0.3777359,0.25
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,cooking,100,high,2,0.04,1.0,1,4,0.30779636,0.24908495,0.25,0.3879326,0.34588808,0.25
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,cooking,100,high,3,0.22,1.0,1,4,0.30779636,0.15163323,0.25,0.22333628,0.124918476,0.25
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,dip,50,low,0,0.84,0.5,0,5,0.57735443,0.54962945,0.3702086,0.4748343,0.45437774,0.36020824
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,dip,50,low,1,0.16,0.5,0,5,0.24100827,0.2275344,0.3702086,0.3313454,0.31656533,0.36020824
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,dip,50,low,2,0.0,0.5,0,5,0.120944336,0.13851412,0.1759544,0.15258522,0.17161,0.1939358
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,dip,50,low,3,0.0,0.5,0,5,0.060693063,0.084322006,0.0836284,0.041235033,0.05744697,0.08564767
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,drinks,75,high,0,0.07,0.75,1,6,0.13002345,0.19011483,0.3159864,0.11254217,0.16299511,0.30129352
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,drinks,75,high,1,0.05,0.75,1,6,0.3936147,0.40916693,0.3159864,0.44856027,0.4548892,0.30129352
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,drinks,75,high,2,0.06,0.75,1,6,0.27883554,0.24908495,0.21784379,0.26614952,0.24474011,0.23519684
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,drinks,75,high,3,0.82,0.75,1,6,0.19752628,0.15163323,0.15018342,0.17274804,0.1373756,0.16221616
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,driving,75,low,0,0.03,0.75,0,7,0.52012193,0.54962945,0.3159864,0.45113015,0.4707796,0.3070956
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,driving,75,low,1,0.04,0.75,0,7,0.2171174,0.2275344,0.3159864,0.2650634,0.27595744,0.3070956
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,driving,75,low,2,0.09,0.75,0,7,0.15380535,0.13851412,0.21784379,0.1945519,0.18383652,0.2397261
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,driving,75,low,3,0.84,0.75,0,7,0.108955264,0.084322006,0.15018342,0.08925447,0.06942646,0.14608268
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,fair,0,high,0,0.09,0.0,1,8,0.3699196,0.19011483,0.439189,0.33407152,0.16121322,0.48437223
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,fair,0,high,1,0.84,0.0,1,8,0.47905827,0.40916693,0.439189,0.5583564,0.47266984,0.43868816
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,fair,0,high,2,0.06,0.0,1,8,0.12064114,0.24908495,0.099210754,0.080519944,0.24074152,0.052138027
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,fair,0,high,3,0.01,0.0,1,8,0.030381043,0.15163323,0.022411248,0.027052093,0.12537542,0.024801606
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,gala,50,high,0,0.01,0.5,1,9,0.19999585,0.19011483,0.3702086,0.14967787,0.1450326,0.3615898
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,gala,50,high,1,0.33,0.5,1,9,0.4561921,0.40916693,0.3702086,0.49200907,0.4392484,0.3615898
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,gala,50,high,2,0.35,0.5,1,9,0.2289293,0.24908495,0.1759544,0.18510118,0.20094302,0.17200509
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,gala,50,high,3,0.31,0.5,1,9,0.114882775,0.15163323,0.0836284,0.17321189,0.214776,0.10481532
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,hike,0,low,0,0.85,0.0,0,10,0.6455648,0.54962945,0.439189,0.6044477,0.49642327,0.47224724
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,hike,0,low,1,0.13,0.0,0,10,0.2694817,0.2275344,0.439189,0.33403575,0.27851167,0.45841882
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,hike,0,low,2,0.01,0.0,0,10,0.067863524,0.13851412,0.099210754,0.04619368,0.15261383,0.04491234
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,hike,0,low,3,0.01,0.0,0,10,0.01709006,0.084322006,0.022411248,0.015322797,0.07245119,0.0244215
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,oysters,75,high,0,0.02,0.75,1,11,0.13002345,0.19011483,0.3159864,0.12051909,0.1787442,0.3070956
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,oysters,75,high,1,0.52,0.75,1,11,0.3936147,0.40916693,0.3159864,0.33380082,0.33971512,0.3070956
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,oysters,75,high,2,0.28,0.75,1,11,0.27883554,0.24908495,0.21784379,0.40216178,0.37229407,0.2397261
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,oysters,75,high,3,0.18,0.75,1,11,0.19752628,0.15163323,0.15018342,0.1435183,0.1092466,0.14608268
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,social,100,high,0,0.0,1.0,1,12,0.07661096,0.19011483,0.25,0.11349079,0.27967188,0.25
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,social,100,high,1,0.02,1.0,1,12,0.30779636,0.40916693,0.25,0.26536003,0.34788707,0.25
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,social,100,high,2,0.49,1.0,1,12,0.30779636,0.24908495,0.25,0.3759956,0.24579787,0.25
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,social,100,high,3,0.49,1.0,1,12,0.30779636,0.15163323,0.25,0.24515365,0.12664309,0.25
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,soup,0,high,0,0.35,0.0,1,13,0.3699196,0.19011483,0.439189,0.49516165,0.29658917,0.45820478
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,soup,0,high,1,0.47,0.0,1,13,0.47905827,0.40916693,0.439189,0.40931305,0.34905407,0.45820478
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,soup,0,high,2,0.15,0.0,1,13,0.12064114,0.24908495,0.099210754,0.056448814,0.16023056,0.060128685
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,soup,0,high,3,0.03,0.0,1,13,0.030381043,0.15163323,0.022411248,0.039076403,0.19412616,0.023461739
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,takeout,50,low,0,0.65,0.5,0,14,0.57735443,0.54962945,0.3702086,0.5425878,0.506776,0.40440503
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,takeout,50,low,1,0.25,0.5,0,14,0.24100827,0.2275344,0.3702086,0.28068116,0.26862994,0.36535716
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,takeout,50,low,2,0.1,0.5,0,14,0.120944336,0.13851412,0.1759544,0.13495035,0.16704968,0.13872817
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,takeout,50,low,3,0.0,0.5,0,14,0.060693063,0.084322006,0.0836284,0.041780718,0.05754445,0.09150963
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,wedding,0,low,0,0.97,0.0,0,15,0.6455648,0.54962945,0.439189,0.5341422,0.4664897,0.368608
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,wedding,0,low,1,0.01,0.0,0,15,0.2694817,0.2275344,0.439189,0.2548529,0.22184545,0.368608
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,wedding,0,low,2,0.01,0.0,0,15,0.067863524,0.13851412,0.099210754,0.19027323,0.21263695,0.24194445
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,wedding,0,low,3,0.01,0.0,0,15,0.01709006,0.084322006,0.022411248,0.02073167,0.09902796,0.020839563
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,apples,100,low,0,0.34,1.0,0,0,0.44398928,0.54962945,0.25,0.41805136,0.56759655,0.25
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,apples,100,low,1,0.33,1.0,0,0,0.1853369,0.2275344,0.25,0.20869778,0.20422892,0.25
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,apples,100,low,2,0.33,1.0,0,0,0.1853369,0.13851412,0.25,0.19063684,0.1348213,0.25
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,apples,100,low,3,0.0,1.0,0,0,0.1853369,0.084322006,0.25,0.18261401,0.09335324,0.25
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,basketball,50,low,0,0.25,0.5,0,1,0.57735443,0.54962945,0.3702086,0.6559819,0.6263912,0.4033491
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,basketball,50,low,1,0.25,0.5,0,1,0.24100827,0.2275344,0.3702086,0.23694263,0.22523564,0.4033491
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,basketball,50,low,2,0.25,0.5,0,1,0.120944336,0.13851412,0.1759544,0.05868896,0.080252655,0.102031104
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,basketball,50,low,3,0.25,0.5,0,1,0.060693063,0.084322006,0.0836284,0.04838658,0.06812047,0.0912707
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,birthday,0,low,0,0.33,0.0,0,2,0.6455648,0.54962945,0.439189,0.6560823,0.5583765,0.42618304
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,birthday,0,low,1,0.33,0.0,0,2,0.2694817,0.2275344,0.439189,0.23697889,0.20077915,0.42618304
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,birthday,0,low,2,0.17,0.0,0,2,0.067863524,0.13851412,0.099210754,0.08888571,0.15693714,0.1235392
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,birthday,0,low,3,0.17,0.0,0,2,0.01709006,0.084322006,0.022411248,0.018053193,0.08390719,0.024094619
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,brunch,0,high,0,0.5,0.0,1,3,0.3699196,0.19011483,0.439189,0.19567287,0.0988777,0.3450296
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,brunch,0,high,1,0.0,0.0,1,3,0.47905827,0.40916693,0.439189,0.33021483,0.27593467,0.3450296
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,brunch,0,high,2,0.5,0.0,1,3,0.12064114,0.24908495,0.099210754,0.39158902,0.379597,0.26933828
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,brunch,0,high,3,0.0,0.0,1,3,0.030381043,0.15163323,0.022411248,0.08252328,0.2455906,0.04060249
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,cooking,75,low,0,0.25,0.75,0,4,0.52012193,0.54962945,0.3159864,0.46650496,0.50054824,0.33190057
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,cooking,75,low,1,0.25,0.75,0,4,0.2171174,0.2275344,0.3159864,0.22333759,0.2223352,0.2756381
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,cooking,75,low,2,0.25,0.75,0,4,0.15380535,0.13851412,0.21784379,0.21909204,0.20358959,0.23062018
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,cooking,75,low,3,0.25,0.75,0,4,0.108955264,0.084322006,0.15018342,0.0910654,0.07352696,0.16184115
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,dip,50,high,0,0.51,0.5,1,5,0.19999585,0.19011483,0.3702086,0.14543739,0.1446035,0.36020824
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,dip,50,high,1,0.0,0.5,1,5,0.4561921,0.40916693,0.3702086,0.5391734,0.4962937,0.36020824
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,dip,50,high,2,0.0,0.5,1,5,0.2289293,0.24908495,0.1759544,0.24829045,0.26904067,0.1939358
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,dip,50,high,3,0.49,0.5,1,5,0.114882775,0.15163323,0.0836284,0.06709867,0.09006219,0.08564767
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,drinks,75,high,0,0.25,0.75,1,6,0.13002345,0.19011483,0.3159864,0.11254217,0.16299511,0.30129352
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,drinks,75,high,1,0.25,0.75,1,6,0.3936147,0.40916693,0.3159864,0.44856027,0.4548892,0.30129352
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,drinks,75,high,2,0.25,0.75,1,6,0.27883554,0.24908495,0.21784379,0.26614952,0.24474011,0.23519684
