scenario_label,action,n,empirical_stat,ci_lower,mean,ci_upper
basketball,0,59,2.1864406779661016,1.821869863013699,2.194587791659629,2.630546928916494
basketball,1,59,3.8135593220338984,3.5,3.816509148375096,4.143035714285714
basketball,2,59,3,2.7045244107744106,3.005065108487181,3.3428678038379527
basketball,3,59,2.847457627118644,2.488799019607843,2.8493665864013082,3.2143207282913164
birthday,0,59,2.203389830508475,1.9141964285714284,2.193488524372457,2.5107890070921983
birthday,1,59,3.8135593220338984,3.5,3.808074680044952,4.151015965166908
birthday,2,59,2.983050847457627,2.672400323275862,2.990903838321384,3.3044314381270903
birthday,3,59,3,2.6204501915708818,2.992433294406845,3.391304347826087
brunch,0,59,1.305084745762712,1.1333333333333333,1.3009982758767247,1.4783413848631242
brunch,1,59,3.5084745762711864,3.1745859213250522,3.5034825496026882,3.8513790429774035
brunch,2,59,3.152542372881356,2.8483664772727275,3.154389992160197,3.444503546099291
brunch,3,59,2.6440677966101696,2.333333333333333,2.6471926452743766,3
conference,0,59,1.830508474576271,1.5468394886363637,1.8197673743308294,2.1063900709219854
conference,1,59,2.8983050847457625,2.6271186440677967,2.89941126088461,3.170212765957447
conference,2,59,2.7457627118644066,2.4060937499999997,2.7497143541972173,3.1132619738751814
conference,3,59,3.5762711864406778,3.1959383753501402,3.5824482201928487,3.9525
cooking,0,59,2.135593220338983,1.810235460627895,2.1393575305263397,2.4769402985074622
cooking,1,59,3.5762711864406778,3.2999468085106383,3.574527734376912,3.8824715370018974
cooking,2,59,3.4745762711864403,3.1515151515151514,3.480123086810736,3.8387564282374935
cooking,3,59,2.6779661016949152,2.3333333333333335,2.6750372855066447,3.017248941318814
crabs,0,59,2.1694915254237293,1.86,2.1751417480346813,2.5192307692307687
crabs,1,59,3.88135593220339,3.557692307692308,3.872923083115348,4.208333333333333
crabs,2,59,3.7627118644067794,3.4442424242424243,3.757021701045153,4.072832167832168
crabs,3,59,3.9322033898305087,3.606544957774466,3.9330058129457046,4.266875
dip,0,59,2.7288135593220337,2.4527997565429094,2.7289738658243263,3.0317857142857143
dip,1,59,3.1186440677966103,2.8499764150943396,3.126712721091224,3.4040441176470586
dip,2,59,2.9661016949152543,2.7307539682539685,2.9708622634015622,3.214428571428571
dip,3,59,3.7627118644067794,3.3879735935706083,3.7579420308964515,4.10297958735733
drinks,0,59,2.4915254237288136,2.209643817204301,2.4953834950559832,2.7872647299509
drinks,1,59,2.9661016949152543,2.6832142857142856,2.96795200767195,3.2540706605222733
drinks,2,59,2.847457627118644,2.52720566318927,2.837719146450377,3.166847826086957
drinks,3,59,2.3728813559322033,2.053271186440678,2.3721842929739854,2.7122529644268774
driving,0,59,1.6271186440677967,1.4038377192982459,1.6244686244373516,1.8928761398176295
driving,1,59,3.084745762711864,2.7635930735930736,3.0731536480958987,3.400106382978723
driving,2,59,2.9661016949152543,2.6773107940446645,2.9581638582611065,3.274193548387097
driving,3,59,2.8135593220338984,2.441164007976072,2.8132807341716646,3.1848913043478264
fair,0,59,1.9152542372881356,1.647982180293501,1.9192512307907688,2.2501893939393938
fair,1,59,4.135593220338983,3.8490166293572114,4.142046719609927,4.423076923076923
fair,2,59,2.8813559322033897,2.603435598377282,2.8847209056678818,3.1481678486997633
fair,3,59,3.3728813559322033,3.0277243589743588,3.3715677273238516,3.720115942028985
gala,0,59,1.7118644067796611,1.4481800766283524,1.706204658928992,2.0181460084033613
gala,1,59,2.6610169491525424,2.38886815920398,2.669508543243916,3.0161803519061587
gala,2,59,3.0338983050847457,2.693517369727047,3.024348757845962,3.377892156862745
gala,3,59,3.9322033898305087,3.5956948138297875,3.9285820523699058,4.250113636363636
hike,0,59,1.542372881355932,1.3420753588516747,1.543841148760304,1.7581427539720753
hike,1,59,3.8983050847457625,3.5816958041958045,3.8965237985912733,4.232271489104116
hike,2,59,2.711864406779661,2.4202826086956524,2.7104827087488483,3.0208444148936167
hike,3,59,3.2542372881355934,2.923076923076923,3.2565756029027746,3.5714285714285716
oysters,0,59,1.9322033898305084,1.6666666666666665,1.9365650901626128,2.2222222222222223
oysters,1,59,4.322033898305085,3.9507560768795926,4.31906693419538,4.631612258494337
oysters,2,59,3.4406779661016946,3.1666666666666665,3.444079308110924,3.7551638837353125
oysters,3,59,4.254237288135593,3.9214885954381753,4.261403699862747,4.5946420104314845
social,0,59,1.8813559322033897,1.573711943793911,1.8788578072948365,2.25
social,1,59,3.542372881355932,3.235215336134454,3.5460046242259704,3.8491938250428817
social,2,59,2.983050847457627,2.7169137466307283,2.9876782200247707,3.2542372881355934
social,3,59,3.7457627118644066,3.382949709864603,3.739491864888815,4.1483237547892715
soup,0,59,1.8813559322033897,1.5483566646378575,1.8852791824024653,2.2641509433962264
soup,1,59,3.8135593220338984,3.5396520146520145,3.8236290334504544,4.111111111111111
soup,2,59,3.983050847457627,3.6734359317497494,3.9868391367075606,4.301623376623376
soup,3,59,3.084745762711864,2.7845652173913042,3.0814993239228374,3.3870967741935485
wedding,0,59,1.8135593220338984,1.5333064516129034,1.8233068436011908,2.18462962962963
wedding,1,59,3.8983050847457625,3.5999122807017545,3.8926911652972933,4.209034373586612
wedding,2,59,3.457627118644068,3.173060344827586,3.4606079380001478,3.7627349768875193
wedding,3,59,3.1864406779661016,2.870952807646356,3.1885938829219627,3.530616883116883
