subject_id,scenario_label,intimacy,motivation,action,p_action,intimacy_scaled,reward_condition,scenario_idx,pred_access_full_gamma
19b70ddd-31f8-5660-b10c-1d21450bb331,dip,100,high,3,0.28,1.0,1,5,0.22784017
19b70ddd-31f8-5660-b10c-1d21450bb331,drinks,75,low,0,0.5,0.75,0,6,0.7045375
19b70ddd-31f8-5660-b10c-1d21450bb331,drinks,75,low,1,0.31,0.75,0,6,0.1435551
19b70ddd-31f8-5660-b10c-1d21450bb331,drinks,75,low,2,0.14,0.75,0,6,0.08746405
19b70ddd-31f8-5660-b10c-1d21450bb331,drinks,75,low,3,0.05,0.75,0,6,0.06444328
19b70ddd-31f8-5660-b10c-1d21450bb331,driving,75,high,0,0.17,0.75,1,7,0.1351035
19b70ddd-31f8-5660-b10c-1d21450bb331,driving,75,high,1,0.49,0.75,1,7,0.40932438
19b70ddd-31f8-5660-b10c-1d21450bb331,driving,75,high,2,0.22,0.75,1,7,0.28989655
19b70ddd-31f8-5660-b10c-1d21450bb331,driving,75,high,3,0.12,0.75,1,7,0.16567567
19b70ddd-31f8-5660-b10c-1d21450bb331,fair,100,low,0,0.26,1.0,0,8,0.37053174
19b70ddd-31f8-5660-b10c-1d21450bb331,fair,100,low,1,0.58,1.0,0,8,0.2363968
19b70ddd-31f8-5660-b10c-1d21450bb331,fair,100,low,2,0.08,1.0,0,8,0.2622352
19b70ddd-31f8-5660-b10c-1d21450bb331,fair,100,low,3,0.08,1.0,0,8,0.1308363
19b70ddd-31f8-5660-b10c-1d21450bb331,gala,0,high,0,0.12,0.0,1,9,0.36991814
19b70ddd-31f8-5660-b10c-1d21450bb331,gala,0,high,1,0.49,0.0,1,9,0.39267284
19b70ddd-31f8-5660-b10c-1d21450bb331,gala,0,high,2,0.22,0.0,1,9,0.15431948
19b70ddd-31f8-5660-b10c-1d21450bb331,gala,0,high,3,0.17,0.0,1,9,0.083089605
19b70ddd-31f8-5660-b10c-1d21450bb331,hike,0,high,0,0.25,0.0,1,10,0.31990948
19b70ddd-31f8-5660-b10c-1d21450bb331,hike,0,high,1,0.62,0.0,1,10,0.5216798
19b70ddd-31f8-5660-b10c-1d21450bb331,hike,0,high,2,0.06,0.0,1,10,0.108692184
19b70ddd-31f8-5660-b10c-1d21450bb331,hike,0,high,3,0.07,0.0,1,10,0.049718577
19b70ddd-31f8-5660-b10c-1d21450bb331,oysters,75,low,0,0.35,0.75,0,11,0.4116703
19b70ddd-31f8-5660-b10c-1d21450bb331,oysters,75,low,1,0.34,0.75,0,11,0.20713082
19b70ddd-31f8-5660-b10c-1d21450bb331,oysters,75,low,2,0.15,0.75,0,11,0.2690045
19b70ddd-31f8-5660-b10c-1d21450bb331,oysters,75,low,3,0.16,0.75,0,11,0.112194374
19b70ddd-31f8-5660-b10c-1d21450bb331,social,50,low,0,0.68,0.5,0,12,0.6326194
19b70ddd-31f8-5660-b10c-1d21450bb331,social,50,low,1,0.17,0.5,0,12,0.10343386
19b70ddd-31f8-5660-b10c-1d21450bb331,social,50,low,2,0.07,0.5,0,12,0.17970979
19b70ddd-31f8-5660-b10c-1d21450bb331,social,50,low,3,0.08,0.5,0,12,0.08423695
19b70ddd-31f8-5660-b10c-1d21450bb331,soup,100,high,0,0.19,1.0,1,13,0.14633904
19b70ddd-31f8-5660-b10c-1d21450bb331,soup,100,high,1,0.32,1.0,1,13,0.24083959
19b70ddd-31f8-5660-b10c-1d21450bb331,soup,100,high,2,0.17,1.0,1,13,0.26933384
19b70ddd-31f8-5660-b10c-1d21450bb331,soup,100,high,3,0.32,1.0,1,13,0.34348753
19b70ddd-31f8-5660-b10c-1d21450bb331,takeout,100,low,0,0.33,1.0,0,14,0.3651162
19b70ddd-31f8-5660-b10c-1d21450bb331,takeout,100,low,1,0.29,1.0,0,14,0.27645305
19b70ddd-31f8-5660-b10c-1d21450bb331,takeout,100,low,2,0.28,1.0,0,14,0.2725342
19b70ddd-31f8-5660-b10c-1d21450bb331,takeout,100,low,3,0.1,1.0,0,14,0.085896574
19b70ddd-31f8-5660-b10c-1d21450bb331,wedding,0,low,0,0.5,0.0,0,15,0.77268213
19b70ddd-31f8-5660-b10c-1d21450bb331,wedding,0,low,1,0.19,0.0,0,15,0.1418967
19b70ddd-31f8-5660-b10c-1d21450bb331,wedding,0,low,2,0.19,0.0,0,15,0.0648113
19b70ddd-31f8-5660-b10c-1d21450bb331,wedding,0,low,3,0.12,0.0,0,15,0.020609858
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,apples,75,low,0,0.97,0.75,0,0,0.447258
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,apples,75,low,1,0.01,0.75,0,0,0.26342416
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,apples,75,low,2,0.01,0.75,0,0,0.14805049
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,apples,75,low,3,0.01,0.75,0,0,0.1412674
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,basketball,100,low,0,0.84,1.0,0,1,0.27969223
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,basketball,100,low,1,0.0,1.0,0,1,0.20069663
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,basketball,100,low,2,0.0,1.0,0,1,0.25980562
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,basketball,100,low,3,0.16,1.0,0,1,0.25980556
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,birthday,100,low,0,0.17,1.0,0,2,0.18114941
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,birthday,100,low,1,0.01,1.0,0,2,0.26089072
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,birthday,100,low,2,0.38,1.0,0,2,0.30576038
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,birthday,100,low,3,0.44,1.0,0,2,0.2521995
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,brunch,50,high,0,0.06,0.5,1,3,0.26137137
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,brunch,50,high,1,0.09,0.5,1,3,0.3238393
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,brunch,50,high,2,0.62,0.5,1,3,0.26117304
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,brunch,50,high,3,0.23,0.5,1,3,0.15361626
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,cooking,100,high,0,0.0,1.0,1,4,0.08743349
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,cooking,100,high,1,0.74,1.0,1,4,0.30014092
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,cooking,100,high,2,0.04,1.0,1,4,0.2935727
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,cooking,100,high,3,0.22,1.0,1,4,0.3188529
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,dip,50,low,0,0.84,0.5,0,5,0.6932131
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,dip,50,low,1,0.16,0.5,0,5,0.19159518
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,dip,50,low,2,0.0,0.5,0,5,0.08706623
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,dip,50,low,3,0.0,0.5,0,5,0.028125498
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,drinks,75,high,0,0.07,0.75,1,6,0.27833256
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,drinks,75,high,1,0.05,0.75,1,6,0.35063356
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,drinks,75,high,2,0.06,0.75,1,6,0.21363103
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,drinks,75,high,3,0.82,0.75,1,6,0.15740284
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,driving,75,low,0,0.03,0.75,0,7,0.36953267
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,driving,75,low,1,0.04,0.75,0,7,0.30730876
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,driving,75,low,2,0.09,0.75,0,7,0.21764581
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,driving,75,low,3,0.84,0.75,0,7,0.10551278
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,fair,0,high,0,0.09,0.0,1,8,0.32640508
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,fair,0,high,1,0.84,0.0,1,8,0.540167
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,fair,0,high,2,0.06,0.0,1,8,0.08559175
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,fair,0,high,3,0.01,0.0,1,8,0.047836132
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,gala,50,high,0,0.01,0.5,1,9,0.22198972
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,gala,50,high,1,0.33,0.5,1,9,0.39286163
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,gala,50,high,2,0.35,0.5,1,9,0.22126077
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,gala,50,high,3,0.31,0.5,1,9,0.1638879
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,hike,0,low,0,0.85,0.0,0,10,0.64159936
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,hike,0,low,1,0.13,0.0,0,10,0.25533968
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,hike,0,low,2,0.01,0.0,0,10,0.07569081
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,hike,0,low,3,0.01,0.0,0,10,0.027370106
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,oysters,75,high,0,0.02,0.75,1,11,0.17662722
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,oysters,75,high,1,0.52,0.75,1,11,0.31998342
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,oysters,75,high,2,0.28,0.75,1,11,0.30614635
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,oysters,75,high,3,0.18,0.75,1,11,0.19724306
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,social,100,high,0,0.0,1.0,1,12,0.13305385
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,social,100,high,1,0.02,1.0,1,12,0.29350144
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,social,100,high,2,0.49,1.0,1,12,0.29148328
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,social,100,high,3,0.49,1.0,1,12,0.28196135
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,soup,0,high,0,0.35,0.0,1,13,0.3310718
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,soup,0,high,1,0.47,0.0,1,13,0.5448662
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,soup,0,high,2,0.15,0.0,1,13,0.08330492
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,soup,0,high,3,0.03,0.0,1,13,0.040757075
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,takeout,50,low,0,0.65,0.5,0,14,0.56748694
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,takeout,50,low,1,0.25,0.5,0,14,0.30020222
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,takeout,50,low,2,0.1,0.5,0,14,0.10843349
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,takeout,50,low,3,0.0,0.5,0,14,0.023877341
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,wedding,0,low,0,0.97,0.0,0,15,0.77268213
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,wedding,0,low,1,0.01,0.0,0,15,0.1418967
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,wedding,0,low,2,0.01,0.0,0,15,0.0648113
19bf2c00-936f-53a5-b3d4-8bcba57c5b44,wedding,0,low,3,0.01,0.0,0,15,0.020609858
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,apples,100,low,0,0.34,1.0,0,0,0.2761688
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,apples,100,low,1,0.33,1.0,0,0,0.247245
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,apples,100,low,2,0.33,1.0,0,0,0.23829313
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,apples,100,low,3,0.0,1.0,0,0,0.23829311
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,basketball,50,low,0,0.25,0.5,0,1,0.505161
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,basketball,50,low,1,0.25,0.5,0,1,0.31404844
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,basketball,50,low,2,0.25,0.5,0,1,0.096867114
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,basketball,50,low,3,0.25,0.5,0,1,0.083923474
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,birthday,0,low,0,0.33,0.0,0,2,0.3523034
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,birthday,0,low,1,0.33,0.0,0,2,0.507386
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,birthday,0,low,2,0.17,0.0,0,2,0.110791706
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,birthday,0,low,3,0.17,0.0,0,2,0.029518887
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,brunch,0,high,0,0.5,0.0,1,3,0.26180592
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,brunch,0,high,1,0.0,0.0,1,3,0.39796382
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,brunch,0,high,2,0.5,0.0,1,3,0.24755734
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,brunch,0,high,3,0.0,0.0,1,3,0.09267295
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,cooking,75,low,0,0.25,0.75,0,4,0.6957702
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,cooking,75,low,1,0.25,0.75,0,4,0.14309031
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,cooking,75,low,2,0.25,0.75,0,4,0.093604214
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,cooking,75,low,3,0.25,0.75,0,4,0.06753522
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,dip,50,high,0,0.51,0.5,1,5,0.1520621
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,dip,50,high,1,0.0,0.5,1,5,0.5578234
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,dip,50,high,2,0.0,0.5,1,5,0.22538151
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,dip,50,high,3,0.49,0.5,1,5,0.06473294
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,drinks,75,high,0,0.25,0.75,1,6,0.27833256
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,drinks,75,high,1,0.25,0.75,1,6,0.35063356
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,drinks,75,high,2,0.25,0.75,1,6,0.21363103
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,drinks,75,high,3,0.25,0.75,1,6,0.15740284
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,driving,50,high,0,0.51,0.5,1,7,0.16074733
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,driving,50,high,1,0.49,0.5,1,7,0.4870178
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,driving,50,high,2,0.0,0.5,1,7,0.25592417
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,driving,50,high,3,0.0,0.5,1,7,0.09631069
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,fair,100,high,0,0.0,1.0,1,8,0.116963215
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,fair,100,high,1,0.34,1.0,1,8,0.2474626
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,fair,100,high,2,0.33,1.0,1,8,0.30874684
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,fair,100,high,3,0.33,1.0,1,8,0.32682738
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,gala,50,low,0,0.25,0.5,0,9,0.79520184
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,gala,50,low,1,0.25,0.5,0,9,0.10983461
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,gala,50,low,2,0.25,0.5,0,9,0.059997436
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,gala,50,low,3,0.25,0.5,0,9,0.034966037
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,hike,75,low,0,0.34,0.75,0,10,0.4188641
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,hike,75,low,1,0.33,0.75,0,10,0.2709454
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,hike,75,low,2,0.0,0.75,0,10,0.19254148
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,hike,75,low,3,0.33,0.75,0,10,0.117649004
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,oysters,0,high,0,0.0,0.0,1,11,0.36713034
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,oysters,0,high,1,0.0,0.0,1,11,0.251757
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,oysters,0,high,2,0.5,0.0,1,11,0.32237086
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,oysters,0,high,3,0.5,0.0,1,11,0.058741804
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,social,100,high,0,0.0,1.0,1,12,0.13305385
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,social,100,high,1,0.34,1.0,1,12,0.29350144
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,social,100,high,2,0.33,1.0,1,12,0.29148328
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,social,100,high,3,0.33,1.0,1,12,0.28196135
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,soup,100,low,0,0.25,1.0,0,13,0.17265384
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,soup,100,low,1,0.25,1.0,0,13,0.2467696
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,soup,100,low,2,0.25,1.0,0,13,0.26021537
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,soup,100,low,3,0.25,1.0,0,13,0.32036123
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,takeout,0,low,0,0.34,0.0,0,14,0.66916895
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,takeout,0,low,1,0.33,0.0,0,14,0.27415937
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,takeout,0,low,2,0.0,0.0,0,14,0.048414838
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,takeout,0,low,3,0.33,0.0,0,14,0.008256775
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,wedding,75,high,0,0.25,0.75,1,15,0.16501321
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,wedding,75,high,1,0.25,0.75,1,15,0.32890013
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,wedding,75,high,2,0.25,0.75,1,15,0.27954394
19d323a7-f567-5e3d-bfee-b4ded7a46a5d,wedding,75,high,3,0.25,0.75,1,15,0.22654271
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,apples,50,low,0,0.36,0.5,0,0,0.56864893
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,apples,50,low,1,0.52,0.5,0,0,0.24850366
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,apples,50,low,2,0.12,0.5,0,0,0.09509347
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,apples,50,low,3,0.0,0.5,0,0,0.08775395
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,basketball,75,high,0,0.0,0.75,1,1,0.20223837
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,basketball,75,high,1,0.6,0.75,1,1,0.38436523
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,basketball,75,high,2,0.4,0.75,1,1,0.2153484
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,basketball,75,high,3,0.0,0.75,1,1,0.19804801
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,birthday,50,low,0,0.0,0.5,0,2,0.29914954
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,birthday,50,low,1,0.7,0.5,0,2,0.43083405
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,birthday,50,low,2,0.3,0.5,0,2,0.18929946
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,birthday,50,low,3,0.0,0.5,0,2,0.08071703
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,brunch,50,high,0,0.0,0.5,1,3,0.26137137
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,brunch,50,high,1,0.6,0.5,1,3,0.3238393
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,brunch,50,high,2,0.4,0.5,1,3,0.26117304
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,brunch,50,high,3,0.0,0.5,1,3,0.15361626
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,cooking,0,high,0,0.0,0.0,1,4,0.32258898
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,cooking,0,high,1,1.0,0.0,1,4,0.41451508
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,cooking,0,high,2,0.0,0.0,1,4,0.17586832
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,cooking,0,high,3,0.0,0.0,1,4,0.08702758
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,dip,50,high,0,0.0,0.5,1,5,0.1520621
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,dip,50,high,1,1.0,0.5,1,5,0.5578234
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,dip,50,high,2,0.0,0.5,1,5,0.22538151
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,dip,50,high,3,0.0,0.5,1,5,0.06473294
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,drinks,100,high,0,0.0,1.0,1,6,0.17412922
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,drinks,100,high,1,0.0,1.0,1,6,0.28677985
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,drinks,100,high,2,0.1,1.0,1,6,0.2700779
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,drinks,100,high,3,0.9,1.0,1,6,0.269013
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,driving,75,high,0,0.0,0.75,1,7,0.1351035
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,driving,75,high,1,0.45,0.75,1,7,0.40932438
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,driving,75,high,2,0.45,0.75,1,7,0.28989655
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,driving,75,high,3,0.1,0.75,1,7,0.16567567
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,fair,0,low,0,0.0,0.0,0,8,0.62978035
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,fair,0,low,1,1.0,0.0,0,8,0.31427956
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,fair,0,low,2,0.0,0.0,0,8,0.04427682
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,fair,0,low,3,0.0,0.0,0,8,0.011663312
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,gala,0,low,0,1.0,0.0,0,9,0.8866782
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,gala,0,low,1,0.0,0.0,0,9,0.07345924
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,gala,0,low,2,0.0,0.0,0,9,0.028000446
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,gala,0,low,3,0.0,0.0,0,9,0.011862111
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,hike,75,low,0,0.66,0.75,0,10,0.4188641
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,hike,75,low,1,0.34,0.75,0,10,0.2709454
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,hike,75,low,2,0.0,0.75,0,10,0.19254148
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,hike,75,low,3,0.0,0.75,0,10,0.117649004
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,oysters,75,low,0,1.0,0.75,0,11,0.4116703
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,oysters,75,low,1,0.0,0.75,0,11,0.20713082
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,oysters,75,low,2,0.0,0.75,0,11,0.2690045
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,oysters,75,low,3,0.0,0.75,0,11,0.112194374
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,social,0,high,0,0.9,0.0,1,12,0.65139556
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,social,0,high,1,0.1,0.0,1,12,0.08862829
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,social,0,high,2,0.0,0.0,1,12,0.1875765
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,social,0,high,3,0.0,0.0,1,12,0.07239971
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,soup,100,low,0,0.39,1.0,0,13,0.17265384
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,soup,100,low,1,0.0,1.0,0,13,0.2467696
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,soup,100,low,2,0.0,1.0,0,13,0.26021537
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,soup,100,low,3,0.61,1.0,0,13,0.32036123
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,takeout,100,high,0,0.0,1.0,1,14,0.16335048
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,takeout,100,high,1,0.3,1.0,1,14,0.37776726
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,takeout,100,high,2,0.6,1.0,1,14,0.37241223
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,takeout,100,high,3,0.1,1.0,1,14,0.086470015
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,wedding,100,low,0,0.75,1.0,0,15,0.35762483
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,wedding,100,low,1,0.0,1.0,0,15,0.22430809
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,wedding,100,low,2,0.0,1.0,0,15,0.2361927
1d3e8a3c-208f-5272-b1e7-389f4a2efa1f,wedding,100,low,3,0.25,1.0,0,15,0.18187447
1e2ee641-3b58-5eff-ad2e-96b35f97ca0f,apples,75,high,0,0.0,0.75,1,0,0.17327306
1e2ee641-3b58-5eff-ad2e-96b35f97ca0f,apples,75,high,1,0.56,0.75,1,0,0.36745417
1e2ee641-3b58-5eff-ad2e-96b35f97ca0f,apples,75,high,2,0.33,0.75,1,0,0.23502025
1e2ee641-3b58-5eff-ad2e-96b35f97ca0f,apples,75,high,3,0.11,0.75,1,0,0.22425258
1e2ee641-3b58-5eff-ad2e-96b35f97ca0f,basketball,0,low,0,0.44,0.0,0,1,0.59798855
1e2ee641-3b58-5eff-ad2e-96b35f97ca0f,basketball,0,low,1,0.56,0.0,0,1,0.33563203
1e2ee641-3b58-5eff-ad2e-96b35f97ca0f,basketball,0,low,2,0.0,0.0,0,1,0.03724604
1e2ee641-3b58-5eff-ad2e-96b35f97ca0f,basketball,0,low,3,0.0,0.0,0,1,0.02913338
1e2ee641-3b58-5eff-ad2e-96b35f97ca0f,birthday,75,low,0,0.0,0.75,0,2,0.25470307
1e2ee641-3b58-5eff-ad2e-96b35f97ca0f,birthday,75,low,1,0.77,0.75,0,2,0.36682245
1e2ee641-3b58-5eff-ad2e-96b35f97ca0f,birthday,75,low,2,0.23,0.75,0,2,0.24243777
1e2ee641-3b58-5eff-ad2e-96b35f97ca0f,birthday,75,low,3,0.0,0.75,0,2,0.13603675
1e2ee641-3b58-5eff-ad2e-96b35f97ca0f,brunch,100,low,0,0.28,1.0,0,3,0.25663456
1e2ee641-3b58-5eff-ad2e-96b35f97ca0f,brunch,100,low,1,0.19,1.0,0,3,0.21827695
