subject_id,scenario_label,intimacy,motivation,action,p_action,intimacy_scaled,reward_condition,scenario_idx,pred_access_full,pred_access_only,pred_no_access,pred_access_full_prior,pred_access_only_prior,pred_no_access_prior
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,driving,50,low,0,0.05,0.5,0,7,0.5686277,0.3590441,0.4726396,0.5693742,0.36112496,0.52016795
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,driving,50,low,1,0.77,0.5,0,7,0.24213444,0.3590441,0.17578675,0.25588223,0.3790646,0.23235552
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,driving,50,low,2,0.09,0.5,0,7,0.124856055,0.18578182,0.17578676,0.1243121,0.18465933,0.17045486
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,driving,50,low,3,0.09,0.5,0,7,0.06438175,0.09612994,0.17578682,0.050431382,0.075151145,0.077021636
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,fair,50,high,0,0.05,0.5,1,8,0.24786104,0.43530235,0.11030073,0.2503338,0.4375163,0.14239028
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,fair,50,high,1,0.73,0.5,1,8,0.40436482,0.30297828,0.29656634,0.4172358,0.31259352,0.35947737
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,fair,50,high,2,0.11,0.5,1,8,0.19300467,0.14517218,0.29656652,0.21371625,0.16055086,0.36774465
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,fair,50,high,3,0.11,0.5,1,8,0.15476951,0.116547205,0.2965665,0.118714094,0.08933927,0.13038775
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,gala,100,low,0,0.56,1.0,0,9,0.43908417,0.25,0.4726396,0.46576583,0.27173334,0.53335536
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,gala,100,low,1,0.04,1.0,0,9,0.18697193,0.25,0.1757868,0.17060255,0.23259051,0.13748075
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,gala,100,low,2,0.07,1.0,0,9,0.18697193,0.25,0.17578681,0.17047016,0.23241043,0.1371941
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,gala,100,low,3,0.33,1.0,0,9,0.18697196,0.25,0.17578682,0.1931614,0.26326576,0.19196984
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,hike,100,low,0,0.2,1.0,0,10,0.43908426,0.25,0.4726397,0.45997295,0.2671592,0.5148793
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,hike,100,low,1,0.59,1.0,0,10,0.18697189,0.25,0.17578675,0.2035697,0.27617273,0.22070238
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,hike,100,low,2,0.12,1.0,0,10,0.18697195,0.25,0.17578681,0.1697297,0.23036635,0.13537973
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,hike,100,low,3,0.09,1.0,0,10,0.18697193,0.25,0.1757868,0.16672768,0.22630177,0.12903848
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,oysters,0,high,0,0.76,0.0,1,11,0.3621221,0.5698559,0.11030073,0.36339128,0.57030654,0.16155636
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,oysters,0,high,1,0.08,0.0,1,11,0.22611637,0.15257238,0.29656637,0.21814767,0.1473325,0.27883115
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,oysters,0,high,2,0.08,0.0,1,11,0.35163882,0.23672217,0.29656646,0.36191896,0.24397351,0.36659402
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,oysters,0,high,3,0.08,0.0,1,11,0.060122646,0.0408495,0.29656643,0.056542095,0.03838748,0.1930185
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,social,100,high,0,0.1,1.0,1,12,0.12429796,0.25,0.11030072,0.14080851,0.2767778,0.15751797
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,social,100,high,1,0.18,1.0,1,12,0.29190063,0.25,0.2965664,0.28925943,0.24347933,0.28447303
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,social,100,high,2,0.18,1.0,1,12,0.29190075,0.25,0.2965665,0.3123867,0.2628966,0.3498183
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,social,100,high,3,0.54,1.0,1,12,0.29190066,0.25,0.29656643,0.25754535,0.21684629,0.20819072
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,soup,75,low,0,0.41,0.75,0,13,0.55806124,0.34912792,0.4726397,0.59078395,0.38145432,0.57402366
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,soup,75,low,1,0.11,0.75,0,13,0.17638804,0.25954908,0.17578672,0.15248168,0.23036839,0.12028069
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,soup,75,low,2,0.24,0.75,0,13,0.1430148,0.21067213,0.17578675,0.14955026,0.22601882,0.19134967
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,soup,75,low,3,0.24,0.75,0,13,0.12253593,0.18065085,0.17578684,0.107184075,0.16215841,0.114346005
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,takeout,50,high,0,0.1,0.5,1,14,0.23330317,0.4159636,0.11030073,0.2423103,0.42702582,0.15645264
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,takeout,50,high,1,0.6,0.5,1,14,0.43934882,0.3339441,0.29656643,0.46712825,0.35269293,0.41021633
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,takeout,50,high,2,0.25,0.5,1,14,0.18166876,0.13872275,0.29656655,0.19557121,0.14816555,0.3474524
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,takeout,50,high,3,0.05,0.5,1,14,0.14567922,0.111369476,0.2965663,0.094990246,0.07211568,0.08587866
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,wedding,75,high,0,0.09,0.75,1,15,0.17909454,0.33828434,0.11030071,0.18676558,0.34876528,0.14117938
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,wedding,75,high,1,0.24,0.75,1,15,0.30201596,0.24333782,0.2965664,0.29985064,0.24004018,0.29706538
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,wedding,75,high,2,0.47,0.75,1,15,0.302016,0.24333782,0.29656643,0.3087912,0.24717952,0.32148007
2573e7f2-3cb1-5b2a-9c77-3c169c9accc5,wedding,75,high,3,0.2,0.75,1,15,0.2168735,0.17504,0.29656646,0.20459256,0.1640151,0.24027517
260b614b-507b-5e7c-94e9-d28e107fc436,apples,50,low,0,0.28,0.5,0,0,0.6812487,0.47520867,0.47263965,0.6752257,0.46998787,0.50183696
260b614b-507b-5e7c-94e9-d28e107fc436,apples,50,low,1,0.02,0.5,0,0,0.14958473,0.24588938,0.17578678,0.15125515,0.24655773,0.17619386
260b614b-507b-5e7c-94e9-d28e107fc436,apples,50,low,2,0.14,0.5,0,0,0.09203353,0.15167026,0.17578678,0.10168665,0.1660352,0.20036851
260b614b-507b-5e7c-94e9-d28e107fc436,apples,50,low,3,0.56,0.5,0,0,0.07713301,0.12723167,0.17578678,0.07183257,0.11741917,0.12160065
260b614b-507b-5e7c-94e9-d28e107fc436,basketball,100,high,0,0.15,1.0,1,1,0.124297954,0.25,0.11030072,0.14119266,0.27741253,0.15739875
260b614b-507b-5e7c-94e9-d28e107fc436,basketball,100,high,1,0.59,1.0,1,1,0.29190055,0.25,0.2965663,0.32478687,0.2731896,0.38528404
260b614b-507b-5e7c-94e9-d28e107fc436,basketball,100,high,2,0.23,1.0,1,1,0.29190072,0.25,0.2965665,0.27934918,0.23505716,0.2569393
260b614b-507b-5e7c-94e9-d28e107fc436,basketball,100,high,3,0.03,1.0,1,1,0.29190072,0.25,0.2965665,0.2546713,0.21434072,0.20037791
260b614b-507b-5e7c-94e9-d28e107fc436,birthday,75,high,0,0.02,0.75,1,2,0.16011046,0.30895054,0.11030073,0.14615823,0.28550774,0.096076034
260b614b-507b-5e7c-94e9-d28e107fc436,birthday,75,high,1,0.63,0.75,1,2,0.37600246,0.30895054,0.29656634,0.40066394,0.3349189,0.3768441
260b614b-507b-5e7c-94e9-d28e107fc436,birthday,75,high,2,0.28,0.75,1,2,0.2700022,0.22223717,0.29656643,0.27810854,0.23279327,0.31918624
260b614b-507b-5e7c-94e9-d28e107fc436,birthday,75,high,3,0.07,0.75,1,2,0.19388485,0.15986168,0.29656646,0.17506938,0.1467801,0.20789362
260b614b-507b-5e7c-94e9-d28e107fc436,brunch,75,high,0,0.05,0.75,1,3,0.16043083,0.30943537,0.11030069,0.1697353,0.32292503,0.13765493
260b614b-507b-5e7c-94e9-d28e107fc436,brunch,75,high,1,0.44,0.75,1,3,0.3318384,0.27272537,0.29656637,0.2936918,0.23941754,0.21422952
260b614b-507b-5e7c-94e9-d28e107fc436,brunch,75,high,2,0.18,0.75,1,3,0.2955211,0.2430246,0.29656643,0.3123532,0.25463435,0.336321
260b614b-507b-5e7c-94e9-d28e107fc436,brunch,75,high,3,0.33,0.75,1,3,0.21220967,0.1748147,0.29656652,0.22421971,0.18302307,0.31179452
260b614b-507b-5e7c-94e9-d28e107fc436,cooking,75,low,0,0.63,0.75,0,4,0.5501287,0.34190863,0.47263965,0.44688994,0.25686467,0.23792975
260b614b-507b-5e7c-94e9-d28e107fc436,cooking,75,low,1,0.21,0.75,0,4,0.18173066,0.26559585,0.17578676,0.236908,0.3180388,0.3096144
260b614b-507b-5e7c-94e9-d28e107fc436,cooking,75,low,2,0.09,0.75,0,4,0.14734653,0.21558018,0.17578675,0.16278833,0.2188039,0.18925425
260b614b-507b-5e7c-94e9-d28e107fc436,cooking,75,low,3,0.07,0.75,0,4,0.12079413,0.17691533,0.17578678,0.15341371,0.20629269,0.2632016
260b614b-507b-5e7c-94e9-d28e107fc436,dip,0,high,0,0.21,0.0,1,5,0.24161337,0.42745593,0.11030074,0.21390715,0.3883481,0.10302538
260b614b-507b-5e7c-94e9-d28e107fc436,dip,0,high,1,0.59,0.0,1,5,0.56740355,0.42745593,0.29656646,0.58638436,0.4555573,0.40410206
260b614b-507b-5e7c-94e9-d28e107fc436,dip,0,high,2,0.2,0.0,1,5,0.15086833,0.11444642,0.29656643,0.16383205,0.12792319,0.3422735
260b614b-507b-5e7c-94e9-d28e107fc436,dip,0,high,3,0.0,0.0,1,5,0.04011473,0.03064171,0.29656637,0.03587648,0.028171487,0.15059902
260b614b-507b-5e7c-94e9-d28e107fc436,drinks,100,low,0,0.54,1.0,0,6,0.43908402,0.25,0.47263944,0.4823128,0.28503573,0.5696002
260b614b-507b-5e7c-94e9-d28e107fc436,drinks,100,low,1,0.04,1.0,0,6,0.18697195,0.25,0.1757868,0.20115918,0.27771735,0.20815894
260b614b-507b-5e7c-94e9-d28e107fc436,drinks,100,low,2,0.04,1.0,0,6,0.18697202,0.25,0.17578687,0.1720404,0.23760746,0.13672125
260b614b-507b-5e7c-94e9-d28e107fc436,drinks,100,low,3,0.38,1.0,0,6,0.18697204,0.25,0.17578687,0.14448762,0.19963941,0.08551963
260b614b-507b-5e7c-94e9-d28e107fc436,driving,100,high,0,0.34,1.0,1,7,0.12429795,0.25,0.11030071,0.13766678,0.27157918,0.14278372
260b614b-507b-5e7c-94e9-d28e107fc436,driving,100,high,1,0.08,1.0,1,7,0.29190063,0.25,0.2965664,0.33759922,0.28507045,0.4151014
260b614b-507b-5e7c-94e9-d28e107fc436,driving,100,high,2,0.04,1.0,1,7,0.29190066,0.25,0.29656643,0.30085212,0.2541128,0.30451632
260b614b-507b-5e7c-94e9-d28e107fc436,driving,100,high,3,0.54,1.0,1,7,0.29190075,0.25,0.2965665,0.2238819,0.18923753,0.13759856
260b614b-507b-5e7c-94e9-d28e107fc436,fair,0,low,0,0.88,0.0,0,8,0.77977294,0.59975576,0.4726397,0.7683246,0.58565587,0.51936466
260b614b-507b-5e7c-94e9-d28e107fc436,fair,0,low,1,0.04,0.0,0,8,0.16024514,0.29054633,0.17578672,0.16809852,0.30012298,0.201464
260b614b-507b-5e7c-94e9-d28e107fc436,fair,0,low,2,0.04,0.0,0,8,0.03650678,0.06670513,0.17578684,0.043732293,0.07850554,0.20609729
260b614b-507b-5e7c-94e9-d28e107fc436,fair,0,low,3,0.04,0.0,0,8,0.023475172,0.042992834,0.17578681,0.019844534,0.0357156,0.07307398
260b614b-507b-5e7c-94e9-d28e107fc436,gala,50,high,0,0.08,0.5,1,9,0.26271436,0.45442563,0.1103007,0.27385435,0.46745163,0.14938216
260b614b-507b-5e7c-94e9-d28e107fc436,gala,50,high,1,0.39,0.5,1,9,0.31813246,0.23513551,0.2965664,0.2983933,0.21866003,0.25060517
260b614b-507b-5e7c-94e9-d28e107fc436,gala,50,high,2,0.27,0.5,1,9,0.25510895,0.18877162,0.29656643,0.2435711,0.17863266,0.25008267
260b614b-507b-5e7c-94e9-d28e107fc436,gala,50,high,3,0.26,0.5,1,9,0.16404426,0.12166724,0.29656646,0.1841813,0.13525565,0.34993
260b614b-507b-5e7c-94e9-d28e107fc436,hike,50,high,0,0.02,0.5,1,10,0.27669826,0.47199413,0.11030073,0.27496022,0.46884683,0.14021084
260b614b-507b-5e7c-94e9-d28e107fc436,hike,50,high,1,0.53,0.5,1,10,0.33506605,0.24422605,0.29656637,0.36199474,0.2648654,0.39115533
260b614b-507b-5e7c-94e9-d28e107fc436,hike,50,high,2,0.08,0.5,1,10,0.21545964,0.15740879,0.29656646,0.20141633,0.14767918,0.23993626
260b614b-507b-5e7c-94e9-d28e107fc436,hike,50,high,3,0.37,0.5,1,10,0.17277604,0.12637101,0.29656643,0.16162868,0.118608564,0.22869755
260b614b-507b-5e7c-94e9-d28e107fc436,oysters,100,low,0,0.18,1.0,0,11,0.43908426,0.25,0.47263965,0.47554645,0.27955368,0.55635494
260b614b-507b-5e7c-94e9-d28e107fc436,oysters,100,low,1,0.53,1.0,0,11,0.1869719,0.25,0.17578675,0.17603374,0.24181776,0.14753772
260b614b-507b-5e7c-94e9-d28e107fc436,oysters,100,low,2,0.2,1.0,0,11,0.18697196,0.25,0.17578681,0.19489662,0.2676628,0.19397563
260b614b-507b-5e7c-94e9-d28e107fc436,oysters,100,low,3,0.09,1.0,0,11,0.18697193,0.25,0.17578678,0.15352315,0.21096574,0.10213174
260b614b-507b-5e7c-94e9-d28e107fc436,social,75,low,0,0.88,0.75,0,12,0.5647954,0.3553337,0.47263965,0.5861924,0.3769953,0.5489086
260b614b-507b-5e7c-94e9-d28e107fc436,social,75,low,1,0.04,0.75,0,12,0.17270151,0.2556019,0.17578675,0.16294076,0.24516505,0.1523158
260b614b-507b-5e7c-94e9-d28e107fc436,social,75,low,2,0.04,0.75,0,12,0.13848859,0.20520246,0.17578681,0.14375027,0.21642597,0.1873037
260b614b-507b-5e7c-94e9-d28e107fc436,social,75,low,3,0.04,0.75,0,12,0.12401456,0.18386191,0.17578676,0.107116595,0.16141367,0.11147185
260b614b-507b-5e7c-94e9-d28e107fc436,soup,0,high,0,0.49,0.0,1,13,0.45725468,0.6623757,0.110300735,0.47091943,0.6737957,0.17153488
260b614b-507b-5e7c-94e9-d28e107fc436,soup,0,high,1,0.4,0.0,1,13,0.32596016,0.20232247,0.29656637,0.29239482,0.17998925,0.2339293
260b614b-507b-5e7c-94e9-d28e107fc436,soup,0,high,2,0.08,0.0,1,13,0.14086777,0.087820195,0.2965664,0.16115168,0.09946556,0.3721486
260b614b-507b-5e7c-94e9-d28e107fc436,soup,0,high,3,0.03,0.0,1,13,0.0759174,0.04748168,0.29656655,0.07553409,0.04674941,0.22238718
260b614b-507b-5e7c-94e9-d28e107fc436,takeout,0,low,0,0.68,0.0,0,14,0.7403341,0.547218,0.47263965,0.7332614,0.5398283,0.54691464
260b614b-507b-5e7c-94e9-d28e107fc436,takeout,0,low,1,0.25,0.0,0,14,0.20271769,0.3526934,0.17578676,0.21162505,0.364524,0.22033499
260b614b-507b-5e7c-94e9-d28e107fc436,takeout,0,low,2,0.06,0.0,0,14,0.03466037,0.060861856,0.17578684,0.03945766,0.06842081,0.18662332
260b614b-507b-5e7c-94e9-d28e107fc436,takeout,0,low,3,0.01,0.0,0,14,0.022287851,0.039226726,0.1757867,0.015655944,0.027226916,0.046127062
260b614b-507b-5e7c-94e9-d28e107fc436,wedding,50,low,0,0.63,0.5,0,15,0.64417565,0.4342902,0.47263965,0.64499533,0.4367341,0.51688015
260b614b-507b-5e7c-94e9-d28e107fc436,wedding,50,low,1,0.04,0.5,0,15,0.14144443,0.22471675,0.17578676,0.14011855,0.222208,0.16711082
260b614b-507b-5e7c-94e9-d28e107fc436,wedding,50,low,2,0.2,0.5,0,15,0.14144443,0.22471675,0.17578678,0.14429641,0.22881696,0.18084502
260b614b-507b-5e7c-94e9-d28e107fc436,wedding,50,low,3,0.13,0.5,0,15,0.0729355,0.11627622,0.17578681,0.07058968,0.11224095,0.13516411
263300c1-dcfe-52be-a99a-af45ed836bfe,apples,0,high,0,0.0,0.0,1,0,0.49338362,0.6938233,0.11030071,0.47036713,0.67328304,0.13403691
263300c1-dcfe-52be-a99a-af45ed836bfe,apples,0,high,1,0.0,0.0,1,0,0.30807883,0.18576322,0.29656643,0.31343663,0.19302489,0.30628002
263300c1-dcfe-52be-a99a-af45ed836bfe,apples,0,high,2,0.72,0.0,1,0,0.11662175,0.07067746,0.2965664,0.13504735,0.08345574,0.34830314
263300c1-dcfe-52be-a99a-af45ed836bfe,apples,0,high,3,0.28,0.0,1,0,0.081915826,0.049735963,0.2965664,0.08114892,0.05023626,0.21137995
263300c1-dcfe-52be-a99a-af45ed836bfe,basketball,100,high,0,0.0,1.0,1,1,0.124297954,0.25,0.11030072,0.14119266,0.27741253,0.15739875
263300c1-dcfe-52be-a99a-af45ed836bfe,basketball,100,high,1,0.77,1.0,1,1,0.29190055,0.25,0.2965663,0.32478687,0.2731896,0.38528404
263300c1-dcfe-52be-a99a-af45ed836bfe,basketball,100,high,2,0.12,1.0,1,1,0.29190072,0.25,0.2965665,0.27934918,0.23505716,0.2569393
263300c1-dcfe-52be-a99a-af45ed836bfe,basketball,100,high,3,0.11,1.0,1,1,0.29190072,0.25,0.2965665,0.2546713,0.21434072,0.20037791
263300c1-dcfe-52be-a99a-af45ed836bfe,birthday,75,low,0,0.11,0.75,0,2,0.512512,0.30895054,0.4726397,0.4829535,0.28550774,0.40889618
263300c1-dcfe-52be-a99a-af45ed836bfe,birthday,75,low,1,0.09,0.75,0,2,0.21823905,0.30895054,0.17578675,0.24262321,0.3349189,0.24643004
263300c1-dcfe-52be-a99a-af45ed836bfe,birthday,75,low,2,0.65,0.75,0,2,0.15671448,0.22223717,0.1757868,0.16840945,0.23279327,0.20872577
263300c1-dcfe-52be-a99a-af45ed836bfe,birthday,75,low,3,0.15,0.75,0,2,0.11253448,0.15986168,0.17578681,0.10601376,0.1467801,0.13594806
263300c1-dcfe-52be-a99a-af45ed836bfe,brunch,75,high,0,0.0,0.75,1,3,0.16043083,0.30943537,0.11030069,0.1697353,0.32292503,0.13765493
263300c1-dcfe-52be-a99a-af45ed836bfe,brunch,75,high,1,0.92,0.75,1,3,0.3318384,0.27272537,0.29656637,0.2936918,0.23941754,0.21422952
263300c1-dcfe-52be-a99a-af45ed836bfe,brunch,75,high,2,0.04,0.75,1,3,0.2955211,0.2430246,0.29656643,0.3123532,0.25463435,0.336321
263300c1-dcfe-52be-a99a-af45ed836bfe,brunch,75,high,3,0.04,0.75,1,3,0.21220967,0.1748147,0.29656652,0.22421971,0.18302307,0.31179452
263300c1-dcfe-52be-a99a-af45ed836bfe,cooking,75,low,0,0.96,0.75,0,4,0.5501287,0.34190863,0.47263965,0.44688994,0.25686467,0.23792975
263300c1-dcfe-52be-a99a-af45ed836bfe,cooking,75,low,1,0.0,0.75,0,4,0.18173066,0.26559585,0.17578676,0.236908,0.3180388,0.3096144
263300c1-dcfe-52be-a99a-af45ed836bfe,cooking,75,low,2,0.0,0.75,0,4,0.14734653,0.21558018,0.17578675,0.16278833,0.2188039,0.18925425
263300c1-dcfe-52be-a99a-af45ed836bfe,cooking,75,low,3,0.04,0.75,0,4,0.12079413,0.17691533,0.17578678,0.15341371,0.20629269,0.2632016
263300c1-dcfe-52be-a99a-af45ed836bfe,dip,50,low,0,0.94,0.5,0,5,0.5686277,0.3590441,0.4726397,0.5366929,0.33126613,0.42776465
263300c1-dcfe-52be-a99a-af45ed836bfe,dip,50,low,1,0.06,0.5,0,5,0.24213445,0.3590441,0.1757868,0.26962057,0.38859648,0.25780162
263300c1-dcfe-52be-a99a-af45ed836bfe,dip,50,low,2,0.0,0.5,0,5,0.12485603,0.18578182,0.17578678,0.13818084,0.199674,0.21835738
263300c1-dcfe-52be-a99a-af45ed836bfe,dip,50,low,3,0.0,0.5,0,5,0.064381704,0.09612994,0.17578675,0.055505637,0.0804634,0.09607641
263300c1-dcfe-52be-a99a-af45ed836bfe,drinks,0,low,0,0.98,0.0,0,6,0.72635835,0.5294457,0.47263944,0.72699064,0.5318723,0.5696002
263300c1-dcfe-52be-a99a-af45ed836bfe,drinks,0,low,1,0.02,0.0,0,6,0.19889095,0.3412388,0.1757868,0.20234273,0.34639117,0.20815894
263300c1-dcfe-52be-a99a-af45ed836bfe,drinks,0,low,2,0.0,0.0,0,6,0.05288362,0.09136276,0.17578687,0.051430583,0.08850975,0.13672125
263300c1-dcfe-52be-a99a-af45ed836bfe,drinks,0,low,3,0.0,0.0,0,6,0.02186714,0.037952736,0.17578687,0.019236108,0.033226825,0.08551963
263300c1-dcfe-52be-a99a-af45ed836bfe,driving,0,low,0,0.64,0.0,0,7,0.6372875,0.42745593,0.4726396,0.6270544,0.4181872,0.52016795
263300c1-dcfe-52be-a99a-af45ed836bfe,driving,0,low,1,0.36,0.0,0,7,0.2713713,0.42745593,0.17578675,0.28180426,0.43896154,0.23235552
263300c1-dcfe-52be-a99a-af45ed836bfe,driving,0,low,2,0.0,0.0,0,7,0.072155595,0.11444642,0.17578676,0.07463498,0.1168606,0.17045486
263300c1-dcfe-52be-a99a-af45ed836bfe,driving,0,low,3,0.0,0.0,0,7,0.019185632,0.03064171,0.17578682,0.016506372,0.025990589,0.077021636
263300c1-dcfe-52be-a99a-af45ed836bfe,fair,50,low,0,0.0,0.5,0,8,0.645064,0.43530235,0.4726397,0.6456588,0.4375163,0.51936466
263300c1-dcfe-52be-a99a-af45ed836bfe,fair,50,low,1,0.94,0.5,0,8,0.19082065,0.30297828,0.17578672,0.19721287,0.31259352,0.201464
263300c1-dcfe-52be-a99a-af45ed836bfe,fair,50,low,2,0.06,0.5,0,8,0.091079324,0.14517218,0.17578684,0.10101626,0.16055086,0.20609729
263300c1-dcfe-52be-a99a-af45ed836bfe,fair,50,low,3,0.0,0.5,0,8,0.073036075,0.116547205,0.17578681,0.056112025,0.08933927,0.07307398
263300c1-dcfe-52be-a99a-af45ed836bfe,gala,100,low,0,1.0,1.0,0,9,0.43908417,0.25,0.4726396,0.46576583,0.27173334,0.53335536
263300c1-dcfe-52be-a99a-af45ed836bfe,gala,100,low,1,0.0,1.0,0,9,0.18697193,0.25,0.1757868,0.17060255,0.23259051,0.13748075
263300c1-dcfe-52be-a99a-af45ed836bfe,gala,100,low,2,0.0,1.0,0,9,0.18697193,0.25,0.17578681,0.17047016,0.23241043,0.1371941
263300c1-dcfe-52be-a99a-af45ed836bfe,gala,100,low,3,0.0,1.0,0,9,0.18697196,0.25,0.17578682,0.1931614,0.26326576,0.19196984
263300c1-dcfe-52be-a99a-af45ed836bfe,hike,50,high,0,0.16,0.5,1,10,0.27669826,0.47199413,0.11030073,0.27496022,0.46884683,0.14021084
263300c1-dcfe-52be-a99a-af45ed836bfe,hike,50,high,1,0.78,0.5,1,10,0.33506605,0.24422605,0.29656637,0.36199474,0.2648654,0.39115533
263300c1-dcfe-52be-a99a-af45ed836bfe,hike,50,high,2,0.06,0.5,1,10,0.21545964,0.15740879,0.29656646,0.20141633,0.14767918,0.23993626
263300c1-dcfe-52be-a99a-af45ed836bfe,hike,50,high,3,0.0,0.5,1,10,0.17277604,0.12637101,0.29656643,0.16162868,0.118608564,0.22869755
263300c1-dcfe-52be-a99a-af45ed836bfe,oysters,100,low,0,1.0,1.0,0,11,0.43908426,0.25,0.47263965,0.47554645,0.27955368,0.55635494
263300c1-dcfe-52be-a99a-af45ed836bfe,oysters,100,low,1,0.0,1.0,0,11,0.1869719,0.25,0.17578675,0.17603374,0.24181776,0.14753772
263300c1-dcfe-52be-a99a-af45ed836bfe,oysters,100,low,2,0.0,1.0,0,11,0.18697196,0.25,0.17578681,0.19489662,0.2676628,0.19397563
263300c1-dcfe-52be-a99a-af45ed836bfe,oysters,100,low,3,0.0,1.0,0,11,0.18697193,0.25,0.17578678,0.15352315,0.21096574,0.10213174
263300c1-dcfe-52be-a99a-af45ed836bfe,social,75,high,0,0.0,0.75,1,12,0.19049183,0.3553337,0.11030072,0.20609985,0.3769953,0.15751797
263300c1-dcfe-52be-a99a-af45ed836bfe,social,75,high,1,0.88,0.75,1,12,0.32123575,0.2556019,0.2965664,0.31260583,0.24516505,0.28447303
263300c1-dcfe-52be-a99a-af45ed836bfe,social,75,high,2,0.06,0.75,1,12,0.25759754,0.20520246,0.2965665,0.2757884,0.21642597,0.3498183
263300c1-dcfe-52be-a99a-af45ed836bfe,social,75,high,3,0.06,0.75,1,12,0.23067494,0.18386191,0.29656643,0.20550583,0.16141367,0.20819072
263300c1-dcfe-52be-a99a-af45ed836bfe,soup,0,high,0,0.25,0.0,1,13,0.45725468,0.6623757,0.110300735,0.47091943,0.6737957,0.17153488
263300c1-dcfe-52be-a99a-af45ed836bfe,soup,0,high,1,0.74,0.0,1,13,0.32596016,0.20232247,0.29656637,0.29239482,0.17998925,0.2339293
263300c1-dcfe-52be-a99a-af45ed836bfe,soup,0,high,2,0.0,0.0,1,13,0.14086777,0.087820195,0.2965664,0.16115168,0.09946556,0.3721486
263300c1-dcfe-52be-a99a-af45ed836bfe,soup,0,high,3,0.01,0.0,1,13,0.0759174,0.04748168,0.29656655,0.07553409,0.04674941,0.22238718
263300c1-dcfe-52be-a99a-af45ed836bfe,takeout,50,high,0,0.01,0.5,1,14,0.23330317,0.4159636,0.11030073,0.2423103,0.42702582,0.15645264
263300c1-dcfe-52be-a99a-af45ed836bfe,takeout,50,high,1,0.89,0.5,1,14,0.43934882,0.3339441,0.29656643,0.46712825,0.35269293,0.41021633
263300c1-dcfe-52be-a99a-af45ed836bfe,takeout,50,high,2,0.06,0.5,1,14,0.18166876,0.13872275,0.29656655,0.19557121,0.14816555,0.3474524
263300c1-dcfe-52be-a99a-af45ed836bfe,takeout,50,high,3,0.04,0.5,1,14,0.14567922,0.111369476,0.2965663,0.094990246,0.07211568,0.08587866
263300c1-dcfe-52be-a99a-af45ed836bfe,wedding,100,high,0,0.0,1.0,1,15,0.124297954,0.25,0.11030071,0.13471395,0.26664802,0.14117938
263300c1-dcfe-52be-a99a-af45ed836bfe,wedding,100,high,1,0.51,1.0,1,15,0.29190066,0.25,0.2965664,0.2929273,0.24825458,0.29706538
263300c1-dcfe-52be-a99a-af45ed836bfe,wedding,100,high,2,0.49,1.0,1,15,0.2919007,0.25,0.29656643,0.30166146,0.25563824,0.32148007
263300c1-dcfe-52be-a99a-af45ed836bfe,wedding,100,high,3,0.0,1.0,1,15,0.29190072,0.25,0.29656646,0.2706973,0.2294591,0.24027517
276cc28c-e6fa-5b77-9af4-bdc59b3a91da,apples,75,low,0,0.78,0.75,0,0,0.5665085,0.3569247,0.47263965,0.5703498,0.36189812,0.50183696
276cc28c-e6fa-5b77-9af4-bdc59b3a91da,apples,75,low,1,0.19,0.75,0,0,0.17322537,0.25674638,0.17578678,0.17303808,0.2568186,0.17619386
