subject_id,scenario_label,intimacy,motivation,action,p_action,intimacy_scaled,reward_condition,scenario_idx,pred_access_full,pred_access_only,pred_no_access,pred_access_full_prior,pred_access_only_prior,pred_no_access_prior
7409d007-304a-5577-a896-765481db99b1,wedding,50,low,1,0.05,0.5,0,15,0.14144443,0.22471675,0.17578676,0.14011855,0.222208,0.16711082
7409d007-304a-5577-a896-765481db99b1,wedding,50,low,2,0.0,0.5,0,15,0.14144443,0.22471675,0.17578678,0.14429641,0.22881696,0.18084502
7409d007-304a-5577-a896-765481db99b1,wedding,50,low,3,0.0,0.5,0,15,0.0729355,0.11627622,0.17578681,0.07058968,0.11224095,0.13516411
7496ff4c-818f-52b8-87b6-5a92ca15e604,apples,75,low,0,0.99,0.75,0,0,0.5665085,0.3569247,0.47263965,0.5703498,0.36189812,0.50183696
7496ff4c-818f-52b8-87b6-5a92ca15e604,apples,75,low,1,0.01,0.75,0,0,0.17322537,0.25674638,0.17578678,0.17303808,0.2568186,0.17619386
7496ff4c-818f-52b8-87b6-5a92ca15e604,apples,75,low,2,0.0,0.75,0,0,0.13587543,0.20164369,0.17578678,0.1453129,0.21583776,0.20036851
7496ff4c-818f-52b8-87b6-5a92ca15e604,apples,75,low,3,0.0,0.75,0,0,0.124390714,0.18468517,0.17578678,0.11129925,0.16544554,0.12160065
7496ff4c-818f-52b8-87b6-5a92ca15e604,basketball,0,low,0,0.91,0.0,0,1,0.6729328,0.46655548,0.4726397,0.6744096,0.46964496,0.54868615
7496ff4c-818f-52b8-87b6-5a92ca15e604,basketball,0,low,1,0.0,0.0,0,1,0.28654978,0.46655548,0.17578672,0.28430218,0.46249577,0.20636575
7496ff4c-818f-52b8-87b6-5a92ca15e604,basketball,0,low,2,0.09,0.0,0,1,0.020258734,0.03344452,0.17578684,0.021598103,0.035493728,0.13762178
7496ff4c-818f-52b8-87b6-5a92ca15e604,basketball,0,low,3,0.0,0.0,0,1,0.020258734,0.03344452,0.17578684,0.019690115,0.03236554,0.10732638
7496ff4c-818f-52b8-87b6-5a92ca15e604,birthday,75,low,0,1.0,0.75,0,2,0.512512,0.30895054,0.4726397,0.4829535,0.28550774,0.40889618
7496ff4c-818f-52b8-87b6-5a92ca15e604,birthday,75,low,1,0.0,0.75,0,2,0.21823905,0.30895054,0.17578675,0.24262321,0.3349189,0.24643004
7496ff4c-818f-52b8-87b6-5a92ca15e604,birthday,75,low,2,0.0,0.75,0,2,0.15671448,0.22223717,0.1757868,0.16840945,0.23279327,0.20872577
7496ff4c-818f-52b8-87b6-5a92ca15e604,birthday,75,low,3,0.0,0.75,0,2,0.11253448,0.15986168,0.17578681,0.10601376,0.1467801,0.13594806
7496ff4c-818f-52b8-87b6-5a92ca15e604,brunch,50,low,0,0.01,0.5,0,3,0.5788949,0.36862385,0.4726396,0.5898441,0.38053656,0.5095412
7496ff4c-818f-52b8-87b6-5a92ca15e604,brunch,50,low,1,0.01,0.5,0,3,0.19123337,0.28634834,0.17578676,0.16650486,0.2512778,0.12184306
7496ff4c-818f-52b8-87b6-5a92ca15e604,brunch,50,low,2,0.98,0.5,0,3,0.15166567,0.22737573,0.17578682,0.15924738,0.24043205,0.19128259
7496ff4c-818f-52b8-87b6-5a92ca15e604,brunch,50,low,3,0.0,0.5,0,3,0.078206055,0.11765205,0.17578688,0.08440361,0.12775357,0.17733315
7496ff4c-818f-52b8-87b6-5a92ca15e604,cooking,0,low,0,0.41,0.0,0,4,0.7993682,0.6274099,0.47263965,0.7035466,0.5028729,0.23792975
7496ff4c-818f-52b8-87b6-5a92ca15e604,cooking,0,low,1,0.59,0.0,0,4,0.12328683,0.22845273,0.17578676,0.18564017,0.31078148,0.3096144
7496ff4c-818f-52b8-87b6-5a92ca15e604,cooking,0,low,2,0.0,0.0,0,4,0.05327994,0.09916228,0.17578675,0.07168215,0.12042997,0.18925425
7496ff4c-818f-52b8-87b6-5a92ca15e604,cooking,0,low,3,0.0,0.0,0,4,0.024065088,0.04497519,0.17578678,0.039131038,0.06591566,0.2632016
7496ff4c-818f-52b8-87b6-5a92ca15e604,dip,75,high,0,0.12,0.75,1,5,0.16011047,0.30895054,0.11030074,0.14971668,0.2912993,0.10302538
7496ff4c-818f-52b8-87b6-5a92ca15e604,dip,75,high,1,0.62,0.75,1,5,0.37600258,0.30895054,0.29656646,0.41041878,0.3417128,0.40410206
7496ff4c-818f-52b8-87b6-5a92ca15e604,dip,75,high,2,0.26,0.75,1,5,0.2700022,0.22223717,0.29656643,0.2848795,0.23751555,0.3422735
7496ff4c-818f-52b8-87b6-5a92ca15e604,dip,75,high,3,0.0,0.75,1,5,0.19388479,0.15986168,0.29656637,0.15498503,0.12947237,0.15059902
7496ff4c-818f-52b8-87b6-5a92ca15e604,drinks,50,high,0,1.0,0.5,1,6,0.22328204,0.40225807,0.11030064,0.23742886,0.42048344,0.16898264
7496ff4c-818f-52b8-87b6-5a92ca15e604,drinks,50,high,1,0.0,0.5,1,6,0.42047757,0.32294106,0.29656637,0.44141626,0.3349504,0.40191397
7496ff4c-818f-52b8-87b6-5a92ca15e604,drinks,50,high,2,0.0,0.5,1,6,0.21681832,0.16710085,0.2965665,0.20580721,0.15661061,0.26398185
7496ff4c-818f-52b8-87b6-5a92ca15e604,drinks,50,high,3,0.0,0.5,1,6,0.13942201,0.10769998,0.29656652,0.1153476,0.08795552,0.16512159
7496ff4c-818f-52b8-87b6-5a92ca15e604,driving,100,low,0,0.88,1.0,0,7,0.4390842,0.25,0.4726396,0.46556416,0.27157918,0.52016795
7496ff4c-818f-52b8-87b6-5a92ca15e604,driving,100,low,1,0.08,1.0,0,7,0.1869719,0.25,0.17578675,0.209229,0.28507045,0.23235552
7496ff4c-818f-52b8-87b6-5a92ca15e604,driving,100,low,2,0.01,1.0,0,7,0.18697193,0.25,0.17578676,0.18645477,0.2541128,0.17045486
7496ff4c-818f-52b8-87b6-5a92ca15e604,driving,100,low,3,0.03,1.0,0,7,0.18697198,0.25,0.17578682,0.13875206,0.18923753,0.077021636
7496ff4c-818f-52b8-87b6-5a92ca15e604,fair,50,low,0,0.29,0.5,0,8,0.645064,0.43530235,0.4726397,0.6456588,0.4375163,0.51936466
7496ff4c-818f-52b8-87b6-5a92ca15e604,fair,50,low,1,0.53,0.5,0,8,0.19082065,0.30297828,0.17578672,0.19721287,0.31259352,0.201464
7496ff4c-818f-52b8-87b6-5a92ca15e604,fair,50,low,2,0.18,0.5,0,8,0.091079324,0.14517218,0.17578684,0.10101626,0.16055086,0.20609729
7496ff4c-818f-52b8-87b6-5a92ca15e604,fair,50,low,3,0.0,0.5,0,8,0.073036075,0.116547205,0.17578681,0.056112025,0.08933927,0.07307398
7496ff4c-818f-52b8-87b6-5a92ca15e604,gala,0,high,0,0.54,0.0,1,9,0.45620975,0.66138196,0.1103007,0.45662448,0.66103154,0.14938216
7496ff4c-818f-52b8-87b6-5a92ca15e604,gala,0,high,1,0.26,0.0,1,9,0.28486672,0.17707743,0.2965664,0.27123785,0.16898125,0.25060517
7496ff4c-818f-52b8-87b6-5a92ca15e604,gala,0,high,2,0.13,0.0,1,9,0.18317959,0.11413008,0.29656643,0.18086763,0.11286463,0.25008267
7496ff4c-818f-52b8-87b6-5a92ca15e604,gala,0,high,3,0.07,0.0,1,9,0.07574392,0.047410443,0.29656646,0.091270074,0.057122633,0.34993
7496ff4c-818f-52b8-87b6-5a92ca15e604,hike,50,high,0,0.2,0.5,1,10,0.27669826,0.47199413,0.11030073,0.27496022,0.46884683,0.14021084
7496ff4c-818f-52b8-87b6-5a92ca15e604,hike,50,high,1,0.5,0.5,1,10,0.33506605,0.24422605,0.29656637,0.36199474,0.2648654,0.39115533
7496ff4c-818f-52b8-87b6-5a92ca15e604,hike,50,high,2,0.3,0.5,1,10,0.21545964,0.15740879,0.29656646,0.20141633,0.14767918,0.23993626
7496ff4c-818f-52b8-87b6-5a92ca15e604,hike,50,high,3,0.0,0.5,1,10,0.17277604,0.12637101,0.29656643,0.16162868,0.118608564,0.22869755
7496ff4c-818f-52b8-87b6-5a92ca15e604,oysters,75,high,0,0.57,0.75,1,11,0.17299661,0.32899234,0.11030073,0.18944214,0.35277435,0.16155636
7496ff4c-818f-52b8-87b6-5a92ca15e604,oysters,75,high,1,0.27,0.75,1,11,0.2917327,0.23665382,0.29656637,0.2825337,0.22558582,0.27883115
7496ff4c-818f-52b8-87b6-5a92ca15e604,oysters,75,high,2,0.09,0.75,1,11,0.3257815,0.26412183,0.29656646,0.34609216,0.27615172,0.36659402
7496ff4c-818f-52b8-87b6-5a92ca15e604,oysters,75,high,3,0.07,0.75,1,11,0.20948924,0.170232,0.29656643,0.18193197,0.14548808,0.1930185
7496ff4c-818f-52b8-87b6-5a92ca15e604,social,0,high,0,0.0,0.0,1,12,0.48812774,0.68934953,0.11030072,0.48409608,0.68523705,0.15751797
7496ff4c-818f-52b8-87b6-5a92ca15e604,social,0,high,1,0.0,0.0,1,12,0.3047969,0.18456542,0.2965664,0.2955517,0.18002754,0.28447303
7496ff4c-818f-52b8-87b6-5a92ca15e604,social,0,high,2,1.0,0.0,1,12,0.12603216,0.07666979,0.2965665,0.14214578,0.08685072,0.3498183
7496ff4c-818f-52b8-87b6-5a92ca15e604,social,0,high,3,0.0,0.0,1,12,0.0810432,0.049415264,0.29656643,0.07820652,0.04788463,0.20819072
7496ff4c-818f-52b8-87b6-5a92ca15e604,soup,100,high,0,0.87,1.0,1,13,0.12429798,0.25,0.110300735,0.14565,0.28472564,0.17153488
7496ff4c-818f-52b8-87b6-5a92ca15e604,soup,100,high,1,0.01,1.0,1,13,0.2919006,0.25,0.29656637,0.26952225,0.22568065,0.2339293
7496ff4c-818f-52b8-87b6-5a92ca15e604,soup,100,high,2,0.01,1.0,1,13,0.29190063,0.25,0.2965664,0.32033098,0.26811096,0.3721486
7496ff4c-818f-52b8-87b6-5a92ca15e604,soup,100,high,3,0.11,1.0,1,13,0.29190075,0.25,0.29656655,0.26449677,0.22148275,0.22238718
7496ff4c-818f-52b8-87b6-5a92ca15e604,takeout,100,low,0,0.2,1.0,0,14,0.4390842,0.25,0.47263965,0.48059022,0.28364506,0.54691464
7496ff4c-818f-52b8-87b6-5a92ca15e604,takeout,100,low,1,0.4,1.0,0,14,0.1869719,0.25,0.17578676,0.20784298,0.28654313,0.22033499
7496ff4c-818f-52b8-87b6-5a92ca15e604,takeout,100,low,2,0.39,1.0,0,14,0.18697198,0.25,0.17578684,0.19539285,0.26941946,0.18662332
7496ff4c-818f-52b8-87b6-5a92ca15e604,takeout,100,low,3,0.01,1.0,0,14,0.18697184,0.25,0.1757867,0.116173975,0.1603923,0.046127062
7496ff4c-818f-52b8-87b6-5a92ca15e604,wedding,100,high,0,0.46,1.0,1,15,0.124297954,0.25,0.11030071,0.13471395,0.26664802,0.14117938
7496ff4c-818f-52b8-87b6-5a92ca15e604,wedding,100,high,1,0.24,1.0,1,15,0.29190066,0.25,0.2965664,0.2929273,0.24825458,0.29706538
7496ff4c-818f-52b8-87b6-5a92ca15e604,wedding,100,high,2,0.11,1.0,1,15,0.2919007,0.25,0.29656643,0.30166146,0.25563824,0.32148007
7496ff4c-818f-52b8-87b6-5a92ca15e604,wedding,100,high,3,0.19,1.0,1,15,0.29190072,0.25,0.29656646,0.2706973,0.2294591,0.24027517
76dbb039-4342-5539-a49b-794567aa15b6,apples,0,high,0,0.0,0.0,1,0,0.49338362,0.6938233,0.11030071,0.47036713,0.67328304,0.13403691
76dbb039-4342-5539-a49b-794567aa15b6,apples,0,high,1,0.8,0.0,1,0,0.30807883,0.18576322,0.29656643,0.31343663,0.19302489,0.30628002
76dbb039-4342-5539-a49b-794567aa15b6,apples,0,high,2,0.2,0.0,1,0,0.11662175,0.07067746,0.2965664,0.13504735,0.08345574,0.34830314
76dbb039-4342-5539-a49b-794567aa15b6,apples,0,high,3,0.0,0.0,1,0,0.081915826,0.049735963,0.2965664,0.08114892,0.05023626,0.21137995
76dbb039-4342-5539-a49b-794567aa15b6,basketball,100,high,0,0.0,1.0,1,1,0.124297954,0.25,0.11030072,0.14119266,0.27741253,0.15739875
76dbb039-4342-5539-a49b-794567aa15b6,basketball,100,high,1,0.6,1.0,1,1,0.29190055,0.25,0.2965663,0.32478687,0.2731896,0.38528404
76dbb039-4342-5539-a49b-794567aa15b6,basketball,100,high,2,0.2,1.0,1,1,0.29190072,0.25,0.2965665,0.27934918,0.23505716,0.2569393
76dbb039-4342-5539-a49b-794567aa15b6,basketball,100,high,3,0.2,1.0,1,1,0.29190072,0.25,0.2965665,0.2546713,0.21434072,0.20037791
76dbb039-4342-5539-a49b-794567aa15b6,birthday,50,high,0,0.0,0.5,1,2,0.19291021,0.3590441,0.11030073,0.17243709,0.327142,0.096076034
76dbb039-4342-5539-a49b-794567aa15b6,birthday,50,high,1,1.0,0.5,1,2,0.4530292,0.3590441,0.29656634,0.47270223,0.38375854,0.3768441
76dbb039-4342-5539-a49b-794567aa15b6,birthday,50,high,2,0.0,0.5,1,2,0.23360348,0.18578182,0.29656643,0.24226046,0.19718811,0.31918624
76dbb039-4342-5539-a49b-794567aa15b6,birthday,50,high,3,0.0,0.5,1,2,0.12045709,0.09612994,0.29656646,0.11260021,0.091911376,0.20789362
76dbb039-4342-5539-a49b-794567aa15b6,brunch,50,high,0,0.0,0.5,1,3,0.19953132,0.36862385,0.11030069,0.20857723,0.38053656,0.13765493
76dbb039-4342-5539-a49b-794567aa15b6,brunch,50,high,1,1.0,0.5,1,3,0.363511,0.28634834,0.29656637,0.3212821,0.2512778,0.21422952
76dbb039-4342-5539-a49b-794567aa15b6,brunch,50,high,2,0.0,0.5,1,3,0.2882977,0.22737573,0.29656643,0.3072783,0.24043205,0.336321
76dbb039-4342-5539-a49b-794567aa15b6,brunch,50,high,3,0.0,0.5,1,3,0.14866006,0.11765205,0.29656652,0.16286232,0.12775357,0.31179452
76dbb039-4342-5539-a49b-794567aa15b6,cooking,75,high,0,0.0,0.75,1,4,0.18149161,0.34190863,0.11030072,0.1289709,0.25686467,0.045776013
76dbb039-4342-5539-a49b-794567aa15b6,cooking,75,high,1,0.5,0.75,1,4,0.3306458,0.26559585,0.29656643,0.37307903,0.3180388,0.38768277
76dbb039-4342-5539-a49b-794567aa15b6,cooking,75,high,2,0.0,0.75,1,4,0.26808637,0.21558018,0.2965664,0.25635654,0.2188039,0.23697415
76dbb039-4342-5539-a49b-794567aa15b6,cooking,75,high,3,0.5,0.75,1,4,0.21977623,0.17691533,0.29656646,0.24159354,0.20629269,0.32956707
76dbb039-4342-5539-a49b-794567aa15b6,dip,100,high,0,0.0,1.0,1,5,0.12429798,0.25,0.11030074,0.12169479,0.24453866,0.10302538
76dbb039-4342-5539-a49b-794567aa15b6,dip,100,high,1,1.0,1.0,1,5,0.2919007,0.25,0.29656646,0.3336023,0.28685957,0.40410206
76dbb039-4342-5539-a49b-794567aa15b6,dip,100,high,2,0.0,1.0,1,5,0.2919007,0.25,0.29656643,0.3136189,0.269717,0.3422735
76dbb039-4342-5539-a49b-794567aa15b6,dip,100,high,3,0.0,1.0,1,5,0.2919006,0.25,0.29656637,0.23108402,0.1988848,0.15059902
76dbb039-4342-5539-a49b-794567aa15b6,drinks,75,low,0,1.0,0.75,0,6,0.53341514,0.3270156,0.47263944,0.56232977,0.35449004,0.5696002
76dbb039-4342-5539-a49b-794567aa15b6,drinks,75,low,1,0.0,0.75,0,6,0.20340095,0.29300684,0.1757868,0.21197715,0.3122998,0.20815894
76dbb039-4342-5539-a49b-794567aa15b6,drinks,75,low,2,0.0,0.75,0,6,0.14605942,0.21076837,0.17578687,0.1338568,0.19752431,0.13672125
76dbb039-4342-5539-a49b-794567aa15b6,drinks,75,low,3,0.0,0.75,0,6,0.117124386,0.16920918,0.17578687,0.09183633,0.13568588,0.08551963
76dbb039-4342-5539-a49b-794567aa15b6,driving,100,low,0,0.65,1.0,0,7,0.4390842,0.25,0.4726396,0.46556416,0.27157918,0.52016795
76dbb039-4342-5539-a49b-794567aa15b6,driving,100,low,1,0.35,1.0,0,7,0.1869719,0.25,0.17578675,0.209229,0.28507045,0.23235552
76dbb039-4342-5539-a49b-794567aa15b6,driving,100,low,2,0.0,1.0,0,7,0.18697193,0.25,0.17578676,0.18645477,0.2541128,0.17045486
76dbb039-4342-5539-a49b-794567aa15b6,driving,100,low,3,0.0,1.0,0,7,0.18697198,0.25,0.17578682,0.13875206,0.18923753,0.077021636
76dbb039-4342-5539-a49b-794567aa15b6,fair,75,high,0,0.0,0.75,1,8,0.18114077,0.34138972,0.11030073,0.19030842,0.35405374,0.14239028
76dbb039-4342-5539-a49b-794567aa15b6,fair,75,high,1,0.5,0.75,1,8,0.35455546,0.28481355,0.29656634,0.3747802,0.29868916,0.35947737
76dbb039-4342-5539-a49b-794567aa15b6,fair,75,high,2,0.25,0.75,1,8,0.24495232,0.19714992,0.29656652,0.26936516,0.21496506,0.36774465
76dbb039-4342-5539-a49b-794567aa15b6,fair,75,high,3,0.25,0.75,1,8,0.21935135,0.17664683,0.2965665,0.1655462,0.13229205,0.13038775
76dbb039-4342-5539-a49b-794567aa15b6,gala,0,high,0,0.0,0.0,1,9,0.45620975,0.66138196,0.1103007,0.45662448,0.66103154,0.14938216
76dbb039-4342-5539-a49b-794567aa15b6,gala,0,high,1,1.0,0.0,1,9,0.28486672,0.17707743,0.2965664,0.27123785,0.16898125,0.25060517
76dbb039-4342-5539-a49b-794567aa15b6,gala,0,high,2,0.0,0.0,1,9,0.18317959,0.11413008,0.29656643,0.18086763,0.11286463,0.25008267
76dbb039-4342-5539-a49b-794567aa15b6,gala,0,high,3,0.0,0.0,1,9,0.07574392,0.047410443,0.29656646,0.091270074,0.057122633,0.34993
76dbb039-4342-5539-a49b-794567aa15b6,hike,75,low,0,1.0,0.75,0,10,0.5647954,0.3553337,0.4726397,0.5724292,0.36386603,0.5148793
76dbb039-4342-5539-a49b-794567aa15b6,hike,75,low,1,0.0,0.75,0,10,0.1727015,0.2556019,0.17578675,0.18705247,0.27806348,0.22070238
76dbb039-4342-5539-a49b-794567aa15b6,hike,75,low,2,0.0,0.75,0,10,0.13848858,0.20520246,0.17578681,0.12740369,0.18963134,0.13537973
76dbb039-4342-5539-a49b-794567aa15b6,hike,75,low,3,0.0,0.75,0,10,0.12401456,0.18386191,0.1757868,0.11311464,0.16843912,0.12903848
76dbb039-4342-5539-a49b-794567aa15b6,oysters,0,low,0,1.0,0.0,0,11,0.7579182,0.5698559,0.47263965,0.7569755,0.57030654,0.55635494
76dbb039-4342-5539-a49b-794567aa15b6,oysters,0,low,1,0.0,0.0,0,11,0.085813746,0.15257238,0.17578675,0.08327755,0.1473325,0.14753772
76dbb039-4342-5539-a49b-794567aa15b6,oysters,0,low,2,0.0,0.0,0,11,0.13345091,0.23672217,0.17578681,0.13816203,0.24397351,0.19397563
76dbb039-4342-5539-a49b-794567aa15b6,oysters,0,low,3,0.0,0.0,0,11,0.022817226,0.0408495,0.17578678,0.021584857,0.03838748,0.10213174
76dbb039-4342-5539-a49b-794567aa15b6,social,50,low,0,1.0,0.5,0,12,0.67842996,0.47199413,0.47263965,0.6883428,0.48503646,0.5489086
76dbb039-4342-5539-a49b-794567aa15b6,social,50,low,1,0.0,0.5,0,12,0.14896578,0.24422605,0.17578675,0.14127167,0.23317869,0.1523158
76dbb039-4342-5539-a49b-794567aa15b6,social,50,low,2,0.0,0.5,0,12,0.09579041,0.15740879,0.17578681,0.1018141,0.16829358,0.1873037
76dbb039-4342-5539-a49b-794567aa15b6,social,50,low,3,0.0,0.5,0,12,0.076813854,0.12637101,0.17578676,0.06857138,0.11349126,0.11147185
76dbb039-4342-5539-a49b-794567aa15b6,soup,100,low,0,1.0,1.0,0,13,0.43908426,0.25,0.4726397,0.4819352,0.28472564,0.57402366
76dbb039-4342-5539-a49b-794567aa15b6,soup,100,low,1,0.0,1.0,0,13,0.18697186,0.25,0.17578672,0.16343415,0.22568065,0.12028069
76dbb039-4342-5539-a49b-794567aa15b6,soup,100,low,2,0.0,1.0,0,13,0.18697189,0.25,0.17578675,0.19424379,0.26811096,0.19134967
76dbb039-4342-5539-a49b-794567aa15b6,soup,100,low,3,0.0,1.0,0,13,0.18697198,0.25,0.17578684,0.16038679,0.22148275,0.114346005
76dbb039-4342-5539-a49b-794567aa15b6,takeout,50,low,0,0.0,0.5,0,14,0.62661266,0.4159636,0.47263965,0.6357093,0.42702582,0.54691464
76dbb039-4342-5539-a49b-794567aa15b6,takeout,50,low,1,1.0,0.5,0,14,0.21396632,0.3339441,0.17578676,0.22459128,0.35269293,0.22033499
76dbb039-4342-5539-a49b-794567aa15b6,takeout,50,low,2,0.0,0.5,0,14,0.08847411,0.13872275,0.17578684,0.094028965,0.14816555,0.18662332
76dbb039-4342-5539-a49b-794567aa15b6,takeout,50,low,3,0.0,0.5,0,14,0.07094693,0.111369476,0.1757867,0.045670494,0.07211568,0.046127062
76dbb039-4342-5539-a49b-794567aa15b6,wedding,0,low,0,1.0,0.0,0,15,0.7958292,0.62221515,0.47263965,0.78559756,0.609337,0.51688015
76dbb039-4342-5539-a49b-794567aa15b6,wedding,0,low,1,0.0,0.0,0,15,0.090106145,0.16659097,0.17578676,0.093038075,0.16942742,0.16711082
76dbb039-4342-5539-a49b-794567aa15b6,wedding,0,low,2,0.0,0.0,0,15,0.09010617,0.16659097,0.17578678,0.09581217,0.17446658,0.18084502
76dbb039-4342-5539-a49b-794567aa15b6,wedding,0,low,3,0.0,0.0,0,15,0.023958549,0.044602815,0.17578681,0.025552185,0.0467691,0.13516411
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,apples,0,low,0,1.0,0.0,0,0,0.8430366,0.6938233,0.47263965,0.82894564,0.67328304,0.50183696
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,apples,0,low,1,0.0,0.0,0,0,0.09545113,0.18576322,0.17578678,0.10122991,0.19302489,0.17619386
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,apples,0,low,2,0.0,0.0,0,0,0.03613256,0.07067746,0.17578678,0.043615934,0.08345574,0.20036851
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,apples,0,low,3,0.0,0.0,0,0,0.025379729,0.049735963,0.17578678,0.026208475,0.05023626,0.12160065
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,basketball,75,high,0,0.0,0.75,1,1,0.17330174,0.3295035,0.11030072,0.1864903,0.34842315,0.15739875
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,basketball,75,high,1,0.35,0.75,1,1,0.40698072,0.3295035,0.2965663,0.42898548,0.34311926,0.38528404
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,basketball,75,high,2,0.0,0.75,1,1,0.20985876,0.1704965,0.2965665,0.20114681,0.16133851,0.2569393
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,basketball,75,high,3,0.65,0.75,1,1,0.20985876,0.1704965,0.2965665,0.18337739,0.14711916,0.20037791
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,birthday,75,low,0,0.17,0.75,0,2,0.512512,0.30895054,0.4726397,0.4829535,0.28550774,0.40889618
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,birthday,75,low,1,0.26,0.75,0,2,0.21823905,0.30895054,0.17578675,0.24262321,0.3349189,0.24643004
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,birthday,75,low,2,0.37,0.75,0,2,0.15671448,0.22223717,0.1757868,0.16840945,0.23279327,0.20872577
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,birthday,75,low,3,0.2,0.75,0,2,0.11253448,0.15986168,0.17578681,0.10601376,0.1467801,0.13594806
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,brunch,50,high,0,0.0,0.5,1,3,0.19953132,0.36862385,0.11030069,0.20857723,0.38053656,0.13765493
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,brunch,50,high,1,0.2,0.5,1,3,0.363511,0.28634834,0.29656637,0.3212821,0.2512778,0.21422952
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,brunch,50,high,2,0.49,0.5,1,3,0.2882977,0.22737573,0.29656643,0.3072783,0.24043205,0.336321
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,brunch,50,high,3,0.31,0.5,1,3,0.14866006,0.11765205,0.29656652,0.16286232,0.12775357,0.31179452
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,cooking,50,high,0,0.0,0.5,1,4,0.25208914,0.4407776,0.11030072,0.1781378,0.33567286,0.045776013
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,cooking,50,high,1,0.0,0.5,1,4,0.35628363,0.26597574,0.29656643,0.4083806,0.32968485,0.38768277
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,cooking,50,high,2,0.74,0.5,1,4,0.23421754,0.17523348,0.2965664,0.23156549,0.18731627,0.23697415
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,cooking,50,high,3,0.26,0.5,1,4,0.15740962,0.11801314,0.29656646,0.18191616,0.14732598,0.32956707
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,dip,100,high,0,0.0,1.0,1,5,0.12429798,0.25,0.11030074,0.12169479,0.24453866,0.10302538
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,dip,100,high,1,0.0,1.0,1,5,0.2919007,0.25,0.29656646,0.3336023,0.28685957,0.40410206
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,dip,100,high,2,1.0,1.0,1,5,0.2919007,0.25,0.29656643,0.3136189,0.269717,0.3422735
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,dip,100,high,3,0.0,1.0,1,5,0.2919006,0.25,0.29656637,0.23108402,0.1988848,0.15059902
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,drinks,75,low,0,0.7,0.75,0,6,0.53341514,0.3270156,0.47263944,0.56232977,0.35449004,0.5696002
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,drinks,75,low,1,0.0,0.75,0,6,0.20340095,0.29300684,0.1757868,0.21197715,0.3122998,0.20815894
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,drinks,75,low,2,0.0,0.75,0,6,0.14605942,0.21076837,0.17578687,0.1338568,0.19752431,0.13672125
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,drinks,75,low,3,0.3,0.75,0,6,0.117124386,0.16920918,0.17578687,0.09183633,0.13568588,0.08551963
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,driving,100,low,0,0.0,1.0,0,7,0.4390842,0.25,0.4726396,0.46556416,0.27157918,0.52016795
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,driving,100,low,1,0.15,1.0,0,7,0.1869719,0.25,0.17578675,0.209229,0.28507045,0.23235552
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,driving,100,low,2,0.0,1.0,0,7,0.18697193,0.25,0.17578676,0.18645477,0.2541128,0.17045486
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,driving,100,low,3,0.85,1.0,0,7,0.18697198,0.25,0.17578682,0.13875206,0.18923753,0.077021636
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,fair,100,low,0,0.0,1.0,0,8,0.43908426,0.25,0.4726397,0.46535456,0.27141327,0.51936466
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,fair,100,low,1,0.0,1.0,0,8,0.18697186,0.25,0.17578672,0.19844002,0.27036214,0.201464
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,fair,100,low,2,0.0,1.0,0,8,0.18697198,0.25,0.17578684,0.20012565,0.27265283,0.20609729
7953e607-0ce9-59d4-ad7f-e92cc59e1a4a,fair,100,low,3,1.0,1.0,0,8,0.18697195,0.25,0.17578681,0.13607977,0.18557179,0.07307398
