subject_id,scenario_label,intimacy,motivation,action,p_action,intimacy_scaled,reward_condition,scenario_idx,pred_access_full_gamma,pred_access_full_typed_gamma,pred_access_full_gamma_alpha,pred_access_full_gamma_vpow
40bd5b02-b879-5f02-8ba6-1776564b4b04,towel,0,low,2,0.07,0.0,0,15,0.10554878,0.10106334,0.10566545,0.1032099
40bd5b02-b879-5f02-8ba6-1776564b4b04,towel,0,low,3,0.0,0.0,0,15,0.053395312,0.049762227,0.053495683,0.052108675
5f70cbd5-2cc1-521e-9464-87016bc694c8,bed,50,low,0,1.0,0.5,0,0,0.33744445,0.34258372,0.33616352,0.33796647
5f70cbd5-2cc1-521e-9464-87016bc694c8,bed,50,low,1,0.0,0.5,0,0,0.23719971,0.23693117,0.23678643,0.23448291
5f70cbd5-2cc1-521e-9464-87016bc694c8,bed,50,low,2,0.0,0.5,0,0,0.23038752,0.22879282,0.230951,0.22966854
5f70cbd5-2cc1-521e-9464-87016bc694c8,bed,50,low,3,0.0,0.5,0,0,0.19496834,0.19169225,0.19609916,0.19788206
5f70cbd5-2cc1-521e-9464-87016bc694c8,blanket,0,high,0,0.51,0.0,1,1,0.38968873,0.3980529,0.38778824,0.40633976
5f70cbd5-2cc1-521e-9464-87016bc694c8,blanket,0,high,1,0.49,0.0,1,1,0.39422762,0.3965307,0.39482734,0.37089524
5f70cbd5-2cc1-521e-9464-87016bc694c8,blanket,0,high,2,0.0,0.0,1,1,0.14446914,0.13874596,0.14524207,0.14536984
5f70cbd5-2cc1-521e-9464-87016bc694c8,blanket,0,high,3,0.0,0.0,1,1,0.07161454,0.06667045,0.07214239,0.07739514
5f70cbd5-2cc1-521e-9464-87016bc694c8,breakup,50,high,0,0.0,0.5,1,2,0.24017376,0.23678558,0.23829877,0.23968078
5f70cbd5-2cc1-521e-9464-87016bc694c8,breakup,50,high,1,0.0,0.5,1,2,0.2546736,0.25278726,0.25374454,0.27119702
5f70cbd5-2cc1-521e-9464-87016bc694c8,breakup,50,high,2,0.0,0.5,1,2,0.29373485,0.29552191,0.29519668,0.27536973
5f70cbd5-2cc1-521e-9464-87016bc694c8,breakup,50,high,3,1.0,0.5,1,2,0.21141773,0.21490523,0.21276,0.21375242
5f70cbd5-2cc1-521e-9464-87016bc694c8,chapstick,100,low,0,0.0,1.0,0,3,0.19015764,0.19011521,0.18934259,0.20261686
5f70cbd5-2cc1-521e-9464-87016bc694c8,chapstick,100,low,1,1.0,1.0,0,3,0.24477658,0.24435917,0.24457365,0.2351519
5f70cbd5-2cc1-521e-9464-87016bc694c8,chapstick,100,low,2,0.0,1.0,0,3,0.26610553,0.26612335,0.2663038,0.2547343
5f70cbd5-2cc1-521e-9464-87016bc694c8,chapstick,100,low,3,0.0,1.0,0,3,0.2989602,0.29940227,0.2997799,0.30749696
5f70cbd5-2cc1-521e-9464-87016bc694c8,gossip,75,low,0,0.27,0.75,0,4,0.3515246,0.35123214,0.35233757,0.35465187
5f70cbd5-2cc1-521e-9464-87016bc694c8,gossip,75,low,1,0.25,0.75,0,4,0.29409078,0.29398543,0.2943723,0.27470484
5f70cbd5-2cc1-521e-9464-87016bc694c8,gossip,75,low,2,0.24,0.75,0,4,0.20318212,0.20336545,0.20278093,0.22166488
5f70cbd5-2cc1-521e-9464-87016bc694c8,gossip,75,low,3,0.24,0.75,0,4,0.15120256,0.151417,0.15050921,0.14897843
5f70cbd5-2cc1-521e-9464-87016bc694c8,hairbrush,100,high,0,0.0,1.0,1,5,0.19827689,0.19851214,0.19761062,0.21481992
5f70cbd5-2cc1-521e-9464-87016bc694c8,hairbrush,100,high,1,1.0,1.0,1,5,0.23971142,0.23893169,0.23937874,0.24560969
5f70cbd5-2cc1-521e-9464-87016bc694c8,hairbrush,100,high,2,0.0,1.0,1,5,0.27109563,0.27099988,0.27136266,0.26797774
5f70cbd5-2cc1-521e-9464-87016bc694c8,hairbrush,100,high,3,0.0,1.0,1,5,0.29091603,0.2915563,0.29164797,0.27159265
5f70cbd5-2cc1-521e-9464-87016bc694c8,harmonica,0,low,0,1.0,0.0,0,6,0.4617061,0.47053498,0.46117195,0.47638157
5f70cbd5-2cc1-521e-9464-87016bc694c8,harmonica,0,low,1,0.0,0.0,0,6,0.27987576,0.27849358,0.27969128,0.27798775
5f70cbd5-2cc1-521e-9464-87016bc694c8,harmonica,0,low,2,0.0,0.0,0,6,0.1980652,0.19440313,0.19841172,0.18892084
5f70cbd5-2cc1-521e-9464-87016bc694c8,harmonica,0,low,3,0.0,0.0,0,6,0.060352918,0.056568325,0.060724996,0.056709778
5f70cbd5-2cc1-521e-9464-87016bc694c8,hat,100,high,0,0.0,1.0,1,7,0.17810921,0.17821966,0.17718756,0.1768417
5f70cbd5-2cc1-521e-9464-87016bc694c8,hat,100,high,1,0.0,1.0,1,7,0.2900148,0.29002053,0.2905756,0.3017747
5f70cbd5-2cc1-521e-9464-87016bc694c8,hat,100,high,2,0.0,1.0,1,7,0.2390799,0.23837705,0.23872331,0.23499744
5f70cbd5-2cc1-521e-9464-87016bc694c8,hat,100,high,3,1.0,1.0,1,7,0.2927961,0.29338276,0.29351354,0.2863862
5f70cbd5-2cc1-521e-9464-87016bc694c8,home,75,high,0,0.0,0.75,1,8,0.20885213,0.20866585,0.20785153,0.20129082
5f70cbd5-2cc1-521e-9464-87016bc694c8,home,75,high,1,1.0,0.75,1,8,0.28022653,0.2790894,0.28011686,0.2783098
5f70cbd5-2cc1-521e-9464-87016bc694c8,home,75,high,2,0.0,0.75,1,8,0.29703793,0.29704437,0.29776597,0.28414953
5f70cbd5-2cc1-521e-9464-87016bc694c8,home,75,high,3,0.0,0.75,1,8,0.21388341,0.21520038,0.21426561,0.23624991
5f70cbd5-2cc1-521e-9464-87016bc694c8,locker-room,50,low,0,0.25,0.5,0,9,0.2742865,0.2760811,0.27317858,0.2687269
5f70cbd5-2cc1-521e-9464-87016bc694c8,locker-room,50,low,1,0.25,0.5,0,9,0.29209894,0.29380292,0.2917556,0.28904647
5f70cbd5-2cc1-521e-9464-87016bc694c8,locker-room,50,low,2,0.25,0.5,0,9,0.27204823,0.27222523,0.27230296,0.26957336
5f70cbd5-2cc1-521e-9464-87016bc694c8,locker-room,50,low,3,0.25,0.5,0,9,0.16156632,0.15789075,0.16276294,0.1726533
5f70cbd5-2cc1-521e-9464-87016bc694c8,navigation,75,high,0,0.0,0.75,1,10,0.17576978,0.175029,0.17408656,0.16252442
5f70cbd5-2cc1-521e-9464-87016bc694c8,navigation,75,high,1,0.5,0.75,1,10,0.28837875,0.28818113,0.2885823,0.28103057
5f70cbd5-2cc1-521e-9464-87016bc694c8,navigation,75,high,2,0.0,0.75,1,10,0.26878428,0.26904315,0.26935002,0.27597857
5f70cbd5-2cc1-521e-9464-87016bc694c8,navigation,75,high,3,0.5,0.75,1,10,0.2670672,0.26774678,0.2679812,0.2804665
5f70cbd5-2cc1-521e-9464-87016bc694c8,payment,75,low,0,0.23,0.75,0,11,0.23257764,0.23199391,0.23162925,0.23892608
5f70cbd5-2cc1-521e-9464-87016bc694c8,payment,75,low,1,0.23,0.75,0,11,0.25169727,0.25131696,0.25159413,0.2522546
5f70cbd5-2cc1-521e-9464-87016bc694c8,payment,75,low,2,0.26,0.75,0,11,0.24426857,0.2442526,0.24428488,0.23356934
5f70cbd5-2cc1-521e-9464-87016bc694c8,payment,75,low,3,0.28,0.75,0,11,0.27145654,0.27243653,0.27249178,0.27525
5f70cbd5-2cc1-521e-9464-87016bc694c8,sauna,50,high,0,0.0,0.5,1,12,0.192065,0.19379856,0.19020861,0.18416588
5f70cbd5-2cc1-521e-9464-87016bc694c8,sauna,50,high,1,0.0,0.5,1,12,0.28703785,0.28950238,0.28593948,0.26871032
5f70cbd5-2cc1-521e-9464-87016bc694c8,sauna,50,high,2,1.0,0.5,1,12,0.2948152,0.295271,0.29524416,0.29820666
5f70cbd5-2cc1-521e-9464-87016bc694c8,sauna,50,high,3,0.0,0.5,1,12,0.22608203,0.22142808,0.22860771,0.24891712
5f70cbd5-2cc1-521e-9464-87016bc694c8,sleeping-bag,0,high,0,0.25,0.0,1,13,0.44361103,0.45550868,0.44136706,0.45912683
5f70cbd5-2cc1-521e-9464-87016bc694c8,sleeping-bag,0,high,1,0.25,0.0,1,13,0.32743365,0.3261491,0.32841024,0.3089365
5f70cbd5-2cc1-521e-9464-87016bc694c8,sleeping-bag,0,high,2,0.25,0.0,1,13,0.1558797,0.15008245,0.15676706,0.15592754
5f70cbd5-2cc1-521e-9464-87016bc694c8,sleeping-bag,0,high,3,0.25,0.0,1,13,0.073075704,0.068259664,0.07345562,0.07600913
5f70cbd5-2cc1-521e-9464-87016bc694c8,sunscreen,0,low,0,0.28,0.0,0,14,0.3492605,0.35412237,0.34792197,0.36790514
5f70cbd5-2cc1-521e-9464-87016bc694c8,sunscreen,0,low,1,0.24,0.0,0,14,0.40901327,0.4118952,0.4096928,0.39141935
5f70cbd5-2cc1-521e-9464-87016bc694c8,sunscreen,0,low,2,0.24,0.0,0,14,0.18902999,0.18486041,0.1894912,0.18729143
5f70cbd5-2cc1-521e-9464-87016bc694c8,sunscreen,0,low,3,0.24,0.0,0,14,0.052696187,0.049122065,0.052894082,0.053384125
5f70cbd5-2cc1-521e-9464-87016bc694c8,towel,100,low,0,0.0,1.0,0,15,0.2622242,0.26272386,0.26249832,0.26848787
5f70cbd5-2cc1-521e-9464-87016bc694c8,towel,100,low,1,0.55,1.0,0,15,0.26464835,0.26486525,0.264907,0.26290566
5f70cbd5-2cc1-521e-9464-87016bc694c8,towel,100,low,2,0.0,1.0,0,15,0.23983753,0.23970027,0.23965862,0.2375215
5f70cbd5-2cc1-521e-9464-87016bc694c8,towel,100,low,3,0.45,1.0,0,15,0.2332899,0.23271061,0.23293608,0.23108491
61123e76-0a91-5ece-9403-c4e0f1b45b87,bed,100,low,0,0.47,1.0,0,0,0.2618546,0.2620625,0.2620695,0.26171654
61123e76-0a91-5ece-9403-c4e0f1b45b87,bed,100,low,1,0.04,1.0,0,0,0.230609,0.23023342,0.23025829,0.2277412
61123e76-0a91-5ece-9403-c4e0f1b45b87,bed,100,low,2,0.04,1.0,0,0,0.25366715,0.25371477,0.25372672,0.2527748
61123e76-0a91-5ece-9403-c4e0f1b45b87,bed,100,low,3,0.45,1.0,0,0,0.25386924,0.2539893,0.2539455,0.25776747
61123e76-0a91-5ece-9403-c4e0f1b45b87,blanket,75,high,0,0.0,0.75,1,1,0.18896674,0.19002795,0.18751998,0.19338997
61123e76-0a91-5ece-9403-c4e0f1b45b87,blanket,75,high,1,0.12,0.75,1,1,0.26880056,0.26980844,0.26844597,0.24847308
61123e76-0a91-5ece-9403-c4e0f1b45b87,blanket,75,high,2,0.34,0.75,1,1,0.27384514,0.27334127,0.27449366,0.2716143
61123e76-0a91-5ece-9403-c4e0f1b45b87,blanket,75,high,3,0.54,0.75,1,1,0.26838753,0.26682234,0.2695404,0.2865226
61123e76-0a91-5ece-9403-c4e0f1b45b87,breakup,100,high,0,0.0,1.0,1,2,0.19177578,0.19187546,0.19099353,0.19160055
61123e76-0a91-5ece-9403-c4e0f1b45b87,breakup,100,high,1,0.08,1.0,1,2,0.22375025,0.22390045,0.22335434,0.23864841
61123e76-0a91-5ece-9403-c4e0f1b45b87,breakup,100,high,2,0.47,1.0,1,2,0.31074786,0.3111528,0.31175038,0.29204455
61123e76-0a91-5ece-9403-c4e0f1b45b87,breakup,100,high,3,0.45,1.0,1,2,0.27372614,0.27307126,0.27390176,0.2777065
61123e76-0a91-5ece-9403-c4e0f1b45b87,chapstick,50,low,0,0.22,0.5,0,3,0.25684294,0.26096573,0.25447297,0.27328068
61123e76-0a91-5ece-9403-c4e0f1b45b87,chapstick,50,low,1,0.34,0.5,0,3,0.271124,0.27195346,0.27060112,0.2598446
61123e76-0a91-5ece-9403-c4e0f1b45b87,chapstick,50,low,2,0.3,0.5,0,3,0.23696312,0.23514633,0.23789018,0.22606204
61123e76-0a91-5ece-9403-c4e0f1b45b87,chapstick,50,low,3,0.14,0.5,0,3,0.23506995,0.2319345,0.2370357,0.24081263
61123e76-0a91-5ece-9403-c4e0f1b45b87,gossip,0,low,0,0.54,0.0,0,4,0.5684264,0.5518067,0.56899905,0.57836086
61123e76-0a91-5ece-9403-c4e0f1b45b87,gossip,0,low,1,0.17,0.0,0,4,0.3053371,0.30836543,0.30524865,0.2872331
61123e76-0a91-5ece-9403-c4e0f1b45b87,gossip,0,low,2,0.29,0.0,0,4,0.08997974,0.098086156,0.08969991,0.09859536
61123e76-0a91-5ece-9403-c4e0f1b45b87,gossip,0,low,3,0.0,0.0,0,4,0.036256865,0.04174174,0.036052372,0.03581071
61123e76-0a91-5ece-9403-c4e0f1b45b87,hairbrush,50,high,0,0.06,0.5,1,5,0.24310046,0.24601492,0.24151413,0.2609533
61123e76-0a91-5ece-9403-c4e0f1b45b87,hairbrush,50,high,1,0.11,0.5,1,5,0.28094515,0.28232118,0.2799106,0.2851407
61123e76-0a91-5ece-9403-c4e0f1b45b87,hairbrush,50,high,2,0.41,0.5,1,5,0.26529682,0.2646184,0.26588255,0.25954586
61123e76-0a91-5ece-9403-c4e0f1b45b87,hairbrush,50,high,3,0.42,0.5,1,5,0.21065757,0.2070456,0.21269272,0.19436017
61123e76-0a91-5ece-9403-c4e0f1b45b87,harmonica,75,low,0,0.08,0.75,0,6,0.24958725,0.2510589,0.24893972,0.26227105
61123e76-0a91-5ece-9403-c4e0f1b45b87,harmonica,75,low,1,0.06,0.75,0,6,0.24380572,0.24359277,0.24327964,0.24700053
61123e76-0a91-5ece-9403-c4e0f1b45b87,harmonica,75,low,2,0.53,0.75,0,6,0.25446296,0.25430307,0.25451323,0.24786958
61123e76-0a91-5ece-9403-c4e0f1b45b87,harmonica,75,low,3,0.33,0.75,0,6,0.252144,0.25104526,0.25326744,0.24285886
61123e76-0a91-5ece-9403-c4e0f1b45b87,hat,50,high,0,0.11,0.5,1,7,0.21016869,0.21210125,0.2085693,0.20842317
61123e76-0a91-5ece-9403-c4e0f1b45b87,hat,50,high,1,0.2,0.5,1,7,0.3099017,0.3107893,0.31034133,0.32192898
61123e76-0a91-5ece-9403-c4e0f1b45b87,hat,50,high,2,0.28,0.5,1,7,0.27458462,0.27569523,0.27364838,0.2695378
61123e76-0a91-5ece-9403-c4e0f1b45b87,hat,50,high,3,0.41,0.5,1,7,0.20534493,0.20141417,0.20744096,0.20011
61123e76-0a91-5ece-9403-c4e0f1b45b87,home,0,high,0,0.51,0.0,1,8,0.33961323,0.32902583,0.3383317,0.33417094
61123e76-0a91-5ece-9403-c4e0f1b45b87,home,0,high,1,0.0,0.0,1,8,0.35895833,0.3540359,0.3591956,0.36369288
61123e76-0a91-5ece-9403-c4e0f1b45b87,home,0,high,2,0.49,0.0,1,8,0.24430165,0.25157794,0.24517211,0.23808104
61123e76-0a91-5ece-9403-c4e0f1b45b87,home,0,high,3,0.0,0.0,1,8,0.057126835,0.065360285,0.057300612,0.06405517
61123e76-0a91-5ece-9403-c4e0f1b45b87,locker-room,100,low,0,0.13,1.0,0,9,0.23466483,0.23418413,0.2343483,0.22824976
61123e76-0a91-5ece-9403-c4e0f1b45b87,locker-room,100,low,1,0.18,1.0,0,9,0.26142937,0.26143187,0.26159704,0.25688663
61123e76-0a91-5ece-9403-c4e0f1b45b87,locker-room,100,low,2,0.31,1.0,0,9,0.26645997,0.2665594,0.2667246,0.262301
61123e76-0a91-5ece-9403-c4e0f1b45b87,locker-room,100,low,3,0.38,1.0,0,9,0.23744582,0.23782457,0.23733008,0.25256264
61123e76-0a91-5ece-9403-c4e0f1b45b87,navigation,0,high,0,0.16,0.0,1,10,0.4557364,0.4273537,0.4529395,0.4373581
61123e76-0a91-5ece-9403-c4e0f1b45b87,navigation,0,high,1,0.5,0.0,1,10,0.31892887,0.3235443,0.32029697,0.32170925
61123e76-0a91-5ece-9403-c4e0f1b45b87,navigation,0,high,2,0.23,0.0,1,10,0.1357371,0.14779972,0.13652357,0.14390421
61123e76-0a91-5ece-9403-c4e0f1b45b87,navigation,0,high,3,0.11,0.0,1,10,0.089597635,0.10130233,0.09023995,0.09702842
61123e76-0a91-5ece-9403-c4e0f1b45b87,payment,0,low,0,0.62,0.0,0,11,0.48975557,0.46472403,0.48853117,0.50007635
61123e76-0a91-5ece-9403-c4e0f1b45b87,payment,0,low,1,0.38,0.0,0,11,0.22607416,0.23148936,0.22636406,0.22459666
61123e76-0a91-5ece-9403-c4e0f1b45b87,payment,0,low,2,0.0,0.0,0,11,0.17283396,0.18099801,0.17314337,0.16369732
61123e76-0a91-5ece-9403-c4e0f1b45b87,payment,0,low,3,0.0,0.0,0,11,0.11133633,0.12278859,0.1119613,0.11162967
61123e76-0a91-5ece-9403-c4e0f1b45b87,sauna,100,high,0,0.0,1.0,1,12,0.16031633,0.16017775,0.15916705,0.15151547
61123e76-0a91-5ece-9403-c4e0f1b45b87,sauna,100,high,1,0.0,1.0,1,12,0.23959,0.23927855,0.2392749,0.22107121
61123e76-0a91-5ece-9403-c4e0f1b45b87,sauna,100,high,2,0.25,1.0,1,12,0.28172275,0.28171974,0.2820979,0.28105342
61123e76-0a91-5ece-9403-c4e0f1b45b87,sauna,100,high,3,0.75,1.0,1,12,0.31837088,0.3188239,0.3194601,0.34635994
61123e76-0a91-5ece-9403-c4e0f1b45b87,sleeping-bag,75,high,0,0.08,0.75,1,13,0.19220091,0.19341041,0.19073184,0.19807364
61123e76-0a91-5ece-9403-c4e0f1b45b87,sleeping-bag,75,high,1,0.28,0.75,1,13,0.2804837,0.28132185,0.28056496,0.26407674
61123e76-0a91-5ece-9403-c4e0f1b45b87,sleeping-bag,75,high,2,0.42,0.75,1,13,0.2826234,0.28229395,0.2834421,0.28277904
61123e76-0a91-5ece-9403-c4e0f1b45b87,sleeping-bag,75,high,3,0.22,0.75,1,13,0.244692,0.2429738,0.2452611,0.2550706
61123e76-0a91-5ece-9403-c4e0f1b45b87,sunscreen,75,low,0,0.0,0.75,0,14,0.21066958,0.2116532,0.20963179,0.22157872
61123e76-0a91-5ece-9403-c4e0f1b45b87,sunscreen,75,low,1,0.52,0.75,0,14,0.2925483,0.29371384,0.2927062,0.27968952
61123e76-0a91-5ece-9403-c4e0f1b45b87,sunscreen,75,low,2,0.32,0.75,0,14,0.26731423,0.2670832,0.26764315,0.2651665
61123e76-0a91-5ece-9403-c4e0f1b45b87,sunscreen,75,low,3,0.16,0.75,0,14,0.22946788,0.22754982,0.23001887,0.23356523
61123e76-0a91-5ece-9403-c4e0f1b45b87,towel,50,low,0,0.5,0.5,0,15,0.3304968,0.33501223,0.3294134,0.33793098
61123e76-0a91-5ece-9403-c4e0f1b45b87,towel,50,low,1,0.0,0.5,0,15,0.2913541,0.29273325,0.2911472,0.28885478
61123e76-0a91-5ece-9403-c4e0f1b45b87,towel,50,low,2,0.5,0.5,0,15,0.20698197,0.20479068,0.20746283,0.2043336
61123e76-0a91-5ece-9403-c4e0f1b45b87,towel,50,low,3,0.0,0.5,0,15,0.17116712,0.16746382,0.1719766,0.16888069
62300955-42a5-5d2d-914c-9d1d01f9a0a1,bed,50,low,0,0.97,0.5,0,0,0.33744445,0.34258372,0.33616352,0.33796647
62300955-42a5-5d2d-914c-9d1d01f9a0a1,bed,50,low,1,0.03,0.5,0,0,0.23719971,0.23693117,0.23678643,0.23448291
62300955-42a5-5d2d-914c-9d1d01f9a0a1,bed,50,low,2,0.0,0.5,0,0,0.23038752,0.22879282,0.230951,0.22966854
62300955-42a5-5d2d-914c-9d1d01f9a0a1,bed,50,low,3,0.0,0.5,0,0,0.19496834,0.19169225,0.19609916,0.19788206
62300955-42a5-5d2d-914c-9d1d01f9a0a1,blanket,0,high,0,0.97,0.0,1,1,0.38968873,0.3980529,0.38778824,0.40633976
62300955-42a5-5d2d-914c-9d1d01f9a0a1,blanket,0,high,1,0.03,0.0,1,1,0.39422762,0.3965307,0.39482734,0.37089524
62300955-42a5-5d2d-914c-9d1d01f9a0a1,blanket,0,high,2,0.0,0.0,1,1,0.14446914,0.13874596,0.14524207,0.14536984
62300955-42a5-5d2d-914c-9d1d01f9a0a1,blanket,0,high,3,0.0,0.0,1,1,0.07161454,0.06667045,0.07214239,0.07739514
62300955-42a5-5d2d-914c-9d1d01f9a0a1,breakup,75,low,0,0.1,0.75,0,2,0.36749586,0.36749622,0.3686305,0.3900571
62300955-42a5-5d2d-914c-9d1d01f9a0a1,breakup,75,low,1,0.81,0.75,0,2,0.3102895,0.31037232,0.31078765,0.28788358
62300955-42a5-5d2d-914c-9d1d01f9a0a1,breakup,75,low,2,0.09,0.75,0,2,0.20022337,0.20034385,0.19963872,0.21276206
62300955-42a5-5d2d-914c-9d1d01f9a0a1,breakup,75,low,3,0.0,0.75,0,2,0.12199128,0.12178761,0.12094309,0.10929739
62300955-42a5-5d2d-914c-9d1d01f9a0a1,chapstick,100,low,0,0.08,1.0,0,3,0.19015764,0.19011521,0.18934259,0.20261686
62300955-42a5-5d2d-914c-9d1d01f9a0a1,chapstick,100,low,1,0.05,1.0,0,3,0.24477658,0.24435917,0.24457365,0.2351519
62300955-42a5-5d2d-914c-9d1d01f9a0a1,chapstick,100,low,2,0.45,1.0,0,3,0.26610553,0.26612335,0.2663038,0.2547343
62300955-42a5-5d2d-914c-9d1d01f9a0a1,chapstick,100,low,3,0.42,1.0,0,3,0.2989602,0.29940227,0.2997799,0.30749696
62300955-42a5-5d2d-914c-9d1d01f9a0a1,gossip,75,high,0,0.04,0.75,1,4,0.18278523,0.18203892,0.18126352,0.1864529
62300955-42a5-5d2d-914c-9d1d01f9a0a1,gossip,75,high,1,0.42,0.75,1,4,0.25950256,0.25908002,0.2591156,0.24149795
62300955-42a5-5d2d-914c-9d1d01f9a0a1,gossip,75,high,2,0.33,0.75,1,4,0.282531,0.28290984,0.28327915,0.27991074
62300955-42a5-5d2d-914c-9d1d01f9a0a1,gossip,75,high,3,0.21,0.75,1,4,0.2751812,0.27597123,0.27634174,0.29213837
62300955-42a5-5d2d-914c-9d1d01f9a0a1,hairbrush,0,low,0,1.0,0.0,0,5,0.43025687,0.4369543,0.4301578,0.42456698
62300955-42a5-5d2d-914c-9d1d01f9a0a1,hairbrush,0,low,1,0.0,0.0,0,5,0.32411483,0.32506496,0.32335255,0.32258853
62300955-42a5-5d2d-914c-9d1d01f9a0a1,hairbrush,0,low,2,0.0,0.0,0,5,0.19045392,0.18634354,0.19099736,0.20075245
62300955-42a5-5d2d-914c-9d1d01f9a0a1,hairbrush,0,low,3,0.0,0.0,0,5,0.055174362,0.051637284,0.055492304,0.05209201
62300955-42a5-5d2d-914c-9d1d01f9a0a1,harmonica,0,low,0,0.69,0.0,0,6,0.4617061,0.47053498,0.46117195,0.47638157
62300955-42a5-5d2d-914c-9d1d01f9a0a1,harmonica,0,low,1,0.14,0.0,0,6,0.27987576,0.27849358,0.27969128,0.27798775
62300955-42a5-5d2d-914c-9d1d01f9a0a1,harmonica,0,low,2,0.17,0.0,0,6,0.1980652,0.19440313,0.19841172,0.18892084
62300955-42a5-5d2d-914c-9d1d01f9a0a1,harmonica,0,low,3,0.0,0.0,0,6,0.060352918,0.056568325,0.060724996,0.056709778
62300955-42a5-5d2d-914c-9d1d01f9a0a1,hat,100,high,0,0.07,1.0,1,7,0.17810921,0.17821966,0.17718756,0.1768417
62300955-42a5-5d2d-914c-9d1d01f9a0a1,hat,100,high,1,0.3,1.0,1,7,0.2900148,0.29002053,0.2905756,0.3017747
62300955-42a5-5d2d-914c-9d1d01f9a0a1,hat,100,high,2,0.37,1.0,1,7,0.2390799,0.23837705,0.23872331,0.23499744
62300955-42a5-5d2d-914c-9d1d01f9a0a1,hat,100,high,3,0.26,1.0,1,7,0.2927961,0.29338276,0.29351354,0.2863862
62300955-42a5-5d2d-914c-9d1d01f9a0a1,home,75,high,0,0.0,0.75,1,8,0.20885213,0.20866585,0.20785153,0.20129082
62300955-42a5-5d2d-914c-9d1d01f9a0a1,home,75,high,1,0.08,0.75,1,8,0.28022653,0.2790894,0.28011686,0.2783098
62300955-42a5-5d2d-914c-9d1d01f9a0a1,home,75,high,2,0.35,0.75,1,8,0.29703793,0.29704437,0.29776597,0.28414953
62300955-42a5-5d2d-914c-9d1d01f9a0a1,home,75,high,3,0.57,0.75,1,8,0.21388341,0.21520038,0.21426561,0.23624991
62300955-42a5-5d2d-914c-9d1d01f9a0a1,locker-room,50,high,0,0.8,0.5,1,9,0.18370396,0.18499811,0.18157545,0.19935124
62300955-42a5-5d2d-914c-9d1d01f9a0a1,locker-room,50,high,1,0.2,0.5,1,9,0.2951753,0.29750493,0.29447109,0.28021085
62300955-42a5-5d2d-914c-9d1d01f9a0a1,locker-room,50,high,2,0.0,0.5,1,9,0.29155156,0.29240298,0.2917373,0.2835327
62300955-42a5-5d2d-914c-9d1d01f9a0a1,locker-room,50,high,3,0.0,0.5,1,9,0.22956918,0.22509396,0.23221621,0.23690516
62300955-42a5-5d2d-914c-9d1d01f9a0a1,navigation,100,low,0,1.0,1.0,0,10,0.3122761,0.31296304,0.3133827,0.28962788
62300955-42a5-5d2d-914c-9d1d01f9a0a1,navigation,100,low,1,0.0,1.0,0,10,0.25241312,0.25239745,0.25240144,0.25659245
62300955-42a5-5d2d-914c-9d1d01f9a0a1,navigation,100,low,2,0.0,1.0,0,10,0.22335748,0.22302388,0.22288203,0.23230681
62300955-42a5-5d2d-914c-9d1d01f9a0a1,navigation,100,low,3,0.0,1.0,0,10,0.21195334,0.21161567,0.21133381,0.22147286
62300955-42a5-5d2d-914c-9d1d01f9a0a1,payment,75,low,0,0.64,0.75,0,11,0.23257764,0.23199391,0.23162925,0.23892608
62300955-42a5-5d2d-914c-9d1d01f9a0a1,payment,75,low,1,0.1,0.75,0,11,0.25169727,0.25131696,0.25159413,0.2522546
62300955-42a5-5d2d-914c-9d1d01f9a0a1,payment,75,low,2,0.07,0.75,0,11,0.24426857,0.2442526,0.24428488,0.23356934
62300955-42a5-5d2d-914c-9d1d01f9a0a1,payment,75,low,3,0.19,0.75,0,11,0.27145654,0.27243653,0.27249178,0.27525
62300955-42a5-5d2d-914c-9d1d01f9a0a1,sauna,50,high,0,0.01,0.5,1,12,0.192065,0.19379856,0.19020861,0.18416588
62300955-42a5-5d2d-914c-9d1d01f9a0a1,sauna,50,high,1,0.01,0.5,1,12,0.28703785,0.28950238,0.28593948,0.26871032
62300955-42a5-5d2d-914c-9d1d01f9a0a1,sauna,50,high,2,0.33,0.5,1,12,0.2948152,0.295271,0.29524416,0.29820666
62300955-42a5-5d2d-914c-9d1d01f9a0a1,sauna,50,high,3,0.65,0.5,1,12,0.22608203,0.22142808,0.22860771,0.24891712
62300955-42a5-5d2d-914c-9d1d01f9a0a1,sleeping-bag,50,low,0,0.46,0.5,0,13,0.39045578,0.39582184,0.39008865,0.3923746
62300955-42a5-5d2d-914c-9d1d01f9a0a1,sleeping-bag,50,low,1,0.51,0.5,0,13,0.27974063,0.27995047,0.27973002,0.27027178
62300955-42a5-5d2d-914c-9d1d01f9a0a1,sleeping-bag,50,low,2,0.03,0.5,0,13,0.21088402,0.20834328,0.21140209,0.20388897
62300955-42a5-5d2d-914c-9d1d01f9a0a1,sleeping-bag,50,low,3,0.0,0.5,0,13,0.118919656,0.11588433,0.118779264,0.13346471
62300955-42a5-5d2d-914c-9d1d01f9a0a1,sunscreen,0,high,0,0.97,0.0,1,14,0.29327837,0.297377,0.29123282,0.27270877
62300955-42a5-5d2d-914c-9d1d01f9a0a1,sunscreen,0,high,1,0.03,0.0,1,14,0.4580503,0.46180207,0.4594157,0.48298055
62300955-42a5-5d2d-914c-9d1d01f9a0a1,sunscreen,0,high,2,0.0,0.0,1,14,0.19269718,0.18859428,0.19313934,0.18612708
