subject_id,scenario_label,intimacy,effort,action,p_action,intimacy_scaled,effort_condition,action_idx,scenario_idx,pred_access_full,pred_access_only,pred_no_access,pred_access_full_prior,pred_access_only_prior,pred_no_access_prior
51e0a5f8-28ef-5849-a275-c5a3502987fd,wedding,50,low,1,1.0,0.5,0,0,15,0.75088614,0.7104531,0.49999997,0.7679281,0.720402,0.5975683
51e0a5f8-28ef-5849-a275-c5a3502987fd,wedding,50,low,2,0.0,0.5,0,1,15,0.24911387,0.28954694,0.50000006,0.23207188,0.27959797,0.40243176
5673811e-90e2-5449-a72c-00be99643417,apples,100,low,1,0.16,1.0,0,0,0,0.5366017,0.5,0.50000006,0.574452,0.5283723,0.5849029
5673811e-90e2-5449-a72c-00be99643417,apples,100,low,2,0.84,1.0,0,1,0,0.46339822,0.5,0.49999997,0.425548,0.47162777,0.41509712
5673811e-90e2-5449-a72c-00be99643417,basketball,75,low,1,0.88,0.75,0,0,1,0.57372886,0.6180222,0.4999999,0.61307955,0.6467946,0.62400687
5673811e-90e2-5449-a72c-00be99643417,basketball,75,low,2,0.12,0.75,0,1,1,0.42627117,0.3819778,0.50000006,0.38692045,0.35320544,0.37599316
5673811e-90e2-5449-a72c-00be99643417,birthday,75,low,1,0.79,0.75,0,0,2,0.5798553,0.61201537,0.4999999,0.62576526,0.64578307,0.63710237
5673811e-90e2-5449-a72c-00be99643417,birthday,75,low,2,0.21,0.75,0,1,2,0.42014468,0.3879847,0.50000006,0.37423474,0.3542169,0.36289766
5673811e-90e2-5449-a72c-00be99643417,brunch,75,high,1,0.85,0.75,1,0,3,0.4982042,0.58660203,0.4999999,0.54608834,0.6234884,0.6371023
5673811e-90e2-5449-a72c-00be99643417,brunch,75,high,2,0.15,0.75,1,1,3,0.50179577,0.41339797,0.5000001,0.45391166,0.37651163,0.36289766
5673811e-90e2-5449-a72c-00be99643417,cooking,100,low,1,0.76,1.0,0,0,4,0.4540341,0.5,0.49999997,0.51234514,0.546648,0.63757825
5673811e-90e2-5449-a72c-00be99643417,cooking,100,low,2,0.24,1.0,0,1,4,0.5459659,0.5,0.50000006,0.4876549,0.45335194,0.36242172
5673811e-90e2-5449-a72c-00be99643417,dip,100,high,1,0.15,1.0,1,0,5,0.27611265,0.5,0.49999982,0.31746927,0.546479,0.63710225
5673811e-90e2-5449-a72c-00be99643417,dip,100,high,2,0.85,1.0,1,1,5,0.7238874,0.5,0.5000002,0.6825307,0.45352098,0.36289775
5673811e-90e2-5449-a72c-00be99643417,drinks,100,high,1,0.0,1.0,1,0,6,0.23624916,0.5,0.4999998,0.25666326,0.53126556,0.59338844
5673811e-90e2-5449-a72c-00be99643417,drinks,100,high,2,1.0,1.0,1,1,6,0.7637508,0.5,0.50000024,0.74333674,0.46873444,0.40661153
5673811e-90e2-5449-a72c-00be99643417,driving,0,low,1,1.0,0.0,0,0,7,0.9395859,0.8838729,0.49999997,0.938787,0.8762716,0.58490276
5673811e-90e2-5449-a72c-00be99643417,driving,0,low,2,0.0,0.0,0,1,7,0.060414102,0.1161271,0.50000006,0.06121298,0.12372838,0.4150972
5673811e-90e2-5449-a72c-00be99643417,fair,0,low,1,1.0,0.0,0,0,8,0.88354474,0.8726558,0.49999985,0.8703162,0.85710037,0.5322634
5673811e-90e2-5449-a72c-00be99643417,fair,0,low,2,0.0,0.0,0,1,8,0.11645525,0.12734424,0.5000002,0.12968378,0.14289966,0.4677367
5673811e-90e2-5449-a72c-00be99643417,gala,0,high,1,0.4,0.0,1,0,9,0.90238315,0.8908658,0.49999982,0.79672456,0.8011715,0.17489995
5673811e-90e2-5449-a72c-00be99643417,gala,0,high,2,0.6,0.0,1,1,9,0.097616814,0.10913422,0.5000002,0.20327541,0.19882856,0.82510006
5673811e-90e2-5449-a72c-00be99643417,hike,0,high,1,0.9,0.0,1,0,10,0.68858516,0.740738,0.49999985,0.70097274,0.7473927,0.5975681
5673811e-90e2-5449-a72c-00be99643417,hike,0,high,2,0.1,0.0,1,1,10,0.31141487,0.25926206,0.5000002,0.2990273,0.25260726,0.40243188
5673811e-90e2-5449-a72c-00be99643417,oysters,50,low,1,0.9,0.5,0,0,11,0.7409539,0.7235868,0.4999999,0.7693491,0.74283445,0.63710237
5673811e-90e2-5449-a72c-00be99643417,oysters,50,low,2,0.1,0.5,0,1,11,0.25904608,0.27641317,0.50000006,0.23065084,0.2571655,0.36289766
5673811e-90e2-5449-a72c-00be99643417,social,50,low,1,0.85,0.5,0,0,12,0.8412079,0.740738,0.5,0.85375106,0.7473928,0.59756833
5673811e-90e2-5449-a72c-00be99643417,social,50,low,2,0.15,0.5,0,1,12,0.15879211,0.25926206,0.49999997,0.14624894,0.2526073,0.40243167
5673811e-90e2-5449-a72c-00be99643417,soup,50,high,1,0.21,0.5,1,0,13,0.63542897,0.70684063,0.49999985,0.58228815,0.6687311,0.42722067
5673811e-90e2-5449-a72c-00be99643417,soup,50,high,2,0.79,0.5,1,1,13,0.36457098,0.2931594,0.5000002,0.41771182,0.33126888,0.5727794
5673811e-90e2-5449-a72c-00be99643417,takeout,75,high,1,0.35,0.75,1,0,14,0.48578614,0.6282937,0.49999985,0.52713704,0.6600113,0.6371023
5673811e-90e2-5449-a72c-00be99643417,takeout,75,high,2,0.65,0.75,1,1,14,0.51421386,0.37170628,0.5000002,0.472863,0.33998865,0.36289775
5673811e-90e2-5449-a72c-00be99643417,wedding,50,high,1,0.79,0.5,1,0,15,0.65803194,0.7204262,0.49999985,0.6728637,0.7292788,0.5975681
5673811e-90e2-5449-a72c-00be99643417,wedding,50,high,2,0.21,0.5,1,1,15,0.3419681,0.2795738,0.5000002,0.3271363,0.27072126,0.40243188
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,apples,75,high,1,0.15,0.75,1,0,0,0.42557633,0.6282937,0.4999998,0.4151769,0.62495077,0.5254276
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,apples,75,high,2,0.85,0.75,1,1,0,0.5744236,0.37170628,0.50000024,0.58482313,0.37504926,0.4745725
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,basketball,0,low,1,0.99,0.0,0,0,1,0.92023104,0.8726558,0.4999999,0.9243505,0.8717395,0.62400687
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,basketball,0,low,2,0.01,0.0,0,1,1,0.07976899,0.12734424,0.50000006,0.07564955,0.12826048,0.37599316
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,birthday,0,low,1,0.95,0.0,0,0,2,0.91351336,0.8609456,0.4999999,0.92049485,0.86328584,0.63710237
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,birthday,0,low,2,0.05,0.0,0,1,2,0.08648659,0.13905443,0.50000006,0.07950509,0.13671415,0.36289766
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,brunch,50,high,1,0.65,0.5,1,0,3,0.6256602,0.66815937,0.4999999,0.6637564,0.6947261,0.6371023
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,brunch,50,high,2,0.35,0.5,1,1,3,0.37433985,0.33184063,0.5000001,0.33624363,0.3052739,0.36289766
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,cooking,0,high,1,0.95,0.0,1,0,4,0.920275,0.8908658,0.49999985,0.92437613,0.8903202,0.63710225
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,cooking,0,high,2,0.05,0.0,1,1,4,0.07972504,0.10913422,0.5000001,0.07562385,0.109679796,0.36289772
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,dip,100,low,1,0.05,1.0,0,0,5,0.5676786,0.5,0.50000006,0.6292479,0.5471498,0.6389895
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,dip,100,low,2,0.95,1.0,0,1,5,0.43232146,0.5,0.49999994,0.37075207,0.45285016,0.36101052
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,drinks,75,high,1,0.25,0.75,1,0,6,0.38302004,0.6149196,0.4999998,0.40105945,0.6342407,0.59338844
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,drinks,75,high,2,0.75,0.75,1,1,6,0.61697996,0.38508043,0.50000024,0.59894055,0.36575934,0.40661153
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,driving,100,high,1,0.05,1.0,1,0,7,0.3365137,0.5,0.49999985,0.36267254,0.5280347,0.58390987
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,driving,100,high,2,0.95,1.0,1,1,7,0.6634863,0.5,0.5000001,0.63732743,0.47196528,0.41609022
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,fair,100,high,1,0.05,1.0,1,0,8,0.3019329,0.5,0.49999985,0.29905152,0.50452113,0.5136438
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,fair,100,high,2,0.95,1.0,1,1,8,0.69806707,0.5,0.5000002,0.7009485,0.49547887,0.48635623
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,gala,50,high,1,0.35,0.5,1,0,9,0.6595996,0.740738,0.49999982,0.47012162,0.60822356,0.17489995
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,gala,50,high,2,0.65,0.5,1,1,9,0.34040037,0.25926206,0.5000002,0.5298783,0.39177644,0.82510006
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,hike,50,low,1,0.9,0.5,0,0,10,0.6391581,0.6282937,0.49999997,0.68245006,0.66001135,0.6371024
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,hike,50,low,2,0.1,0.5,0,1,10,0.3608419,0.37170628,0.50000006,0.3175499,0.33998868,0.3628976
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,oysters,0,high,1,0.98,0.0,1,0,11,0.86997277,0.8726558,0.4999998,0.8720743,0.870465,0.615934
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,oysters,0,high,2,0.02,0.0,1,1,11,0.1300272,0.12734424,0.5000002,0.1279257,0.12953505,0.38406602
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,social,50,low,1,0.85,0.5,0,0,12,0.8412079,0.740738,0.5,0.85375106,0.7473928,0.59756833
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,social,50,low,2,0.15,0.5,0,1,12,0.15879211,0.25926206,0.49999997,0.14624894,0.2526073,0.40243167
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,soup,100,low,1,0.05,1.0,0,0,13,0.36561906,0.5,0.4999999,0.39984348,0.5326967,0.59756815
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,soup,100,low,2,0.95,1.0,0,1,13,0.63438094,0.5,0.5000001,0.60015655,0.46730322,0.40243182
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,takeout,75,low,1,0.2,0.75,0,0,14,0.6269911,0.6282937,0.49999997,0.6704794,0.6600113,0.6371024
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,takeout,75,low,2,0.8,0.75,0,1,14,0.37300885,0.37170628,0.50000006,0.32952052,0.33998865,0.3628976
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,wedding,75,low,1,0.3,0.75,0,0,15,0.6071586,0.61035216,0.49999997,0.636812,0.63151354,0.5975683
57a5de3f-a1b1-559d-b7e3-e121d3d764ba,wedding,75,low,2,0.7,0.75,0,1,15,0.39284137,0.38964784,0.50000006,0.36318806,0.3684865,0.40243176
6973c694-c05d-5959-9691-92a7828229fb,apples,100,low,1,0.11,1.0,0,0,0,0.5366017,0.5,0.50000006,0.574452,0.5283723,0.5849029
6973c694-c05d-5959-9691-92a7828229fb,apples,100,low,2,0.89,1.0,0,1,0,0.46339822,0.5,0.49999997,0.425548,0.47162777,0.41509712
6973c694-c05d-5959-9691-92a7828229fb,basketball,50,high,1,0.84,0.5,1,0,1,0.59909517,0.740738,0.4999998,0.49516502,0.6742136,0.335455
6973c694-c05d-5959-9691-92a7828229fb,basketball,50,high,2,0.16,0.5,1,1,1,0.40090486,0.25926206,0.50000024,0.504835,0.32578638,0.664545
6973c694-c05d-5959-9691-92a7828229fb,birthday,75,low,1,0.71,0.75,0,0,2,0.5798553,0.61201537,0.4999999,0.62576526,0.64578307,0.63710237
6973c694-c05d-5959-9691-92a7828229fb,birthday,75,low,2,0.29,0.75,0,1,2,0.42014468,0.3879847,0.50000006,0.37423474,0.3542169,0.36289766
6973c694-c05d-5959-9691-92a7828229fb,brunch,75,low,1,0.67,0.75,0,0,3,0.5228228,0.58490384,0.4999999,0.57169,0.62199455,0.63710237
6973c694-c05d-5959-9691-92a7828229fb,brunch,75,low,2,0.33,0.75,0,1,3,0.47717717,0.4150962,0.50000006,0.42830992,0.37800542,0.36289766
6973c694-c05d-5959-9691-92a7828229fb,cooking,75,high,1,0.4,0.75,1,0,4,0.5255702,0.6282937,0.49999985,0.5683059,0.6600113,0.63710225
6973c694-c05d-5959-9691-92a7828229fb,cooking,75,high,2,0.6,0.75,1,1,4,0.4744298,0.37170628,0.5000001,0.43169406,0.33998865,0.36289772
6973c694-c05d-5959-9691-92a7828229fb,dip,100,low,1,0.78,1.0,0,0,5,0.5676786,0.5,0.50000006,0.6292479,0.5471498,0.6389895
6973c694-c05d-5959-9691-92a7828229fb,dip,100,low,2,0.22,1.0,0,1,5,0.43232146,0.5,0.49999994,0.37075207,0.45285016,0.36101052
6973c694-c05d-5959-9691-92a7828229fb,drinks,100,high,1,0.15,1.0,1,0,6,0.23624916,0.5,0.4999998,0.25666326,0.53126556,0.59338844
6973c694-c05d-5959-9691-92a7828229fb,drinks,100,high,2,0.85,1.0,1,1,6,0.7637508,0.5,0.50000024,0.74333674,0.46873444,0.40661153
6973c694-c05d-5959-9691-92a7828229fb,driving,100,high,1,0.0,1.0,1,0,7,0.3365137,0.5,0.49999985,0.36267254,0.5280347,0.58390987
6973c694-c05d-5959-9691-92a7828229fb,driving,100,high,2,1.0,1.0,1,1,7,0.6634863,0.5,0.5000001,0.63732743,0.47196528,0.41609022
6973c694-c05d-5959-9691-92a7828229fb,fair,0,low,1,0.89,0.0,0,0,8,0.88354474,0.8726558,0.49999985,0.8703162,0.85710037,0.5322634
6973c694-c05d-5959-9691-92a7828229fb,fair,0,low,2,0.11,0.0,0,1,8,0.11645525,0.12734424,0.5000002,0.12968378,0.14289966,0.4677367
6973c694-c05d-5959-9691-92a7828229fb,gala,0,low,1,0.91,0.0,0,0,9,0.9432496,0.8908658,0.49999994,0.9470528,0.8903202,0.63710237
6973c694-c05d-5959-9691-92a7828229fb,gala,0,low,2,0.09,0.0,0,1,9,0.056750465,0.10913422,0.50000006,0.052947227,0.109679796,0.36289763
6973c694-c05d-5959-9691-92a7828229fb,hike,0,high,1,0.68,0.0,1,0,10,0.68858516,0.740738,0.49999985,0.70097274,0.7473927,0.5975681
6973c694-c05d-5959-9691-92a7828229fb,hike,0,high,2,0.32,0.0,1,1,10,0.31141487,0.25926206,0.5000002,0.2990273,0.25260726,0.40243188
6973c694-c05d-5959-9691-92a7828229fb,oysters,0,high,1,0.93,0.0,1,0,11,0.86997277,0.8726558,0.4999998,0.8720743,0.870465,0.615934
6973c694-c05d-5959-9691-92a7828229fb,oysters,0,high,2,0.07,0.0,1,1,11,0.1300272,0.12734424,0.5000002,0.1279257,0.12953505,0.38406602
6973c694-c05d-5959-9691-92a7828229fb,social,50,low,1,0.95,0.5,0,0,12,0.8412079,0.740738,0.5,0.85375106,0.7473928,0.59756833
6973c694-c05d-5959-9691-92a7828229fb,social,50,low,2,0.05,0.5,0,1,12,0.15879211,0.25926206,0.49999997,0.14624894,0.2526073,0.40243167
6973c694-c05d-5959-9691-92a7828229fb,soup,50,low,1,0.87,0.5,0,0,13,0.66505533,0.696587,0.4999999,0.6835177,0.70807445,0.59756815
6973c694-c05d-5959-9691-92a7828229fb,soup,50,low,2,0.13,0.5,0,1,13,0.33494464,0.303413,0.5000001,0.3164823,0.29192555,0.40243182
6973c694-c05d-5959-9691-92a7828229fb,takeout,75,high,1,0.81,0.75,1,0,14,0.48578614,0.6282937,0.49999985,0.52713704,0.6600113,0.6371023
6973c694-c05d-5959-9691-92a7828229fb,takeout,75,high,2,0.19,0.75,1,1,14,0.51421386,0.37170628,0.5000002,0.472863,0.33998865,0.36289775
6973c694-c05d-5959-9691-92a7828229fb,wedding,50,high,1,0.77,0.5,1,0,15,0.65803194,0.7204262,0.49999985,0.6728637,0.7292788,0.5975681
6973c694-c05d-5959-9691-92a7828229fb,wedding,50,high,2,0.23,0.5,1,1,15,0.3419681,0.2795738,0.5000002,0.3271363,0.27072126,0.40243188
6a5eec97-69dd-5163-936e-1aad542b4562,apples,0,high,1,0.84,0.0,1,0,0,0.88531923,0.8908658,0.4999998,0.86827594,0.8744935,0.5254276
6a5eec97-69dd-5163-936e-1aad542b4562,apples,0,high,2,0.16,0.0,1,1,0,0.11468076,0.10913422,0.50000024,0.13172407,0.12550656,0.4745725
6a5eec97-69dd-5163-936e-1aad542b4562,basketball,75,low,1,0.76,0.75,0,0,1,0.57372886,0.6180222,0.4999999,0.61307955,0.6467946,0.62400687
6a5eec97-69dd-5163-936e-1aad542b4562,basketball,75,low,2,0.24,0.75,0,1,1,0.42627117,0.3819778,0.50000006,0.38692045,0.35320544,0.37599316
6a5eec97-69dd-5163-936e-1aad542b4562,birthday,75,low,1,0.84,0.75,0,0,2,0.5798553,0.61201537,0.4999999,0.62576526,0.64578307,0.63710237
6a5eec97-69dd-5163-936e-1aad542b4562,birthday,75,low,2,0.16,0.75,0,1,2,0.42014468,0.3879847,0.50000006,0.37423474,0.3542169,0.36289766
6a5eec97-69dd-5163-936e-1aad542b4562,brunch,100,high,1,0.04,1.0,1,0,3,0.37098125,0.5,0.4999999,0.4230359,0.546479,0.6371023
6a5eec97-69dd-5163-936e-1aad542b4562,brunch,100,high,2,0.96,1.0,1,1,3,0.6290188,0.5,0.5000001,0.5769641,0.45352098,0.36289766
6a5eec97-69dd-5163-936e-1aad542b4562,cooking,75,high,1,0.2,0.75,1,0,4,0.5255702,0.6282937,0.49999985,0.5683059,0.6600113,0.63710225
6a5eec97-69dd-5163-936e-1aad542b4562,cooking,75,high,2,0.8,0.75,1,1,4,0.4744298,0.37170628,0.5000001,0.43169406,0.33998865,0.36289772
6a5eec97-69dd-5163-936e-1aad542b4562,dip,50,low,1,0.87,0.5,0,0,5,0.8623403,0.740738,0.50000006,0.88232094,0.7582194,0.6389895
6a5eec97-69dd-5163-936e-1aad542b4562,dip,50,low,2,0.13,0.5,0,1,5,0.13765971,0.25926206,0.49999994,0.11767902,0.2417806,0.36101052
6a5eec97-69dd-5163-936e-1aad542b4562,drinks,0,high,1,0.3,0.0,1,0,6,0.8338368,0.8667077,0.4999998,0.8300444,0.86130065,0.59338844
6a5eec97-69dd-5163-936e-1aad542b4562,drinks,0,high,2,0.7,0.0,1,1,6,0.16616327,0.13329233,0.50000024,0.16995566,0.13869935,0.40661153
6a5eec97-69dd-5163-936e-1aad542b4562,driving,50,high,1,0.79,0.5,1,0,7,0.70756966,0.740738,0.49999985,0.7154128,0.7438426,0.58390987
6a5eec97-69dd-5163-936e-1aad542b4562,driving,50,high,2,0.21,0.5,1,1,7,0.2924303,0.25926206,0.5000001,0.2845872,0.2561574,0.41609022
6a5eec97-69dd-5163-936e-1aad542b4562,fair,50,high,1,0.59,0.5,1,0,8,0.603408,0.6995372,0.49999985,0.5851842,0.6869457,0.5136438
6a5eec97-69dd-5163-936e-1aad542b4562,fair,50,high,2,0.41,0.5,1,1,8,0.39659202,0.30046275,0.5000002,0.41481575,0.31305432,0.48635623
6a5eec97-69dd-5163-936e-1aad542b4562,gala,100,high,1,0.01,1.0,1,0,9,0.2888515,0.5,0.49999982,0.16724785,0.37427276,0.17489995
6a5eec97-69dd-5163-936e-1aad542b4562,gala,100,high,2,0.99,1.0,1,1,9,0.7111485,0.5,0.5000002,0.8327521,0.62572724,0.82510006
6a5eec97-69dd-5163-936e-1aad542b4562,hike,100,low,1,0.04,1.0,0,0,10,0.44780892,0.5,0.49999997,0.5055629,0.546479,0.6371024
6a5eec97-69dd-5163-936e-1aad542b4562,hike,100,low,2,0.96,1.0,0,1,10,0.55219114,0.5,0.50000006,0.49443704,0.45352098,0.3628976
6a5eec97-69dd-5163-936e-1aad542b4562,oysters,75,high,1,0.31,0.75,1,0,11,0.43839198,0.6180222,0.4999998,0.46921912,0.64419705,0.615934
6a5eec97-69dd-5163-936e-1aad542b4562,oysters,75,high,2,0.69,0.75,1,1,11,0.561608,0.3819778,0.5000002,0.53078085,0.355803,0.38406602
6a5eec97-69dd-5163-936e-1aad542b4562,social,100,low,1,0.12,1.0,0,0,12,0.52616704,0.5,0.5,0.5692339,0.5326967,0.59756833
6a5eec97-69dd-5163-936e-1aad542b4562,social,100,low,2,0.88,1.0,0,1,12,0.47383296,0.5,0.49999997,0.4307661,0.46730322,0.40243167
6a5eec97-69dd-5163-936e-1aad542b4562,soup,50,low,1,0.83,0.5,0,0,13,0.66505533,0.696587,0.4999999,0.6835177,0.70807445,0.59756815
6a5eec97-69dd-5163-936e-1aad542b4562,soup,50,low,2,0.17,0.5,0,1,13,0.33494464,0.303413,0.5000001,0.3164823,0.29192555,0.40243182
6a5eec97-69dd-5163-936e-1aad542b4562,takeout,0,low,1,0.99,0.0,0,0,14,0.94598925,0.8908658,0.49999997,0.9497295,0.8903202,0.6371024
6a5eec97-69dd-5163-936e-1aad542b4562,takeout,0,low,2,0.01,0.0,0,1,14,0.0540107,0.10913422,0.50000006,0.050270483,0.109679796,0.3628976
6a5eec97-69dd-5163-936e-1aad542b4562,wedding,0,low,1,0.96,0.0,0,0,15,0.91977274,0.8575601,0.49999997,0.9217842,0.8534524,0.5975683
6a5eec97-69dd-5163-936e-1aad542b4562,wedding,0,low,2,0.04,0.0,0,1,15,0.08022724,0.1424399,0.50000006,0.078215785,0.14654765,0.40243176
70d60710-300e-5371-8722-9e6f030436df,apples,75,high,1,0.15,0.75,1,0,0,0.42557633,0.6282937,0.4999998,0.4151769,0.62495077,0.5254276
70d60710-300e-5371-8722-9e6f030436df,apples,75,high,2,0.85,0.75,1,1,0,0.5744236,0.37170628,0.50000024,0.58482313,0.37504926,0.4745725
70d60710-300e-5371-8722-9e6f030436df,basketball,50,low,1,1.0,0.5,0,0,1,0.7336493,0.7235868,0.4999999,0.75789565,0.7392605,0.62400687
70d60710-300e-5371-8722-9e6f030436df,basketball,50,low,2,0.0,0.5,0,1,1,0.26635066,0.27641317,0.50000006,0.24210432,0.26073954,0.37599316
70d60710-300e-5371-8722-9e6f030436df,birthday,50,high,1,1.0,0.5,1,0,2,0.64624476,0.7104531,0.49999985,0.67636347,0.730171,0.63259155
70d60710-300e-5371-8722-9e6f030436df,birthday,50,high,2,0.0,0.5,1,1,2,0.35375524,0.2895469,0.5000001,0.3236365,0.26982898,0.3674085
70d60710-300e-5371-8722-9e6f030436df,brunch,50,high,1,1.0,0.5,1,0,3,0.6256602,0.66815937,0.4999999,0.6637564,0.6947261,0.6371023
70d60710-300e-5371-8722-9e6f030436df,brunch,50,high,2,0.0,0.5,1,1,3,0.37433985,0.33184063,0.5000001,0.33624363,0.3052739,0.36289766
70d60710-300e-5371-8722-9e6f030436df,cooking,75,low,1,1.0,0.75,0,0,4,0.6449365,0.6282937,0.49999997,0.68830186,0.6601644,0.63757825
70d60710-300e-5371-8722-9e6f030436df,cooking,75,low,2,0.0,0.75,0,1,4,0.3550635,0.37170628,0.50000006,0.31169817,0.3398356,0.36242172
70d60710-300e-5371-8722-9e6f030436df,dip,75,high,1,1.0,0.75,1,0,5,0.45447958,0.6282937,0.49999982,0.49434403,0.6600113,0.63710225
70d60710-300e-5371-8722-9e6f030436df,dip,75,high,2,0.0,0.75,1,1,5,0.5455204,0.37170628,0.5000002,0.505656,0.33998865,0.36289775
70d60710-300e-5371-8722-9e6f030436df,drinks,100,low,1,0.0,1.0,0,0,6,0.4354094,0.5,0.49999997,0.49243572,0.546479,0.63710237
70d60710-300e-5371-8722-9e6f030436df,drinks,100,low,2,1.0,1.0,0,1,6,0.5645906,0.5,0.50000006,0.50756425,0.45352098,0.36289763
70d60710-300e-5371-8722-9e6f030436df,driving,100,low,1,0.9,1.0,0,0,7,0.4312933,0.5,0.49999997,0.46457523,0.5283723,0.58490276
70d60710-300e-5371-8722-9e6f030436df,driving,100,low,2,0.1,1.0,0,1,7,0.5687067,0.5,0.50000006,0.53542477,0.47162777,0.4150972
70d60710-300e-5371-8722-9e6f030436df,fair,100,high,1,0.82,1.0,1,0,8,0.3019329,0.5,0.49999985,0.29905152,0.50452113,0.5136438
70d60710-300e-5371-8722-9e6f030436df,fair,100,high,2,0.18,1.0,1,1,8,0.69806707,0.5,0.5000002,0.7009485,0.49547887,0.48635623
70d60710-300e-5371-8722-9e6f030436df,gala,100,high,1,0.0,1.0,1,0,9,0.2888515,0.5,0.49999982,0.16724785,0.37427276,0.17489995
70d60710-300e-5371-8722-9e6f030436df,gala,100,high,2,1.0,1.0,1,1,9,0.7111485,0.5,0.5000002,0.8327521,0.62572724,0.82510006
70d60710-300e-5371-8722-9e6f030436df,hike,0,low,1,1.0,0.0,0,0,10,0.79461175,0.740738,0.49999997,0.8187432,0.7577228,0.6371024
70d60710-300e-5371-8722-9e6f030436df,hike,0,low,2,0.0,0.0,0,1,10,0.20538822,0.25926206,0.50000006,0.18125677,0.24227719,0.3628976
70d60710-300e-5371-8722-9e6f030436df,oysters,0,low,1,1.0,0.0,0,0,11,0.92295605,0.8726558,0.4999999,0.9286704,0.8738076,0.63710237
70d60710-300e-5371-8722-9e6f030436df,oysters,0,low,2,0.0,0.0,0,1,11,0.077044,0.12734424,0.50000006,0.071329586,0.12619239,0.36289766
70d60710-300e-5371-8722-9e6f030436df,social,0,high,1,0.8,0.0,1,0,12,0.9010836,0.87837577,0.49999985,0.8822519,0.8559736,0.4894034
70d60710-300e-5371-8722-9e6f030436df,social,0,high,2,0.2,0.0,1,1,12,0.09891645,0.12162429,0.5000001,0.11774812,0.14402638,0.5105966
70d60710-300e-5371-8722-9e6f030436df,soup,0,high,1,0.95,0.0,1,0,13,0.8659318,0.85323185,0.49999985,0.828865,0.81787825,0.42722067
70d60710-300e-5371-8722-9e6f030436df,soup,0,high,2,0.05,0.0,1,1,13,0.13406822,0.1467681,0.5000002,0.17113501,0.18212177,0.5727794
70d60710-300e-5371-8722-9e6f030436df,takeout,75,low,1,1.0,0.75,0,0,14,0.6269911,0.6282937,0.49999997,0.6704794,0.6600113,0.6371024
70d60710-300e-5371-8722-9e6f030436df,takeout,75,low,2,0.0,0.75,0,1,14,0.37300885,0.37170628,0.50000006,0.32952052,0.33998865,0.3628976
70d60710-300e-5371-8722-9e6f030436df,wedding,50,low,1,1.0,0.5,0,0,15,0.75088614,0.7104531,0.49999997,0.7679281,0.720402,0.5975683
70d60710-300e-5371-8722-9e6f030436df,wedding,50,low,2,0.0,0.5,0,1,15,0.24911387,0.28954694,0.50000006,0.23207188,0.27959797,0.40243176
71df1681-c34e-5290-831b-932e6a3aa1d8,apples,100,low,1,0.0,1.0,0,0,0,0.5366017,0.5,0.50000006,0.574452,0.5283723,0.5849029
71df1681-c34e-5290-831b-932e6a3aa1d8,apples,100,low,2,1.0,1.0,0,1,0,0.46339822,0.5,0.49999997,0.425548,0.47162777,0.41509712
71df1681-c34e-5290-831b-932e6a3aa1d8,basketball,0,high,1,1.0,0.0,1,0,1,0.8769842,0.8908658,0.4999998,0.8124886,0.8430483,0.335455
71df1681-c34e-5290-831b-932e6a3aa1d8,basketball,0,high,2,0.0,0.0,1,1,1,0.12301587,0.10913422,0.50000024,0.18751134,0.15695173,0.664545
71df1681-c34e-5290-831b-932e6a3aa1d8,birthday,0,high,1,1.0,0.0,1,0,2,0.8741865,0.8575601,0.49999985,0.8815615,0.8594794,0.63259155
