experiment,variant,fold,held_out_scenario,alpha_observer,train_nll,test_nll,n_train,n_test,param_w_v,param_w_d,param_w_e,param_gamma
food_inv_joint_ie,full,0,apples,4.331894874572754,1470.896240234375,100.85683945399467,300,20,9.999999974752427e-07,1.6622730493545532,0.6790227293968201,0.2698507308959961
food_inv_joint_ie,full,1,basketball,4.022674560546875,1476.683837890625,94.92291401525661,300,20,9.999999974752427e-07,1.714672327041626,0.6476902961730957,0.26531022787094116
food_inv_joint_ie,full,2,birthday,5.394105434417725,1476.291259765625,95.31085095564067,300,20,9.999999974752427e-07,1.3457516431808472,0.47138747572898865,0.2688879668712616
food_inv_joint_ie,full,3,brunch,4.142794609069824,1466.47119140625,105.15547639998212,300,20,9.999999974752427e-07,1.7223047018051147,0.6455995440483093,0.2783767282962799
food_inv_joint_ie,full,4,cooking,5.888720512390137,1471.979248046875,99.7392421453321,300,20,9.999999974752427e-07,1.2551017999649048,0.4306131601333618,0.2775622308254242
food_inv_joint_ie,full,5,dip,5.708062648773193,1470.8006591796875,100.8385827577636,300,20,9.999999974752427e-07,1.2676125764846802,0.4732731282711029,0.25689032673835754
food_inv_joint_ie,full,6,drinks,4.422719478607178,1478.4718017578125,93.0889801976915,300,20,9.999999974752427e-07,1.5969802141189575,0.5731954574584961,0.263715535402298
food_inv_joint_ie,full,7,driving,4.434664249420166,1471.638916015625,100.01147208766412,300,20,9.999999974752427e-07,1.6017214059829712,0.5396880507469177,0.2590222954750061
food_inv_joint_ie,full,8,fair,4.502386569976807,1476.966796875,94.69905407550203,300,20,9.999999974752427e-07,1.5495827198028564,0.5581943988800049,0.27788665890693665
food_inv_joint_ie,full,9,gala,3.4587392807006836,1473.351318359375,98.43660133467655,300,20,9.999999974752427e-07,1.9636667966842651,0.7072919607162476,0.2510305345058441
food_inv_joint_ie,full,10,hike,4.869296073913574,1470.972412109375,100.61112820599207,300,20,9.999999974752427e-07,1.4812934398651123,0.545573890209198,0.2624879479408264
food_inv_joint_ie,full,11,oysters,4.188997745513916,1474.3797607421875,97.35245208962365,300,20,9.999999974752427e-07,1.639726161956787,0.6132802963256836,0.2430848330259323
