subject_id,scenario_label,stimulus_index,action_condition,intimacy_condition,stage,desire_rating,effort_rating
65d4ef84-feb9-515c-b271-eddbe23f3b62,harmonica,0,no_share,somewhat_intimate,prior,1.0,1.0
65d4ef84-feb9-515c-b271-eddbe23f3b62,harmonica,0,no_share,somewhat_intimate,posterior,0.5,1.0
65d4ef84-feb9-515c-b271-eddbe23f3b62,navigation,1,no_share,somewhat_formal,prior,1.0,0.0
65d4ef84-feb9-515c-b271-eddbe23f3b62,navigation,1,no_share,somewhat_formal,posterior,0.0,0.0
65d4ef84-feb9-515c-b271-eddbe23f3b62,home,2,low_risk_share,max_intimate,prior,1.0,1.0
65d4ef84-feb9-515c-b271-eddbe23f3b62,home,2,low_risk_share,max_intimate,posterior,1.0,1.0
65d4ef84-feb9-515c-b271-eddbe23f3b62,chapstick,3,low_risk_share,somewhat_formal,prior,1.0,0.5
65d4ef84-feb9-515c-b271-eddbe23f3b62,chapstick,3,low_risk_share,somewhat_formal,posterior,1.0,0.49
65d4ef84-feb9-515c-b271-eddbe23f3b62,sunscreen,4,low_risk_share,somewhat_intimate,prior,1.0,0.5
65d4ef84-feb9-515c-b271-eddbe23f3b62,sunscreen,4,low_risk_share,somewhat_intimate,posterior,1.0,0.49
65d4ef84-feb9-515c-b271-eddbe23f3b62,locker-room,5,no_share,max_formal,prior,1.0,0.0
65d4ef84-feb9-515c-b271-eddbe23f3b62,locker-room,5,no_share,max_formal,posterior,1.0,1.0
65d4ef84-feb9-515c-b271-eddbe23f3b62,blanket,6,high_risk_share,max_formal,prior,1.0,0.5
65d4ef84-feb9-515c-b271-eddbe23f3b62,blanket,6,high_risk_share,max_formal,posterior,1.0,0.49
65d4ef84-feb9-515c-b271-eddbe23f3b62,hairbrush,7,no_share,max_intimate,prior,1.0,0.49
65d4ef84-feb9-515c-b271-eddbe23f3b62,hairbrush,7,no_share,max_intimate,posterior,1.0,0.49
65d4ef84-feb9-515c-b271-eddbe23f3b62,breakup,8,high_risk_share,somewhat_formal,prior,0.0,0.51
65d4ef84-feb9-515c-b271-eddbe23f3b62,breakup,8,high_risk_share,somewhat_formal,posterior,1.0,0.49
65d4ef84-feb9-515c-b271-eddbe23f3b62,earbuds,9,high_risk_share,somewhat_intimate,prior,1.0,0.5
65d4ef84-feb9-515c-b271-eddbe23f3b62,earbuds,9,high_risk_share,somewhat_intimate,posterior,1.0,1.0
65d4ef84-feb9-515c-b271-eddbe23f3b62,sleeping-bag,10,low_risk_share,somewhat_formal,prior,1.0,0.49
65d4ef84-feb9-515c-b271-eddbe23f3b62,sleeping-bag,10,low_risk_share,somewhat_formal,posterior,1.0,0.0
65d4ef84-feb9-515c-b271-eddbe23f3b62,towel,11,no_share,max_intimate,prior,1.0,0.49
65d4ef84-feb9-515c-b271-eddbe23f3b62,towel,11,no_share,max_intimate,posterior,0.48,1.0
65d4ef84-feb9-515c-b271-eddbe23f3b62,gossip,12,high_risk_share,max_intimate,prior,0.0,0.48
65d4ef84-feb9-515c-b271-eddbe23f3b62,gossip,12,high_risk_share,max_intimate,posterior,1.0,1.0
65d4ef84-feb9-515c-b271-eddbe23f3b62,bed,13,no_share,max_formal,prior,1.0,1.0
65d4ef84-feb9-515c-b271-eddbe23f3b62,bed,13,no_share,max_formal,posterior,1.0,0.0
65d4ef84-feb9-515c-b271-eddbe23f3b62,salary,14,high_risk_share,somewhat_intimate,prior,1.0,0.5
65d4ef84-feb9-515c-b271-eddbe23f3b62,salary,14,high_risk_share,somewhat_intimate,posterior,1.0,1.0
65d4ef84-feb9-515c-b271-eddbe23f3b62,sauna,15,low_risk_share,max_formal,prior,0.0,0.49
65d4ef84-feb9-515c-b271-eddbe23f3b62,sauna,15,low_risk_share,max_formal,posterior,1.0,0.0
2206f2a4-e560-5e22-bbcf-6efafe7ee925,gossip,0,low_risk_share,somewhat_formal,prior,0.84,0.24
2206f2a4-e560-5e22-bbcf-6efafe7ee925,gossip,0,low_risk_share,somewhat_formal,posterior,0.74,0.65
2206f2a4-e560-5e22-bbcf-6efafe7ee925,chapstick,1,no_share,max_intimate,prior,0.9,0.24
2206f2a4-e560-5e22-bbcf-6efafe7ee925,chapstick,1,no_share,max_intimate,posterior,0.74,0.89
2206f2a4-e560-5e22-bbcf-6efafe7ee925,earbuds,2,high_risk_share,max_formal,prior,0.76,0.75
2206f2a4-e560-5e22-bbcf-6efafe7ee925,earbuds,2,high_risk_share,max_formal,posterior,0.87,0.88
2206f2a4-e560-5e22-bbcf-6efafe7ee925,salary,3,high_risk_share,max_intimate,prior,0.76,0.25
2206f2a4-e560-5e22-bbcf-6efafe7ee925,salary,3,high_risk_share,max_intimate,posterior,0.89,0.11
2206f2a4-e560-5e22-bbcf-6efafe7ee925,blanket,4,low_risk_share,max_formal,prior,0.88,0.76
2206f2a4-e560-5e22-bbcf-6efafe7ee925,blanket,4,low_risk_share,max_formal,posterior,0.89,0.1
2206f2a4-e560-5e22-bbcf-6efafe7ee925,hairbrush,5,low_risk_share,somewhat_intimate,prior,0.88,0.25
2206f2a4-e560-5e22-bbcf-6efafe7ee925,hairbrush,5,low_risk_share,somewhat_intimate,posterior,0.89,0.1
2206f2a4-e560-5e22-bbcf-6efafe7ee925,home,6,low_risk_share,max_intimate,prior,0.5,0.75
2206f2a4-e560-5e22-bbcf-6efafe7ee925,home,6,low_risk_share,max_intimate,posterior,0.75,0.88
2206f2a4-e560-5e22-bbcf-6efafe7ee925,harmonica,7,no_share,max_formal,prior,0.5,0.24
2206f2a4-e560-5e22-bbcf-6efafe7ee925,harmonica,7,no_share,max_formal,posterior,0.64,0.88
2206f2a4-e560-5e22-bbcf-6efafe7ee925,bed,8,high_risk_share,somewhat_formal,prior,0.9,0.25
2206f2a4-e560-5e22-bbcf-6efafe7ee925,bed,8,high_risk_share,somewhat_formal,posterior,0.89,0.89
2206f2a4-e560-5e22-bbcf-6efafe7ee925,navigation,9,low_risk_share,max_intimate,prior,0.64,0.23
2206f2a4-e560-5e22-bbcf-6efafe7ee925,navigation,9,low_risk_share,max_intimate,posterior,0.76,0.88
2206f2a4-e560-5e22-bbcf-6efafe7ee925,locker-room,10,low_risk_share,max_formal,prior,0.23,0.76
2206f2a4-e560-5e22-bbcf-6efafe7ee925,locker-room,10,low_risk_share,max_formal,posterior,0.89,0.11
2206f2a4-e560-5e22-bbcf-6efafe7ee925,towel,11,high_risk_share,somewhat_formal,prior,0.78,0.77
2206f2a4-e560-5e22-bbcf-6efafe7ee925,towel,11,high_risk_share,somewhat_formal,posterior,0.89,0.75
2206f2a4-e560-5e22-bbcf-6efafe7ee925,sleeping-bag,12,no_share,somewhat_formal,prior,0.89,0.25
2206f2a4-e560-5e22-bbcf-6efafe7ee925,sleeping-bag,12,no_share,somewhat_formal,posterior,0.63,0.89
2206f2a4-e560-5e22-bbcf-6efafe7ee925,breakup,13,high_risk_share,somewhat_intimate,prior,0.75,0.75
2206f2a4-e560-5e22-bbcf-6efafe7ee925,breakup,13,high_risk_share,somewhat_intimate,posterior,0.89,0.23
2206f2a4-e560-5e22-bbcf-6efafe7ee925,sauna,14,no_share,somewhat_intimate,prior,0.75,0.75
2206f2a4-e560-5e22-bbcf-6efafe7ee925,sauna,14,no_share,somewhat_intimate,posterior,0.5,0.76
2206f2a4-e560-5e22-bbcf-6efafe7ee925,sunscreen,15,no_share,somewhat_intimate,prior,0.9,0.76
2206f2a4-e560-5e22-bbcf-6efafe7ee925,sunscreen,15,no_share,somewhat_intimate,posterior,0.11,0.74
62a92b72-85a3-5e00-84c3-e622cfb08197,navigation,0,high_risk_share,somewhat_formal,prior,0.86,0.0
62a92b72-85a3-5e00-84c3-e622cfb08197,navigation,0,high_risk_share,somewhat_formal,posterior,1.0,0.0
62a92b72-85a3-5e00-84c3-e622cfb08197,blanket,1,low_risk_share,max_formal,prior,1.0,1.0
62a92b72-85a3-5e00-84c3-e622cfb08197,blanket,1,low_risk_share,max_formal,posterior,1.0,0.0
62a92b72-85a3-5e00-84c3-e622cfb08197,hairbrush,2,low_risk_share,somewhat_formal,prior,1.0,1.0
62a92b72-85a3-5e00-84c3-e622cfb08197,hairbrush,2,low_risk_share,somewhat_formal,posterior,1.0,0.0
62a92b72-85a3-5e00-84c3-e622cfb08197,sauna,3,low_risk_share,max_intimate,prior,1.0,1.0
62a92b72-85a3-5e00-84c3-e622cfb08197,sauna,3,low_risk_share,max_intimate,posterior,1.0,0.0
62a92b72-85a3-5e00-84c3-e622cfb08197,sleeping-bag,4,no_share,somewhat_formal,prior,1.0,1.0
62a92b72-85a3-5e00-84c3-e622cfb08197,sleeping-bag,4,no_share,somewhat_formal,posterior,1.0,0.0
62a92b72-85a3-5e00-84c3-e622cfb08197,sunscreen,5,low_risk_share,max_intimate,prior,1.0,0.4
62a92b72-85a3-5e00-84c3-e622cfb08197,sunscreen,5,low_risk_share,max_intimate,posterior,1.0,1.0
62a92b72-85a3-5e00-84c3-e622cfb08197,towel,6,no_share,max_intimate,prior,0.98,0.14
62a92b72-85a3-5e00-84c3-e622cfb08197,towel,6,no_share,max_intimate,posterior,1.0,1.0
62a92b72-85a3-5e00-84c3-e622cfb08197,salary,7,low_risk_share,max_formal,prior,1.0,0.96
62a92b72-85a3-5e00-84c3-e622cfb08197,salary,7,low_risk_share,max_formal,posterior,0.99,0.0
62a92b72-85a3-5e00-84c3-e622cfb08197,home,8,high_risk_share,max_intimate,prior,0.99,0.96
62a92b72-85a3-5e00-84c3-e622cfb08197,home,8,high_risk_share,max_intimate,posterior,0.99,1.0
62a92b72-85a3-5e00-84c3-e622cfb08197,chapstick,9,no_share,somewhat_intimate,prior,1.0,0.0
62a92b72-85a3-5e00-84c3-e622cfb08197,chapstick,9,no_share,somewhat_intimate,posterior,1.0,1.0
62a92b72-85a3-5e00-84c3-e622cfb08197,earbuds,10,high_risk_share,somewhat_formal,prior,1.0,0.0
62a92b72-85a3-5e00-84c3-e622cfb08197,earbuds,10,high_risk_share,somewhat_formal,posterior,1.0,0.49
62a92b72-85a3-5e00-84c3-e622cfb08197,harmonica,11,low_risk_share,somewhat_intimate,prior,1.0,1.0
62a92b72-85a3-5e00-84c3-e622cfb08197,harmonica,11,low_risk_share,somewhat_intimate,posterior,1.0,0.0
62a92b72-85a3-5e00-84c3-e622cfb08197,locker-room,12,high_risk_share,somewhat_intimate,prior,1.0,1.0
62a92b72-85a3-5e00-84c3-e622cfb08197,locker-room,12,high_risk_share,somewhat_intimate,posterior,1.0,1.0
62a92b72-85a3-5e00-84c3-e622cfb08197,breakup,13,high_risk_share,max_formal,prior,1.0,1.0
62a92b72-85a3-5e00-84c3-e622cfb08197,breakup,13,high_risk_share,max_formal,posterior,1.0,1.0
62a92b72-85a3-5e00-84c3-e622cfb08197,gossip,14,no_share,max_formal,prior,1.0,0.0
62a92b72-85a3-5e00-84c3-e622cfb08197,gossip,14,no_share,max_formal,posterior,1.0,1.0
62a92b72-85a3-5e00-84c3-e622cfb08197,bed,15,no_share,somewhat_intimate,prior,1.0,1.0
62a92b72-85a3-5e00-84c3-e622cfb08197,bed,15,no_share,somewhat_intimate,posterior,1.0,0.0
abdbcf08-87dd-54b9-86f0-be6b02de14fa,sleeping-bag,0,no_share,somewhat_intimate,prior,1.0,0.75
abdbcf08-87dd-54b9-86f0-be6b02de14fa,sleeping-bag,0,no_share,somewhat_intimate,posterior,1.0,0.31
abdbcf08-87dd-54b9-86f0-be6b02de14fa,hairbrush,1,high_risk_share,max_formal,prior,1.0,0.07
abdbcf08-87dd-54b9-86f0-be6b02de14fa,hairbrush,1,high_risk_share,max_formal,posterior,1.0,0.08
abdbcf08-87dd-54b9-86f0-be6b02de14fa,navigation,2,high_risk_share,max_intimate,prior,0.76,0.19
abdbcf08-87dd-54b9-86f0-be6b02de14fa,navigation,2,high_risk_share,max_intimate,posterior,0.79,0.0
abdbcf08-87dd-54b9-86f0-be6b02de14fa,salary,3,low_risk_share,somewhat_intimate,prior,0.57,0.13
abdbcf08-87dd-54b9-86f0-be6b02de14fa,salary,3,low_risk_share,somewhat_intimate,posterior,0.97,0.21
abdbcf08-87dd-54b9-86f0-be6b02de14fa,sunscreen,4,low_risk_share,somewhat_formal,prior,0.94,0.27
abdbcf08-87dd-54b9-86f0-be6b02de14fa,sunscreen,4,low_risk_share,somewhat_formal,posterior,0.96,0.08
abdbcf08-87dd-54b9-86f0-be6b02de14fa,earbuds,5,no_share,somewhat_formal,prior,0.98,0.76
abdbcf08-87dd-54b9-86f0-be6b02de14fa,earbuds,5,no_share,somewhat_formal,posterior,0.68,0.67
abdbcf08-87dd-54b9-86f0-be6b02de14fa,home,6,low_risk_share,max_formal,prior,0.4,0.67
abdbcf08-87dd-54b9-86f0-be6b02de14fa,home,6,low_risk_share,max_formal,posterior,0.45,0.89
abdbcf08-87dd-54b9-86f0-be6b02de14fa,locker-room,7,high_risk_share,somewhat_formal,prior,0.44,0.32
abdbcf08-87dd-54b9-86f0-be6b02de14fa,locker-room,7,high_risk_share,somewhat_formal,posterior,0.8,0.09
abdbcf08-87dd-54b9-86f0-be6b02de14fa,chapstick,8,no_share,max_intimate,prior,0.68,0.14
abdbcf08-87dd-54b9-86f0-be6b02de14fa,chapstick,8,no_share,max_intimate,posterior,0.63,0.47
abdbcf08-87dd-54b9-86f0-be6b02de14fa,bed,9,high_risk_share,max_intimate,prior,1.0,0.16
abdbcf08-87dd-54b9-86f0-be6b02de14fa,bed,9,high_risk_share,max_intimate,posterior,0.99,0.15
abdbcf08-87dd-54b9-86f0-be6b02de14fa,harmonica,10,low_risk_share,somewhat_intimate,prior,0.56,0.29
abdbcf08-87dd-54b9-86f0-be6b02de14fa,harmonica,10,low_risk_share,somewhat_intimate,posterior,0.9,0.05
abdbcf08-87dd-54b9-86f0-be6b02de14fa,sauna,11,low_risk_share,max_intimate,prior,0.86,0.37
abdbcf08-87dd-54b9-86f0-be6b02de14fa,sauna,11,low_risk_share,max_intimate,posterior,0.76,0.07
abdbcf08-87dd-54b9-86f0-be6b02de14fa,blanket,12,high_risk_share,max_formal,prior,0.89,0.23
abdbcf08-87dd-54b9-86f0-be6b02de14fa,blanket,12,high_risk_share,max_formal,posterior,0.93,0.18
abdbcf08-87dd-54b9-86f0-be6b02de14fa,breakup,13,high_risk_share,somewhat_intimate,prior,0.43,0.41
abdbcf08-87dd-54b9-86f0-be6b02de14fa,breakup,13,high_risk_share,somewhat_intimate,posterior,0.82,0.96
abdbcf08-87dd-54b9-86f0-be6b02de14fa,towel,14,no_share,max_formal,prior,0.76,0.26
abdbcf08-87dd-54b9-86f0-be6b02de14fa,towel,14,no_share,max_formal,posterior,0.63,0.44
abdbcf08-87dd-54b9-86f0-be6b02de14fa,gossip,15,no_share,somewhat_formal,prior,0.44,0.41
abdbcf08-87dd-54b9-86f0-be6b02de14fa,gossip,15,no_share,somewhat_formal,posterior,0.12,0.27
b977fef4-805a-54ae-b2b4-52273dec36a0,sauna,0,high_risk_share,somewhat_formal,prior,0.36,0.68
b977fef4-805a-54ae-b2b4-52273dec36a0,sauna,0,high_risk_share,somewhat_formal,posterior,0.79,0.28
b977fef4-805a-54ae-b2b4-52273dec36a0,harmonica,1,no_share,somewhat_formal,prior,0.56,0.8
b977fef4-805a-54ae-b2b4-52273dec36a0,harmonica,1,no_share,somewhat_formal,posterior,0.5,0.94
b977fef4-805a-54ae-b2b4-52273dec36a0,salary,2,high_risk_share,somewhat_intimate,prior,0.85,0.55
b977fef4-805a-54ae-b2b4-52273dec36a0,salary,2,high_risk_share,somewhat_intimate,posterior,0.96,0.86
b977fef4-805a-54ae-b2b4-52273dec36a0,locker-room,3,no_share,max_formal,prior,0.61,0.48
b977fef4-805a-54ae-b2b4-52273dec36a0,locker-room,3,no_share,max_formal,posterior,0.57,0.81
b977fef4-805a-54ae-b2b4-52273dec36a0,gossip,4,no_share,max_formal,prior,0.71,0.51
b977fef4-805a-54ae-b2b4-52273dec36a0,gossip,4,no_share,max_formal,posterior,0.57,0.66
b977fef4-805a-54ae-b2b4-52273dec36a0,sleeping-bag,5,no_share,somewhat_intimate,prior,0.81,0.56
b977fef4-805a-54ae-b2b4-52273dec36a0,sleeping-bag,5,no_share,somewhat_intimate,posterior,0.8,0.92
b977fef4-805a-54ae-b2b4-52273dec36a0,towel,6,low_risk_share,somewhat_formal,prior,0.78,0.4
b977fef4-805a-54ae-b2b4-52273dec36a0,towel,6,low_risk_share,somewhat_formal,posterior,0.85,0.14
b977fef4-805a-54ae-b2b4-52273dec36a0,bed,7,low_risk_share,max_intimate,prior,0.94,0.47
b977fef4-805a-54ae-b2b4-52273dec36a0,bed,7,low_risk_share,max_intimate,posterior,0.95,0.14
b977fef4-805a-54ae-b2b4-52273dec36a0,earbuds,8,low_risk_share,max_formal,prior,0.62,0.5
b977fef4-805a-54ae-b2b4-52273dec36a0,earbuds,8,low_risk_share,max_formal,posterior,0.59,0.41
b977fef4-805a-54ae-b2b4-52273dec36a0,hairbrush,9,high_risk_share,max_formal,prior,0.88,0.56
b977fef4-805a-54ae-b2b4-52273dec36a0,hairbrush,9,high_risk_share,max_formal,posterior,0.93,0.43
b977fef4-805a-54ae-b2b4-52273dec36a0,home,10,high_risk_share,max_intimate,prior,0.49,0.5
b977fef4-805a-54ae-b2b4-52273dec36a0,home,10,high_risk_share,max_intimate,posterior,0.66,0.75
b977fef4-805a-54ae-b2b4-52273dec36a0,breakup,11,high_risk_share,somewhat_intimate,prior,0.64,0.38
b977fef4-805a-54ae-b2b4-52273dec36a0,breakup,11,high_risk_share,somewhat_intimate,posterior,0.72,0.23
b977fef4-805a-54ae-b2b4-52273dec36a0,blanket,12,low_risk_share,somewhat_intimate,prior,0.8,0.61
b977fef4-805a-54ae-b2b4-52273dec36a0,blanket,12,low_risk_share,somewhat_intimate,posterior,0.88,0.38
b977fef4-805a-54ae-b2b4-52273dec36a0,sunscreen,13,low_risk_share,somewhat_formal,prior,0.72,0.48
