subject_id,scenario_label,intimacy_condition,reward_condition,action_0,action_1,action_2,action_3
494bffb5-6ba0-54fe-98c8-e3f933533a10,hike,0,low,0.86,0.14,0,0
494bffb5-6ba0-54fe-98c8-e3f933533a10,dip,75,low,0.77,0.17,0.04,0.02
494bffb5-6ba0-54fe-98c8-e3f933533a10,driving,50,low,0.67,0.32,0.01,0
494bffb5-6ba0-54fe-98c8-e3f933533a10,social,100,low,0.75,0.04,0.12,0.09
494bffb5-6ba0-54fe-98c8-e3f933533a10,basketball,50,high,0.08,0.83,0.06,0.03
494bffb5-6ba0-54fe-98c8-e3f933533a10,cooking,0,high,0,0.15,0.59,0.26
494bffb5-6ba0-54fe-98c8-e3f933533a10,brunch,100,high,0,0.56,0.38,0.06
60089534-5b63-5fd1-aca6-91e2f5681394,hike,0,low,0.59,0.41,0,0
60089534-5b63-5fd1-aca6-91e2f5681394,birthday,100,high,0.01,0.28,0.38,0.33
60089534-5b63-5fd1-aca6-91e2f5681394,social,100,low,0.51,0.06,0.12,0.31
60089534-5b63-5fd1-aca6-91e2f5681394,driving,50,low,0.48,0.48,0.03,0.01
60089534-5b63-5fd1-aca6-91e2f5681394,dip,50,high,0.01,0.84,0.1,0.05
60089534-5b63-5fd1-aca6-91e2f5681394,gala,75,high,0.05,0.39,0.28,0.28
60089534-5b63-5fd1-aca6-91e2f5681394,takeout,100,low,0.41,0.33,0.25,0.01
60089534-5b63-5fd1-aca6-91e2f5681394,fair,0,high,0.28,0.7,0.02,0
60089534-5b63-5fd1-aca6-91e2f5681394,oysters,75,low,0.65,0.17,0.17,0.01
60089534-5b63-5fd1-aca6-91e2f5681394,drinks,0,low,0.84,0.15,0.01,0
60089534-5b63-5fd1-aca6-91e2f5681394,soup,50,low,0.98,0.01,0.01,0
60089534-5b63-5fd1-aca6-91e2f5681394,wedding,75,low,0.99,0.01,0,0
60089534-5b63-5fd1-aca6-91e2f5681394,cooking,0,high,0,1,0,0
60089534-5b63-5fd1-aca6-91e2f5681394,apples,75,high,0,0.1,0.54,0.36
60089534-5b63-5fd1-aca6-91e2f5681394,basketball,50,high,0,0.94,0.05,0.01
60089534-5b63-5fd1-aca6-91e2f5681394,brunch,100,high,0.14,0.4,0.25,0.21
87bb4773-4d4c-5508-a63e-8e3d0ae20b3b,birthday,50,low,0.31,0.13,0.36,0.2
87bb4773-4d4c-5508-a63e-8e3d0ae20b3b,drinks,100,high,0.5,0.33,0.11,0.06
87bb4773-4d4c-5508-a63e-8e3d0ae20b3b,wedding,100,low,0.21,0.07,0.43,0.29
87bb4773-4d4c-5508-a63e-8e3d0ae20b3b,hike,75,low,0.27,0.41,0.18,0.14
87bb4773-4d4c-5508-a63e-8e3d0ae20b3b,basketball,75,high,0.21,0.61,0.13,0.05
87bb4773-4d4c-5508-a63e-8e3d0ae20b3b,driving,75,high,0.27,0.24,0.33,0.16
87bb4773-4d4c-5508-a63e-8e3d0ae20b3b,oysters,75,low,0.16,0.32,0.23,0.29
87bb4773-4d4c-5508-a63e-8e3d0ae20b3b,cooking,0,high,0.18,0.31,0.51,0
87bb4773-4d4c-5508-a63e-8e3d0ae20b3b,apples,50,low,0.13,0.41,0.34,0.12
87bb4773-4d4c-5508-a63e-8e3d0ae20b3b,dip,50,high,0.09,0.73,0.18,0
87bb4773-4d4c-5508-a63e-8e3d0ae20b3b,gala,0,low,0.7,0.11,0.07,0.12
87bb4773-4d4c-5508-a63e-8e3d0ae20b3b,brunch,50,high,0.29,0.37,0.26,0.08
87bb4773-4d4c-5508-a63e-8e3d0ae20b3b,fair,0,low,0.59,0.33,0.08,0
87bb4773-4d4c-5508-a63e-8e3d0ae20b3b,takeout,100,high,0.25,0.58,0.17,0
87bb4773-4d4c-5508-a63e-8e3d0ae20b3b,social,0,high,0.13,0.68,0.13,0.06
87bb4773-4d4c-5508-a63e-8e3d0ae20b3b,soup,100,low,0.95,0.02,0.03,0
b4403665-666e-5656-93e5-2f87dd7c1a19,gala,100,high,0,0.02,0.08,0.9
b4403665-666e-5656-93e5-2f87dd7c1a19,apples,0,high,0.93,0.03,0.02,0.02
b4403665-666e-5656-93e5-2f87dd7c1a19,birthday,75,low,0.08,0.75,0.14,0.03
b4403665-666e-5656-93e5-2f87dd7c1a19,takeout,50,high,0.3,0.58,0.12,0
b4403665-666e-5656-93e5-2f87dd7c1a19,social,100,low,0.6,0.05,0.1,0.25
b4403665-666e-5656-93e5-2f87dd7c1a19,brunch,75,high,0,0.19,0.31,0.5
b4403665-666e-5656-93e5-2f87dd7c1a19,cooking,75,high,0,0.71,0.17,0.12
b4403665-666e-5656-93e5-2f87dd7c1a19,oysters,100,low,0.37,0.28,0.11,0.24
b4403665-666e-5656-93e5-2f87dd7c1a19,wedding,100,high,0.05,0.05,0.28,0.62
b4403665-666e-5656-93e5-2f87dd7c1a19,fair,50,high,0.12,0.4,0.29,0.19
b4403665-666e-5656-93e5-2f87dd7c1a19,drinks,0,high,0.93,0.07,0,0
b4403665-666e-5656-93e5-2f87dd7c1a19,driving,0,low,0.43,0.4,0.14,0.03
b4403665-666e-5656-93e5-2f87dd7c1a19,dip,50,low,0.81,0.1,0.06,0.03
b4403665-666e-5656-93e5-2f87dd7c1a19,hike,75,low,0.37,0.39,0.19,0.05
b4403665-666e-5656-93e5-2f87dd7c1a19,basketball,0,low,0.9,0.1,0,0
b4403665-666e-5656-93e5-2f87dd7c1a19,soup,50,low,0.92,0.02,0,0.06
a7de67b8-bb5f-5a92-b9d5-9614d581268c,takeout,50,low,0.85,0.15,0,0
a7de67b8-bb5f-5a92-b9d5-9614d581268c,basketball,100,high,0,0,0.5,0.5
a7de67b8-bb5f-5a92-b9d5-9614d581268c,social,50,low,1,0,0,0
a7de67b8-bb5f-5a92-b9d5-9614d581268c,drinks,75,low,1,0,0,0
a7de67b8-bb5f-5a92-b9d5-9614d581268c,fair,75,high,0,1,0,0
a7de67b8-bb5f-5a92-b9d5-9614d581268c,cooking,75,high,0,0.61,0.39,0
a7de67b8-bb5f-5a92-b9d5-9614d581268c,apples,0,high,0.48,0.45,0.07,0
a7de67b8-bb5f-5a92-b9d5-9614d581268c,hike,75,low,0.58,0.26,0.14,0.02
a7de67b8-bb5f-5a92-b9d5-9614d581268c,oysters,0,low,1,0,0,0
a7de67b8-bb5f-5a92-b9d5-9614d581268c,brunch,50,high,0,0.59,0.41,0
a7de67b8-bb5f-5a92-b9d5-9614d581268c,dip,100,high,0,0.44,0.49,0.07
a7de67b8-bb5f-5a92-b9d5-9614d581268c,soup,100,low,0.85,0.08,0.07,0
a7de67b8-bb5f-5a92-b9d5-9614d581268c,gala,0,high,0.45,0.3,0.25,0
a7de67b8-bb5f-5a92-b9d5-9614d581268c,birthday,50,high,0,1,0,0
a7de67b8-bb5f-5a92-b9d5-9614d581268c,wedding,0,low,1,0,0,0
a7de67b8-bb5f-5a92-b9d5-9614d581268c,driving,100,low,0.02,0.25,0.42,0.31
5d907119-1bc7-5f82-ae8b-3fc8f1ff04d3,wedding,50,high,0.2,0.12,0.37,0.31
5d907119-1bc7-5f82-ae8b-3fc8f1ff04d3,dip,50,low,0.19,0.43,0.13,0.25
5d907119-1bc7-5f82-ae8b-3fc8f1ff04d3,drinks,100,high,0.11,0.14,0.45,0.3
5d907119-1bc7-5f82-ae8b-3fc8f1ff04d3,cooking,100,high,0.01,0.47,0.35,0.17
5d907119-1bc7-5f82-ae8b-3fc8f1ff04d3,birthday,100,low,0.09,0.38,0.31,0.22
5d907119-1bc7-5f82-ae8b-3fc8f1ff04d3,takeout,75,high,0.15,0.48,0.32,0.05
5d907119-1bc7-5f82-ae8b-3fc8f1ff04d3,social,75,low,1,0,0,0
5d907119-1bc7-5f82-ae8b-3fc8f1ff04d3,hike,100,low,0.59,0.38,0.01,0.02
5d907119-1bc7-5f82-ae8b-3fc8f1ff04d3,apples,50,high,0.21,0.4,0.25,0.14
5d907119-1bc7-5f82-ae8b-3fc8f1ff04d3,basketball,0,high,0.08,0.44,0.15,0.33
5d907119-1bc7-5f82-ae8b-3fc8f1ff04d3,fair,0,low,0.09,0.12,0.5,0.29
5d907119-1bc7-5f82-ae8b-3fc8f1ff04d3,oysters,50,low,0.49,0.23,0.15,0.13
5d907119-1bc7-5f82-ae8b-3fc8f1ff04d3,soup,0,high,0.25,0.11,0.28,0.36
5d907119-1bc7-5f82-ae8b-3fc8f1ff04d3,brunch,75,high,0.12,0.28,0.41,0.19
5d907119-1bc7-5f82-ae8b-3fc8f1ff04d3,gala,75,low,1,0,0,0
5d907119-1bc7-5f82-ae8b-3fc8f1ff04d3,driving,0,low,0.07,0.32,0.42,0.19
3c8ee53c-40dd-513a-96a4-6bdf285c70ab,takeout,100,low,1,0,0,0
3c8ee53c-40dd-513a-96a4-6bdf285c70ab,social,0,low,1,0,0,0
3c8ee53c-40dd-513a-96a4-6bdf285c70ab,apples,75,low,1,0,0,0
3c8ee53c-40dd-513a-96a4-6bdf285c70ab,drinks,50,high,0,0.49,0.2,0.31
3c8ee53c-40dd-513a-96a4-6bdf285c70ab,wedding,50,low,1,0,0,0
3c8ee53c-40dd-513a-96a4-6bdf285c70ab,brunch,0,low,0.12,0,0.17,0.71
3c8ee53c-40dd-513a-96a4-6bdf285c70ab,soup,75,low,1,0,0,0
3c8ee53c-40dd-513a-96a4-6bdf285c70ab,dip,75,high,0,0.9,0,0.1
3c8ee53c-40dd-513a-96a4-6bdf285c70ab,birthday,100,high,0,0.75,0,0.25
3c8ee53c-40dd-513a-96a4-6bdf285c70ab,gala,0,high,0,0.3,0.15,0.55
3c8ee53c-40dd-513a-96a4-6bdf285c70ab,fair,75,high,1,0,0,0
3c8ee53c-40dd-513a-96a4-6bdf285c70ab,basketball,50,low,1,0,0,0
3c8ee53c-40dd-513a-96a4-6bdf285c70ab,oysters,0,high,0.2,0.8,0,0
3c8ee53c-40dd-513a-96a4-6bdf285c70ab,hike,100,low,0.75,0.25,0,0
3c8ee53c-40dd-513a-96a4-6bdf285c70ab,cooking,100,high,0,1,0,0
3c8ee53c-40dd-513a-96a4-6bdf285c70ab,driving,50,high,0,0.9,0,0.1
73090595-30a3-524d-8cfa-5992d96804a5,basketball,100,low,0.19,0.45,0.24,0.12
73090595-30a3-524d-8cfa-5992d96804a5,birthday,50,high,0.1,0.54,0.36,0
73090595-30a3-524d-8cfa-5992d96804a5,drinks,100,high,0.05,0.2,0.18,0.57
73090595-30a3-524d-8cfa-5992d96804a5,fair,0,high,0.21,0.79,0,0
73090595-30a3-524d-8cfa-5992d96804a5,social,75,low,0.64,0,0.33,0.03
73090595-30a3-524d-8cfa-5992d96804a5,gala,75,high,0.07,0.21,0.3,0.42
73090595-30a3-524d-8cfa-5992d96804a5,brunch,75,low,0.2,0.2,0.57,0.03
73090595-30a3-524d-8cfa-5992d96804a5,takeout,50,low,0.71,0.29,0,0
73090595-30a3-524d-8cfa-5992d96804a5,wedding,100,low,1,0,0,0
73090595-30a3-524d-8cfa-5992d96804a5,apples,0,low,1,0,0,0
73090595-30a3-524d-8cfa-5992d96804a5,hike,50,low,1,0,0,0
73090595-30a3-524d-8cfa-5992d96804a5,cooking,50,high,0,0,1,0
73090595-30a3-524d-8cfa-5992d96804a5,driving,100,high,0.73,0.27,0,0
73090595-30a3-524d-8cfa-5992d96804a5,oysters,75,high,1,0,0,0
73090595-30a3-524d-8cfa-5992d96804a5,dip,0,high,0,1,0,0
73090595-30a3-524d-8cfa-5992d96804a5,soup,0,low,1,0,0,0
6b69361a-2562-57bf-91c4-5830cbfbccbc,oysters,0,high,0.37,0.4,0.16,0.07
6b69361a-2562-57bf-91c4-5830cbfbccbc,takeout,50,high,0.25,0.63,0.11,0.01
6b69361a-2562-57bf-91c4-5830cbfbccbc,apples,50,low,0.59,0.19,0.17,0.05
6b69361a-2562-57bf-91c4-5830cbfbccbc,birthday,75,low,0.2,0.5,0.25,0.05
6b69361a-2562-57bf-91c4-5830cbfbccbc,basketball,0,low,0.63,0.3,0.07,0
6b69361a-2562-57bf-91c4-5830cbfbccbc,soup,100,high,0.1,0.31,0.28,0.31
6b69361a-2562-57bf-91c4-5830cbfbccbc,dip,0,low,0.75,0.23,0.02,0
6b69361a-2562-57bf-91c4-5830cbfbccbc,brunch,75,low,0.33,0.2,0.21,0.26
6b69361a-2562-57bf-91c4-5830cbfbccbc,driving,100,high,0.22,0.12,0.33,0.33
6b69361a-2562-57bf-91c4-5830cbfbccbc,social,50,high,0.43,0.32,0.22,0.03
6b69361a-2562-57bf-91c4-5830cbfbccbc,gala,50,low,0.94,0.03,0.03,0
6b69361a-2562-57bf-91c4-5830cbfbccbc,wedding,0,high,0.11,0.48,0.41,0
6b69361a-2562-57bf-91c4-5830cbfbccbc,fair,100,low,0.4,0.38,0.11,0.11
6b69361a-2562-57bf-91c4-5830cbfbccbc,drinks,75,high,0.06,0.23,0.5,0.21
6b69361a-2562-57bf-91c4-5830cbfbccbc,hike,75,high,0.3,0.24,0.43,0.03
6b69361a-2562-57bf-91c4-5830cbfbccbc,cooking,100,low,0.07,0.65,0.28,0
a9b6aab9-43da-5ab5-a068-a41152edfcf1,takeout,75,low,0.52,0.06,0.42,0
a9b6aab9-43da-5ab5-a068-a41152edfcf1,birthday,75,high,0.07,0.46,0.47,0
a9b6aab9-43da-5ab5-a068-a41152edfcf1,wedding,0,low,1,0,0,0
a9b6aab9-43da-5ab5-a068-a41152edfcf1,dip,50,high,0,0.74,0.26,0
a9b6aab9-43da-5ab5-a068-a41152edfcf1,brunch,100,low,0.5,0,0.25,0.25
a9b6aab9-43da-5ab5-a068-a41152edfcf1,social,100,low,0.76,0,0.12,0.12
a9b6aab9-43da-5ab5-a068-a41152edfcf1,drinks,0,high,0.54,0.19,0,0.27
a9b6aab9-43da-5ab5-a068-a41152edfcf1,hike,75,low,0.74,0.15,0,0.11
a9b6aab9-43da-5ab5-a068-a41152edfcf1,basketball,0,low,0.52,0.24,0.06,0.18
a9b6aab9-43da-5ab5-a068-a41152edfcf1,apples,50,low,0.73,0.12,0.13,0.02
a9b6aab9-43da-5ab5-a068-a41152edfcf1,oysters,100,high,0.74,0.08,0.09,0.09
a9b6aab9-43da-5ab5-a068-a41152edfcf1,cooking,75,high,0,0.65,0,0.35
a9b6aab9-43da-5ab5-a068-a41152edfcf1,fair,50,high,0.49,0.5,0.01,0
a9b6aab9-43da-5ab5-a068-a41152edfcf1,soup,50,low,0.51,0,0,0.49
a9b6aab9-43da-5ab5-a068-a41152edfcf1,driving,0,high,0,0.47,0.45,0.08
a9b6aab9-43da-5ab5-a068-a41152edfcf1,gala,100,high,0,0,0.37,0.63
dd7bfca6-a589-5298-9f26-96372e9f8fb1,brunch,100,low,0.11,0.2,0.22,0.47
dd7bfca6-a589-5298-9f26-96372e9f8fb1,basketball,50,low,0.6,0.4,0,0
dd7bfca6-a589-5298-9f26-96372e9f8fb1,fair,0,low,0.05,0.92,0.03,0
dd7bfca6-a589-5298-9f26-96372e9f8fb1,hike,100,high,0.28,0.49,0.17,0.06
dd7bfca6-a589-5298-9f26-96372e9f8fb1,oysters,50,high,0.12,0.62,0.26,0
dd7bfca6-a589-5298-9f26-96372e9f8fb1,takeout,75,high,0.1,0.56,0.34,0
dd7bfca6-a589-5298-9f26-96372e9f8fb1,driving,0,high,0.42,0.29,0.21,0.08
dd7bfca6-a589-5298-9f26-96372e9f8fb1,birthday,100,low,0.33,0.03,0.32,0.32
dd7bfca6-a589-5298-9f26-96372e9f8fb1,soup,0,high,0.92,0,0.08,0
dd7bfca6-a589-5298-9f26-96372e9f8fb1,gala,75,low,0.8,0,0.13,0.07
dd7bfca6-a589-5298-9f26-96372e9f8fb1,apples,75,low,0.59,0.23,0.13,0.05
dd7bfca6-a589-5298-9f26-96372e9f8fb1,dip,50,low,0.62,0.28,0.1,0
dd7bfca6-a589-5298-9f26-96372e9f8fb1,cooking,0,low,0.26,0.67,0.07,0
dd7bfca6-a589-5298-9f26-96372e9f8fb1,drinks,100,high,0,0.26,0,0.74
dd7bfca6-a589-5298-9f26-96372e9f8fb1,wedding,50,high,0.2,0.37,0.43,0
dd7bfca6-a589-5298-9f26-96372e9f8fb1,social,75,high,0,0.41,0.33,0.26
151feaa8-8bc2-56da-adc5-5a374a1bbdb2,driving,50,low,0.06,0.18,0.18,0.58
151feaa8-8bc2-56da-adc5-5a374a1bbdb2,wedding,0,high,0.17,0.25,0.51,0.07
151feaa8-8bc2-56da-adc5-5a374a1bbdb2,dip,75,low,0.42,0.37,0.12,0.09
151feaa8-8bc2-56da-adc5-5a374a1bbdb2,cooking,100,low,0.48,0.13,0.33,0.06
151feaa8-8bc2-56da-adc5-5a374a1bbdb2,basketball,0,high,0.49,0.51,0,0
151feaa8-8bc2-56da-adc5-5a374a1bbdb2,hike,75,high,0.41,0.53,0.02,0.04
151feaa8-8bc2-56da-adc5-5a374a1bbdb2,drinks,50,low,0.23,0.28,0.25,0.24
151feaa8-8bc2-56da-adc5-5a374a1bbdb2,social,100,high,0.05,0.31,0.32,0.32
151feaa8-8bc2-56da-adc5-5a374a1bbdb2,soup,50,high,0.3,0.22,0.22,0.26
151feaa8-8bc2-56da-adc5-5a374a1bbdb2,apples,50,high,0.31,0.21,0.21,0.27
151feaa8-8bc2-56da-adc5-5a374a1bbdb2,takeout,75,high,0.09,0.31,0.3,0.3
151feaa8-8bc2-56da-adc5-5a374a1bbdb2,fair,75,low,0.18,0.23,0.35,0.24
151feaa8-8bc2-56da-adc5-5a374a1bbdb2,birthday,100,low,0.18,0.22,0.35,0.25
151feaa8-8bc2-56da-adc5-5a374a1bbdb2,gala,0,low,1,0,0,0
151feaa8-8bc2-56da-adc5-5a374a1bbdb2,brunch,100,high,0.08,0.19,0.14,0.59
151feaa8-8bc2-56da-adc5-5a374a1bbdb2,oysters,0,low,0.59,0.41,0,0
c728dc85-8d13-5172-a966-e6acf45f425b,wedding,75,low,0.85,0.05,0.05,0.05
c728dc85-8d13-5172-a966-e6acf45f425b,fair,100,high,0,1,0,0
c728dc85-8d13-5172-a966-e6acf45f425b,driving,75,high,0,0.56,0.22,0.22
c728dc85-8d13-5172-a966-e6acf45f425b,oysters,50,high,0,0.96,0.04,0
c728dc85-8d13-5172-a966-e6acf45f425b,basketball,75,low,0.43,0.3,0.16,0.11
c728dc85-8d13-5172-a966-e6acf45f425b,gala,50,high,0,0.5,0.15,0.35
c728dc85-8d13-5172-a966-e6acf45f425b,soup,100,low,0.78,0.05,0.01,0.16
c728dc85-8d13-5172-a966-e6acf45f425b,social,50,low,1,0,0,0
c728dc85-8d13-5172-a966-e6acf45f425b,hike,0,low,1,0,0,0
c728dc85-8d13-5172-a966-e6acf45f425b,cooking,0,high,0,1,0,0
c728dc85-8d13-5172-a966-e6acf45f425b,birthday,0,high,0,1,0,0
c728dc85-8d13-5172-a966-e6acf45f425b,brunch,50,low,0,1,0,0
c728dc85-8d13-5172-a966-e6acf45f425b,dip,100,high,0,1,0,0
c728dc85-8d13-5172-a966-e6acf45f425b,takeout,0,low,0.76,0.24,0,0
c728dc85-8d13-5172-a966-e6acf45f425b,drinks,75,high,0,0,0.41,0.59
c728dc85-8d13-5172-a966-e6acf45f425b,apples,100,low,1,0,0,0
d8629031-af0e-5737-a3d8-e2aebb1ac553,soup,0,high,0.41,0.3,0.1,0.19
d8629031-af0e-5737-a3d8-e2aebb1ac553,birthday,50,high,0.16,0.47,0.21,0.16
d8629031-af0e-5737-a3d8-e2aebb1ac553,gala,100,low,0.47,0.09,0.09,0.35
d8629031-af0e-5737-a3d8-e2aebb1ac553,wedding,100,low,0.11,0.16,0.36,0.37
d8629031-af0e-5737-a3d8-e2aebb1ac553,apples,0,low,0.8,0.02,0.09,0.09
d8629031-af0e-5737-a3d8-e2aebb1ac553,oysters,75,high,0.06,0.31,0.47,0.16
d8629031-af0e-5737-a3d8-e2aebb1ac553,social,75,high,0.12,0.26,0.5,0.12
d8629031-af0e-5737-a3d8-e2aebb1ac553,takeout,50,low,0.38,0.32,0.28,0.02
d8629031-af0e-5737-a3d8-e2aebb1ac553,cooking,75,low,0.15,0.25,0.3,0.3
d8629031-af0e-5737-a3d8-e2aebb1ac553,brunch,75,low,0.16,0.16,0.25,0.43
d8629031-af0e-5737-a3d8-e2aebb1ac553,fair,50,low,0.34,0.5,0.1,0.06
d8629031-af0e-5737-a3d8-e2aebb1ac553,drinks,0,low,0.9,0.08,0.01,0.01
d8629031-af0e-5737-a3d8-e2aebb1ac553,dip,0,high,0.14,0.83,0.02,0.01
d8629031-af0e-5737-a3d8-e2aebb1ac553,basketball,100,high,0.09,0.05,0.21,0.65
d8629031-af0e-5737-a3d8-e2aebb1ac553,hike,50,high,0.34,0.44,0.11,0.11
