experiment,variant,fold,held_out_scenario,alpha_observer,train_nll,test_nll,n_train,n_test,param_w_v,param_w_d,param_w_e,param_gamma
food_inv_joint_de,full,0,apples,8.733145713806152,1244.83203125,86.44134001102152,255,17,0.8485423922538757,3.9772205352783203,0.4340862035751343,9.999999974752427e-07
food_inv_joint_de,full,1,basketball,8.738985061645508,1252.9627685546875,78.2247558479361,255,17,0.8296597003936768,4.6207051277160645,0.4256196916103363,9.999999974752427e-07
food_inv_joint_de,full,2,birthday,8.747849464416504,1255.434814453125,75.88696490016899,255,17,0.7774746417999268,5.213258743286133,0.39814725518226624,9.999999974752427e-07
food_inv_joint_de,full,3,brunch,8.740952491760254,1248.950927734375,82.29853290220221,255,17,0.8276605606079102,3.9760565757751465,0.41175609827041626,9.999999974752427e-07
food_inv_joint_de,full,4,cooking,8.74558162689209,1247.05419921875,84.18900930826071,255,17,0.8064380884170532,4.305128574371338,0.3936544954776764,9.999999974752427e-07
food_inv_joint_de,full,5,dip,8.737627029418945,1245.1798095703125,86.0220319566501,255,17,0.8316120505332947,4.144610404968262,0.4207719564437866,9.999999974752427e-07
food_inv_joint_de,full,6,drinks,8.744512557983398,1248.863525390625,82.32195572980437,255,17,0.8092895150184631,4.7569661140441895,0.41991162300109863,9.999999974752427e-07
food_inv_joint_de,full,7,driving,8.745853424072266,1248.8876953125,82.35235328103605,255,17,0.795649528503418,4.812849044799805,0.39135298132896423,9.999999974752427e-07
food_inv_joint_de,full,8,fair,8.743085861206055,1250.50048828125,80.77812229440356,255,17,0.799750030040741,4.2031402587890625,0.39873406291007996,9.999999974752427e-07
food_inv_joint_de,full,9,gala,8.750823974609375,1250.03759765625,81.34779870450366,255,17,0.7872945070266724,5.949874401092529,0.39897194504737854,9.999999974752427e-07
food_inv_joint_de,full,10,hike,8.743525505065918,1242.39990234375,89.81851261687189,255,17,0.8010123372077942,11.017380714416504,0.3873644769191742,9.999999974752427e-07
food_inv_joint_de,full,11,oysters,8.832498550415039,1233.9630126953125,97.95559361502416,255,17,0.8981761336326599,3.6759607791900635,0.4788995683193207,9.999999974752427e-07
food_inv_joint_de,full,12,social,8.727886199951172,1245.76416015625,85.61093896287237,255,17,0.8710323572158813,4.6072845458984375,0.41844356060028076,9.999999974752427e-07
food_inv_joint_de,full,13,soup,8.745532989501953,1248.3603515625,83.04214161011252,255,17,0.7980131506919861,6.051872730255127,0.3963611423969269,9.999999974752427e-07
food_inv_joint_de,full,14,takeout,8.742887496948242,1246.9395751953125,84.24301794266333,255,17,0.811776876449585,4.459753036499023,0.42394593358039856,9.999999974752427e-07
food_inv_joint_de,full,15,wedding,8.738390922546387,1254.543212890625,76.9044304268538,255,17,0.809673011302948,3.6543517112731934,0.4159407913684845,9.999999974752427e-07
food_inv_joint_de,discomfort_only,0,apples,1.0,1353.6082763671875,90.24054952965498,255,17,,1.0,,1.0
food_inv_joint_de,discomfort_only,1,basketball,1.0,1353.6082763671875,90.24054677916213,255,17,,1.0,,1.0
food_inv_joint_de,discomfort_only,2,birthday,1.0,1353.6082763671875,90.24054954325267,255,17,,1.0,,1.0
food_inv_joint_de,discomfort_only,3,brunch,1.0,1353.6082763671875,90.24054585521593,255,17,,1.0,,1.0
food_inv_joint_de,discomfort_only,4,cooking,1.0,1353.6082763671875,90.24054803123188,255,17,,1.0,,1.0
food_inv_joint_de,discomfort_only,5,dip,1.0,1353.6082763671875,90.24054791310274,255,17,,1.0,,1.0
food_inv_joint_de,discomfort_only,6,drinks,1.0,1353.6082763671875,90.24054719270649,255,17,,1.0,,1.0
food_inv_joint_de,discomfort_only,7,driving,1.0,1353.6082763671875,90.24055017349667,255,17,,1.0,,1.0
food_inv_joint_de,discomfort_only,8,fair,1.0,1353.6082763671875,90.24055031386574,255,17,,1.0,,1.0
food_inv_joint_de,discomfort_only,9,gala,1.0,1353.6082763671875,90.24054584415184,255,17,,1.0,,1.0
food_inv_joint_de,discomfort_only,10,hike,1.0,1353.6082763671875,90.24054608100528,255,17,,1.0,,1.0
food_inv_joint_de,discomfort_only,11,oysters,1.0,1353.6082763671875,90.24054759235554,255,17,,1.0,,1.0
food_inv_joint_de,discomfort_only,12,social,1.0,1353.6082763671875,90.24054646340694,255,17,,1.0,,1.0
food_inv_joint_de,discomfort_only,13,soup,1.0,1353.6082763671875,90.24054821291456,255,17,,1.0,,1.0
food_inv_joint_de,discomfort_only,14,takeout,1.0,1353.6082763671875,90.24054687508843,255,17,,1.0,,1.0
food_inv_joint_de,discomfort_only,15,wedding,1.0,1353.6082763671875,90.24054842350502,255,17,,1.0,,1.0
food_inv_joint_de,base,0,apples,8.739574432373047,1264.695068359375,89.93969326325914,255,17,0.7908037900924683,,0.5423879027366638,
food_inv_joint_de,base,1,basketball,8.755104064941406,1273.1240234375,81.38743170825485,255,17,0.754679262638092,,0.5421735644340515,
food_inv_joint_de,base,2,birthday,8.75595474243164,1278.525390625,76.1063736300688,255,17,0.7075488567352295,,0.5038458108901978,
food_inv_joint_de,base,3,brunch,8.749984741210938,1268.927001953125,85.52531983149896,255,17,0.758251965045929,,0.5008193850517273,
food_inv_joint_de,base,4,cooking,8.748462677001953,1267.8387451171875,86.65139371314463,255,17,0.7510635256767273,,0.4818025231361389,
food_inv_joint_de,base,5,dip,8.745010375976562,1265.8587646484375,88.6588542486506,255,17,0.779975950717926,,0.5094403624534607,
food_inv_joint_de,base,6,drinks,8.756465911865234,1273.150390625,81.38743439754342,255,17,0.7235227227210999,,0.5223046541213989,
food_inv_joint_de,base,7,driving,8.761420249938965,1271.5732421875,82.93116975651243,255,17,0.7283994555473328,,0.4879220724105835,
food_inv_joint_de,base,8,fair,8.754606246948242,1270.8753662109375,83.63303312584738,255,17,0.7342250943183899,,0.48169055581092834,
food_inv_joint_de,base,9,gala,8.759808540344238,1273.328125,81.18045245082358,255,17,0.7244312167167664,,0.5047468543052673,
food_inv_joint_de,base,10,hike,8.735466003417969,1268.3614501953125,86.13810921390903,255,17,0.7732719779014587,,0.5024541616439819,
food_inv_joint_de,base,11,oysters,8.811564445495605,1256.076416015625,99.10262987088106,255,17,0.83836829662323,,0.5430223941802979,
food_inv_joint_de,base,12,social,8.7509183883667,1271.161376953125,83.2838042485152,255,17,0.7526953220367432,,0.5111740231513977,
food_inv_joint_de,base,13,soup,8.744714736938477,1271.961669921875,82.50342522040205,255,17,0.7429361939430237,,0.4982950985431671,
food_inv_joint_de,base,14,takeout,8.75351619720459,1267.8563232421875,86.59266260845995,255,17,0.7502149343490601,,0.5178095102310181,
